Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Variety,,,2023,2024,,Compared to Average of 4th week of  Sep. 2024,, ,,,,,,,
Sinhala Name,,Common Name,Average of 4th week of  Sep.,Average of 3rd week of  Sep.,Average of 4th week of  Sep.,Last week ,Last Year,, ,, ,,,,
1,තෝරා,Seer,3427,3735,3820,0.022757697456492636,0.11467756054858477,, ,, ,, ,,
2,පරව් (ලොකු),Trevally (L),2595,2526.67,2660,0.05276905967142521,0.025048169556840076, , , ,, ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2490,2180,2225,0.020642201834862386,-0.10642570281124498,, ,,,,,,
4,තලපත්,Sail fish,3130,2970,3076,0.03569023569023569,-0.017252396166134186,,, ,,,,,
5,බලයා,Skipjack tuna,1445,1206.67,1293.33,0.07181748116717897,-0.10496193771626303,,, ,,,,,
6,කෙළවල්ලා,Yellowfin tuna,2418,2456,2546.67,0.03691775244299677,0.053213399503722114,,, , ,,,, 
7,සාලයා (මට්ට),Sardinella,716,570,594,0.042105263157894736,-0.17039106145251395,,,, ,,, ,
8,මෝරා,Shark,1740,1790,1826,0.02011173184357542,0.04942528735632184,,,,,,,,
9,හුරුල්ලා,Herrings,874,1113.33,1212.5,0.0890751169913683,0.38729977116704806,,,,,,,,
10,කුම්බලා,Indian mackerel,1027,1106.67,1065,-0.03765350104367162,0.03700097370983447,,,,,,,,
11,කාරල්ලා,Pony fish,650,,580,,-0.1076923076923077,,,,,,,,
12,කටුවල්ලා,Katuwalla,,,,, ,,,,,,,,
13,හාල්මැස්සා,Anchovies,707,820,,,,,,,,,,,
14,ඉස්සා (M),Prawns (M),1835,2020,1990,-0.01485148514851485,0.08446866485013624,,,,,,,,
15, කොප්පරා,Marlins,3980,3680,3610,-0.019021739130434784,-0.09296482412060302,,,,,,,,
16,අලගොඩුවා,Frigate tuna,840,822.5,1020,0.24012158054711247,0.21428571428571427,,,,,,,,
17,ඇටවල්ලා,Kawakawa,920,940,1085,0.15425531914893617,0.1793478260869565,,,,,,,,
18,ඇටිස්සා,Red Bream(L),2193,1880,1910,0.015957446808510637,-0.12904696762425902,,, ,,,,,
19,බෝල්ලා,Big eye scade,807,1060,1026.67,-0.031443396226415024,0.2722057001239158,,,,,,,,
20,ගින්නටි පරව්,Ginnati paraw,1770,1186.67,1406.67,0.18539273766084927,-0.20527118644067793,,,, ,,, ,
21,හබරලි,Needle fish,,1126.67,1206.67,0.07100570708370685, ,,, ,,,,,
22,හැඩැල්ලා,Indian Anchovy,1515,1640,1466.67,-0.10568902439024386,-0.03190099009900985,,,,,,,,
23,ජීලාවා,Barracuda,2540,2330,2520,0.0815450643776824,-0.007874015748031496,,,,,,,,
24,ලින්නා,Indian Scade,785,753.33,892,0.18407603573467132,0.13630573248407643,,,,,,,,
