Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 3rd week November 2019, compared to:",
Sinhala Name,,Common Name,3rd week November,2nd week November,3rd week November,Last week ,Last Year
1,තෝරා,Seer,1542,1417.5,1453.33,0.02527689594356256,-0.057503242542153096
2,පරව් (ලොකු),Trevally (L),938,975,928,-0.048205128205128206,-0.010660980810234541
3,ගල්මාළු (ලොකු),Rock Fish (L),630,740,655.56,-0.11410810810810817,0.04057142857142849
4,තලපත්,Sail fish,1118,1132.5,1172.5,0.03532008830022075,0.048747763864042934
5,බලයා,Skipjack tuna,740,810,760,-0.06172839506172839,0.02702702702702703
6,කෙළවල්ලා,Yellowfin tuna,874,1058.17,1035,-0.021896292656189528,0.18421052631578946
7,සාලයා (මට්ට),Sardinella,205,272,293.33,0.07841911764705876,0.43087804878048774
8,මෝරා,Shark,670,880,­,­,­
9,හුරුල්ලා,Herrings,348,450,466,0.035555555555555556,0.3390804597701149
10,කුම්බලා,Indian mackerel,382,404,454.67,0.12542079207920795,0.19023560209424087
11,කාරල්ලා,Pony fish,200,160,160,0,-0.2
12,කටුවල්ලා,Katuwalla,150,­,270,­,0.8
13,හාල්මැස්සා,Anchovies,346,350,400,0.14285714285714285,0.15606936416184972
14,ඉස්සා (M),Prawns (M),1063,1428,1364,-0.04481792717086835,0.2831608654750706
15, කොප්පරා,Marlins,890,1050,895,-0.14761904761904762,0.0056179775280898875
16,අලගොඩුවා,Frigate tuna,300,400,400,0,0.3333333333333333
17,ඇටවල්ලා,Kawakawa,383,480,420,-0.125,0.09660574412532637
18,ඇටිස්සා,Red Bream,700,698,790,0.1318051575931232,0.12857142857142856
19,බෝල්ලා,Big eye scade,287.5,348.33,372,0.06795280337610891,0.29391304347826086
20,ගින්නටි පරව්,Ginnati paraw,600,700,­,­,­
21,හබරලි,Needle fish,366.7,580,523.33,-0.09770689655172407,0.4271338969184621
22,හැඩැල්ලා,Indian Anchovy,660,1120,1045,-0.06696428571428571,0.5833333333333334
23,ජීලාවා,Barracuda,580,747.5,782.5,0.046822742474916385,0.34913793103448276
24,ලින්නා,Indian Scade,290,386,354,-0.08290155440414508,0.2206896551724138
25,ලේන පරව්,Rainbow runner,343.3,490,496.67,0.013612244897959216,0.44675211185551994
26,සුද්දා,Threadfin bream,320,509.6,533.33,0.0465659340659341,0.6666562500000002
27,සූඩයා,White Sardinella,120,200,210,0.05,0.75
28,දැල්ලා,Cuttle fish,1080,800,980,0.225,-0.09259259259259259
29,කකුළුවා,Sea Crabs,733.3,850,1023.33,0.20391764705882356,0.3955134324287469
30,තිලාපියා,Thilapia (M),­,450,450,0,­
"* Selected Markets - Wellampitiya,  Battaramulla, Dematagoda,  Nugegoda,  Kirulapana,                     Maharagama  ",,,,,,,
