Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 1st week May 2019, compared to:",
Sinhala Name,,Common Name,1st  week May,4th week April,1st  week May,Last week ,Last Year
1,තෝරා,Seer (Nl),1175,1616.67,1556,-0.037527757674726485,0.3242553191489362
2,පරව් (ලොකු),Trevally (L),495,663.33,680,0.025130779551655977,0.37373737373737376
3,ගල්මාළු (ලොකු),Rock fish (L),550,550,­,­,­
4,තලපත්,Sail fish,588,708.33,712.5,0.0058870865274659534,0.21173469387755103
5,බලයා,Skipjack tuna,353,384,450,0.171875,0.2747875354107649
6,කෙළවල්ලා,Yellowfin tuna,600,683.33,716.7,0.04883438455797346,0.1945000000000001
7,සාලයා (මට්ට),Sardinella,162,194.17,205,0.05577586650872953,0.2654320987654321
8,මෝරා,Sharks,560,550,600,0.09090909090909091,0.07142857142857142
9,හුරුල්ලා,Herrings,321,443,480,0.0835214446952596,0.4953271028037383
10,කුම්බලා,Indian Mackerel,506,560,600,0.07142857142857142,0.1857707509881423
11,කාරල්ලා,Pony fish,120,130,200,0.5384615384615384,0.6666666666666666
12,කටුවල්ලා,Katuwalla,300,340,230,-0.3235294117647059,-0.23333333333333334
13,හාල්මැස්සා,Anchovy,­,400,375,-0.0625,­
14,ඉස්සා (M),"Prawns (M) 3""",956,850,862.5,0.014705882352941176,-0.09780334728033473
15, කොප්පරා,Marlins,712,838.33,850,0.01392053248720666,0.19382022471910113
16,අලගොඩුවා,Frigate tuna,300,410,383.3,-0.06512195121951217,0.27766666666666673
17,ඇටවල්ලා,Atawalla,227,433.33,350,-0.192301479242148,0.5418502202643172
18,ඇටිස්සා,Red Bream,620,600,675,0.125,0.08870967741935484
19,බෝල්ලා,Big eye scade,410,550,596.7,0.08490909090909099,0.4553658536585367
20,ගින්නටි පරව්,Ginnati Paraw,575,600,700,0.16666666666666666,0.21739130434782608
21,හබරලි,Needle fish,415,470,470,0,0.13253012048192772
22,හැඩැල්ලා,Indian Anchovies,557,775,550,-0.2903225806451613,-0.012567324955116697
23,ජීලාවා,Barracuda,550,550,975,0.7727272727272727,0.7727272727272727
24,ලින්නා,Indian Scad,268,446.25,483.3,0.08302521008403364,0.8033582089552239
25,ලේන පරව්,Rainbow Runner,360,280,­,­,­
26,සුද්දා,Threadfin  Bream,475,530,­,­,­
27,සූඩයා,White Sardinella,99,155,­,­,­
28,දැල්ලා,Squids /Cuttle fish,990,783.33,787.5,0.005323426908199557,-0.20454545454545456
29,කකුළුවා,Sea Crabs,550,565,573.3,0.014690265486725583,0.042363636363636284
30,තිලාපියා,Tilapia (M),325,414,376.7,-0.09009661835748795,0.15907692307692303
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,
