Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Variety,,,2025,2026,,% Change   compared to:4th week of Mar. 2026,, 
Sinhala Name,,Common Name,4th week of Mar.,3rd week of Mar.,4th week of Mar.,Last week ,Last Year,
1,තෝරා,Seer (Ni-L),1357.142857142857,1714.2857142857142,1691.6666666666667,-0.013194444444444363,0.2464912280701755,
2,පරව් (ලොකු),Trevally (L),950,1014.2857142857143,1083.3333333333333,0.06807511737089189,0.14035087719298237,  
3,ගල්මාළු (ලොකු),Rock fish (L),1020,1142.857142857143,1100,-0.037500000000000026,0.0784313725490196, 
4,ගල්මාළු (පොඩි),Rock fish (S),770,860,783.3333333333334,-0.08914728682170538,0.017316017316017365,
5,තලපත්,Sail fish,1392.857142857143,1435.7142857142858,1350,-0.05970149253731347,-0.030769230769230792,
6,බලයා,Skipjack tuna,695.83,735.7142857142857,814.2857142857143,0.1067961165048545,0.17023657256185315, 
7,කෙළවල්ලා,Yellowfin tuna,1100,1100,1107.142857142857,0.006493506493506464,0.006493506493506464, 
8,සාලයා (මට්ට),Sardinella,353.57142857142856,300,395.8333333333333,0.31944444444444436,0.11952861952861953,
9,මෝරා,Sharks,975,1133.3333333333333,1250,0.10294117647058831,0.28205128205128205,
10,හුරුල්ලා,Herrings,857.1428571428571,907.1428571428571,891.6666666666666,-0.017060367454068248,0.04027777777777777,
11,කුම්බලා,Indian Mackerel,739.2857142857143,1025,966.6666666666666,-0.056910569105691096,0.3075684380032205,
12,කාරල්ලා,Pony fish,240,246.42857142857142,290,0.1768115942028986,0.20833333333333334,
13,කටුවල්ලා,Katuwalla,410,410.7142857142857,500,0.21739130434782605,0.21951219512195122,
14,හාල්මැස්සා,Anchovy,335,430,410,-0.046511627906976744,0.22388059701492538,
15,ඉස්සා (M),"Prawns (M) 3""",1771.4285714285713,2307.1428571428573,2028.5714285714287,-0.12074303405572759,0.14516129032258077,
16, කොප්පරා,Marlins,1571.4285714285713,1557.142857142857,1521.4285714285713,-0.022935779816513804,-0.03181818181818182,
17,අලගොඩුවා,Frigate tuna(L),900,720.8333333333334,650,-0.09826589595375727,-0.2777777777777778,
18,ඇටවල්ලා,Kawakawa,942.8571428571429,925,964.2857142857143,0.042471042471042525,0.022727272727272745,
19,ඇටිස්සා,Red Bream(L),1021.4285714285714,1141.6666666666667,1350,0.18248175182481743,0.32167832167832167,
20,බෝල්ලා,Big eye scade,690,950,892.8571428571429,-0.06015037593984959,0.29399585921325055,
21,ගින්නටි පරව්,Ginnati Paraw,858.3333333333334,1060,1200,0.1320754716981132,0.3980582524271844,
22,හබරලි,Needle fish,778.5714285714286,950,966.6666666666666,0.017543859649122768,0.24159021406727826, 
23,හැඩැල්ලා,Indian Anchovies,1500,1466.6666666666667,1375,-0.06250000000000004,-0.08333333333333333,
24,ජීලාවා,Barracuda(L),1028.5714285714287,1042.857142857143,1008.3333333333334,-0.03310502283105022,-0.019675925925925982,
25,ලින්නා,Indian Scad(L),689.2857142857143,753.5714285714286,750,-0.004739336492890974,0.08808290155440407,
26,ලින්නා,Indian Scad(S),607.1428571428571,620.8333333333334,592.8571428571429,-0.04506232023010547,-0.023529411764705778,
27,ලේන පරව්,Rainbow Runner,635.7142857142857,778.5714285714286,700,-0.10091743119266053,0.10112359550561806,
28,සුද්දා,Threadfin  Bream,695,950,1010,0.06315789473684211,0.45323741007194246,
29,සූඩයා,White Sardinella,235,258.3333333333333,294,0.13806451612903234,0.251063829787234, 
30,දැල්ලා,Squids /Cuttle fish(Peeli),1633.3333333333333,1607.142857142857,1692.857142857143,0.05333333333333337,0.03644314868804672,
31,කකුළුවා(L),Sea Crabs(L),1642.857142857143,2191.6666666666665,2510,0.14524714828897348,0.5278260869565217,
32,තිලාපියා,Tilapia (M),,,400,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,
