Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 4th  week September 2019, compared to:",
Sinhala Name,,Common Name,4th week September,3rd week September,4th week September,Last week ,Last Year
1,තෝරා,Seer,1340,1480,1484,0.002702702702702703,0.10746268656716418
2,පරව් (ලොකු),Trevally (L),966.11,1185,984,-0.16962025316455695,0.01851756011220253
3,ගල්මාළු (ලොකු),Rock Fish (L),627.5,704.33,780,0.10743543509434492,0.24302788844621515
4,තලපත්,Sail fish,1110,1327,1227.5,-0.07498116051243406,0.10585585585585586
5,බලයා,Skipjack tuna,523.33,760,775,0.019736842105263157,0.4809011522366383
6,කෙළවල්ලා,Yellowfin tuna,956.67,1140,1111.67,-0.02485087719298239,0.16202034139253882
7,සාලයා (මට්ට),Sardinella,280,292,286.67,-0.01825342465753419,0.02382142857142863
8,මෝරා,Shark,643.33,946.67,853.33,-0.0985982443723789,0.32642656179565693
9,හුරුල්ලා,Herrings,332,540,522,-0.03333333333333333,0.572289156626506
10,කුම්බලා,Indian mackerel,535,676.75,574,-0.1518285925378648,0.07289719626168224
11,කාරල්ලා,Pony fish,400,220,200,-0.09090909090909091,-0.5
12,කටුවල්ලා,Katuwalla,180,­,­,­,­
13,හාල්මැස්සා,Anchovies,440,510,350,-0.3137254901960784,-0.20454545454545456
14,ඉස්සා (M),Prawns (M),948,1203.25,1283.33,0.06655308539372527,0.35372362869198304
15, කොප්පරා,Marlins,850,­,960,­,0.12941176470588237
16,අලගොඩුවා,Frigate tuna,300,462.5,­,­,­
17,ඇටවල්ලා,Kawakawa,370,480,510,0.0625,0.3783783783783784
18,ඇටිස්සා,Red Bream,680,910,730,-0.1978021978021978,0.07352941176470588
19,බෝල්ලා,Big eye scade,426.67,436.67,403.33,-0.07635056220944886,-0.054702697635174796
20,ගින්නටි පරව්,Ginnati paraw,693.33,805,816.67,0.014496894409937837,0.17789508603406734
21,හබරලි,Needle fish,500,648,632.5,-0.023919753086419752,0.265
22,හැඩැල්ලා,Indian Anchovy,677.5,800,800,0,0.18081180811808117
23,ජීලාවා,Barracuda,766,455,804,0.7670329670329671,0.04960835509138381
24,ලින්නා,Indian Scade,425,397.67,405,0.018432368546784983,-0.047058823529411764
25,ලේන පරව්,Rainbow runner,475,505,573.33,0.1353069306930694,0.20701052631578956
26,සුද්දා,Threadfin bream,506,582,520,-0.10652920962199312,0.02766798418972332
27,සූඩයා,White Sardinella,360,200,240,0.2,-0.3333333333333333
28,දැල්ලා,Cuttle fish,800,1000,840,-0.16,0.05
29,කකුළුවා,Sea Crabs,800,1325,1450,0.09433962264150944,0.8125
30,තිලාපියා,Thilapia (M),­,505,585,0.15841584158415842,­
"* Selected Markets - Wellampitiya,  Battaramulla, Dematagoda,  Nugegoda,  Kirulapana,                     Maharagama  ",,,,,,,
