Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2021,2022,,"% Change 1st week of June 2022, compared to:",
Sinhala Name,,Common Name,June 1st week average,May 4th week average,June 1st week average,Last week ,Last Year
1,තෝරා,Seer,2005,3120,3260,0.04487179487179487,0.6259351620947631
2,පරව් (ලොකු),Trevally (L),1415,2395,2546.67,0.06332776617954074,0.7997667844522969
3,ගල්මාළු (ලොකු),Rock Fish (L),1100,,1900,,0.7272727272727273
4,තලපත්,Sail fish,1414,2392,2570,0.07441471571906355,0.8175388967468176
5,බලයා,Skipjack tuna,800,1720,1720,0,1.15
6,කෙළවල්ලා,Yellowfin tuna,1470,2395,2666,0.11315240083507307,0.8136054421768707
7,සාලයා (මට්ට),Sardinella,367.5,722.5,864,0.1958477508650519,1.3510204081632653
8,මෝරා,Shark,,1780,1720,-0.033707865168539325,
9,හුරුල්ලා,Herrings,700,1100,1241,0.12818181818181817,0.7728571428571429
10,කුම්බලා,Indian mackerel,713.3333333333334,1360,1353.33,-0.004904411764705936,0.8971915887850466
11,කාරල්ලා,Pony fish,,,700,,
12,කටුවල්ලා,Katuwalla,,,,,
13,හාල්මැස්සා,Anchovies,625,900,,,
14,ඉස්සා (M),Prawns (M),1280,1505,1415,-0.059800664451827246,0.10546875
15, කොප්පරා,Marlins,1520,,2902.5,,0.9095394736842105
16,අලගොඩුවා,Frigate tuna,650,1160,1100,-0.05172413793103448,0.6923076923076923
17,ඇටවල්ලා,Kawakawa,680,1200,1106.66,-0.07778333333333326,0.6274411764705884
18,ඇටිස්සා,Red Bream,,,,,
19,බෝල්ලා,Big eye scade,660,1230,1256.66,0.021674796747967545,0.9040303030303032
20,ගින්නටි පරව්,Ginnati paraw,720,,,,
21,හබරලි,Needle fish,630,,,,
22,හැඩැල්ලා,Indian Anchovy,1090,1666.66,1656.67,-0.005994023976095909,0.5198807339449542
23,ජීලාවා,Barracuda,1340,,2940,,1.1940298507462686
24,ලින්නා,Indian Scade,700,1020,1132.5,0.11029411764705882,0.6178571428571429
25,ලේන පරව්,Rainbow runner,700,1200,1300,0.08333333333333333,0.8571428571428571
26,සුද්දා,Threadfin bream,775,1230,1492,0.21300813008130082,0.9251612903225807
27,සූඩයා,White Sardinella,,,,,
28,දැල්ලා,Cuttle fish,1253.3333333333333,1540,1652.5,0.07305194805194805,0.31848404255319157
29,කකුළුවා,Sea Crabs(L),1400,2666.66,2790,0.04625261563153914,0.9928571428571429
30,තිලාපියා,Thilapia (M),,900,800,-0.1111111111111111,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,
Maharagama and Dematagoda fish markets.,,,440,,,,
**Retail Price collection done by Telephone,,,,,,,
