Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Variety,,,2019,2020,2021,,"% Change 3rdd  week of September 2021, compared to:",,
Sinhala Name,,Common Name,September 3rd  week average,September 3rd  week average,September 2nd  week average,September 3rd  week average,Last week ,Last Year,2019.0
1,තෝරා,Seer,1480,1340,2382.5,2460,0.03252885624344176,0.835820895522388,0.6621621621621622
2,පරව් (ලොකු),Trevally (L),1185,1270,1370,1360,-0.0072992700729927005,0.07086614173228346,0.14767932489451477
3,ගල්මාළු (ලොකු),Rock Fish (L),704.33,873.3333333333334,1256.67,1300,0.034480014641870914,0.4885496183206106,0.8457257251572415
4,තලපත්,Sail fish,1327,1235,1484,1570,0.057951482479784364,0.27125506072874495,0.18311981914091938
5,බලයා,Skipjack tuna,760,780,800,810,0.0125,0.038461538461538464,0.06578947368421052
6,කෙළවල්ලා,Yellowfin tuna,1140,1105,1370,1337,-0.02408759124087591,0.20995475113122172,0.17280701754385966
7,සාලයා (මට්ට),Sardinella,292,335.33333333333337,325,356.67,0.09744615384615389,0.06362823061630211,0.22147260273972608
8,මෝරා,Shark,946.67,920,1150,,,,
9,හුරුල්ලා,Herrings,540,573.3333333333334,663.33,650,-0.020095578369740612,0.13372093023255807,0.2037037037037037
10,කුම්බලා,Indian mackerel,676.75,602.6666666666667,730,795,0.08904109589041095,0.31913716814159276,0.17473217584041376
11,කාරල්ලා,Pony fish,220,266.6666666666667,,,,,
12,කටුවල්ලා,Katuwalla,,,,,,,
13,හාල්මැස්සා,Anchovies,510,,,450,,,-0.11764705882352941
14,ඉස්සා (M),Prawns (M),1203.25,1340,1300,1170,-0.1,-0.12686567164179105,-0.027633492624142945
15, කොප්පරා,Marlins,,950,1538.75,1663.75,0.08123476848090982,0.7513157894736842,
16,අලගොඩුවා,Frigate tuna,462.5,500,,,,,
17,ඇටවල්ලා,Kawakawa,480,570,500,660,0.32,0.15789473684210525,0.375
18,ඇටිස්සා,Red Bream,910,1000,,,,,
19,බෝල්ලා,Big eye scade,436.67,418,580,520,-0.10344827586206896,0.24401913875598086,0.19083060434653165
20,ගින්නටි පරව්,Ginnati paraw,805,920,800,745,-0.06875,-0.19021739130434784,-0.07453416149068323
21,හබරලි,Needle fish,648,,,750,,,0.1574074074074074
22,හැඩැල්ලා,Indian Anchovy,800,1197.5,1216.67,1175,-0.034249221235010376,-0.018789144050104383,0.46875
23,ජීලාවා,Barracuda,455,665,1000,1106.67,0.10667000000000007,0.6641654135338347,1.4322417582417584
24,ලින්නා,Indian Scade,397.67,402.66666666666663,602,537.5,-0.10714285714285714,0.3348509933774836,0.35162320517011586
25,ලේන පරව්,Rainbow runner,505,495,700,710,0.014285714285714285,0.43434343434343436,0.40594059405940597
26,සුද්දා,Threadfin bream,582,550,740,820,0.10810810810810811,0.4909090909090909,0.40893470790378006
27,සූඩයා,White Sardinella,200,,,270,,,0.35
28,දැල්ලා,Cuttle fish,1000,940,1282.5,1255,-0.021442495126705652,0.3351063829787234,0.255
29,කකුළුවා,Sea Crabs(L),1325,1050,1727.5,1738.33,0.006269175108538308,0.6555523809523809,0.3119471698113207
30,තිලාපියා,Thilapia (M),505,450,,695,,0.5444444444444444,0.37623762376237624
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,440,,,,,
