Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Variety,,,2023,2024,,Compared to Average of 4th  week of March 2024,,,,,,,,,
Sinhala Name,,Common Name,Average of 4th  week of  March,Average of 3rd  week of  March,Average of 4th  week of  March,Last week ,Last Year,,, ,,,,,
1,තෝරා,Seer,3152,2980,3176,0.06577181208053691,0.007614213197969543,,, ,,,, ,
2,පරව් (ලොකු),Trevally (L),2290,2060,2095,0.01699029126213592,-0.0851528384279476,, , , ,,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2125,1980,2006.67,0.013469696969697006,-0.05568470588235291,,, ,,,,,
4,තලපත්,Sail fish,2406.67,2296,2313.33,0.007547909407665474,-0.03878387980072056,,,,,,,,
5,බලයා,Skipjack tuna,1288,1095,1096.67,0.001525114155251208,-0.14854813664596267,,,,,,,,
6,කෙළවල්ලා,Yellowfin tuna,1980,1716,1746.67,0.017872960372960416,-0.1178434343434343,,,, ,,,,
7,සාලයා (මට්ට),Sardinella,625,560,645,0.15178571428571427,0.032,,,,,,,,
8,මෝරා,Shark,1820,1893.33,1890,-0.0017588059133906541,0.038461538461538464,,,,,,,,
9,හුරුල්ලා,Herrings,932,972,986.67,0.01509259259259255,0.05865879828326176,,,,,,,,
10,කුම්බලා,Indian mackerel,980,986.67,1066.67,0.08108080715943539,0.08843877551020415,,,,,,,,
11,කාරල්ලා,Pony fish,,440,450,0.022727272727272728,,,,,,,,,
12,කටුවල්ලා,Katuwalla,880,,690,,-0.2159090909090909,,,,,,,,
13,හාල්මැස්සා,Anchovies,590,790,660,-0.16455696202531644,0.11864406779661017,,,,,,,,
14,ඉස්සා (M),Prawns (M),1887,2066.67,2216.67,0.07258052809592243,0.1747058823529412,,,,,,,,
15, කොප්පරා,Marlins,2930,2940,2795,-0.04931972789115646,-0.04607508532423208,,,,,,,,
16,අලගොඩුවා,Frigate tuna,980,920,960,0.043478260869565216,-0.02040816326530612,,,,,,,,
17,ඇටවල්ලා,Kawakawa,1010,1046.67,1010,-0.03503492027095462,0,,,,,,,,
18,ඇටිස්සා,Red Bream(L),1580,1706.67,1600,-0.06250183105111126,0.012658227848101266,,,, ,,,,
19,බෝල්ලා,Big eye scade,965,953.33,950,-0.003493019206360904,-0.015544041450777202,,,,,,,,
20,ගින්නටි පරව්,Ginnati paraw,1367,1206.67,1210,0.002759660884914622,-0.11485003657644477,,,,,,,, 
21,හබරලි,Needle fish,,1120,1050,-0.0625, ,,,,,,,,
22,හැඩැල්ලා,Indian Anchovy,1530,1640,1666.67,0.016262195121951265,0.08932679738562097,,,,,,,,
23,ජීලාවා,Barracuda,2017,1746.67,1793.33,0.026713689477691753,-0.11089241447694599,,,,,,,,
24,ලින්නා,Indian Scade,918.33,855,916.67,0.07212865497076018,-0.0018076290658043206,,,,,,,,
25,ලේන පරව්,Rainbow runner,985,1130,1126.67,-0.002946902654867192,0.14382741116751277,,,,,,,,
26,සුද්දා,Threadfin bream,1276,1133.33,1212,0.06941491004385314,-0.050156739811912224,,,,,,,,
27,සූඩයා,White Sardinella,380,360,410,0.1388888888888889,0.07894736842105263,,,,,,,,
28,දැල්ලා,Cuttle fish,1870,1766.66,1780,0.007550971890459918,-0.0481283422459893,,,,,,,,
29,කකුළුවා,Sea Crabs(L),2287,2640,2640,0,0.15435067774376912,,,,,,,,
30,තිලාපියා,Thilapia (M),1050,880,,,,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
