Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2017,2018/2019,,"% Change 01st week January 2019, compared to:",
Sinhala Name,,Common Name, 1st Week January, 4thWeek December, 1st Week January,Last week ,Last Year
1,තෝරා,Seer (Nl),1442,1483.33,1770,0.19326110845192918,0.2274618585298197
2,පරව් (ලොකු),Trevally (L),597,516.67,605,0.17096018735363008,0.01340033500837521
3,ගල්මාළු (ලොකු),Rock fish (L),525,450,­,­,­
4,තලපත්,Sail fish,603,620,662.5,0.06854838709677419,0.09867330016583747
5,බලයා,Skipjack tuna,320,326.67,375.71,0.1501209171334985,0.17409374999999994
6,කෙළවල්ලා,Yellowfin tuna,582,490,581.67,0.18708163265306113,-0.0005670103092784209
7,සාලයා (මට්ට),Sardinella,140,133.33,138.33,0.03750093752343808,-0.011928571428571339
8,මෝරා,Sharks,553,550,582.5,0.05909090909090909,0.05334538878842676
9,හුරුල්ලා,Herrings,325,296.25,275.83,-0.06892827004219415,-0.15129230769230775
10,කුම්බලා,Indian Mackerel,384,405,424.29,0.04762962962962968,0.10492187500000005
11,කාරල්ලා,Pony fish,98,136.67,135,-0.012219214165508068,0.37755102040816324
12,කටුවල්ලා,Katuwalla,215,130,140,0.07692307692307693,-0.3488372093023256
13,හාල්මැස්සා,Anchovy,302,­,­,­,­
14,ඉස්සා (M),"Prawns (M) 3""",1100,816.67,860,0.05305692629826006,-0.21818181818181817
15, කොප්පරා,Marlins,768,827.5,820,-0.00906344410876133,0.06770833333333333
16,අලගොඩුවා,Frigate tuna,307,330,366.67,0.11112121212121218,0.1943648208469056
17,ඇටවල්ලා,Atawalla,362,350,280,-0.2,-0.2265193370165746
18,ඇටිස්සා,Red Bream,660,587,665,0.13287904599659284,0.007575757575757576
19,බෝල්ලා,Big eye scade,332,350,387.5,0.10714285714285714,0.16716867469879518
20,ගින්නටි පරව්,Ginnati Paraw,623,375,500,0.3333333333333333,-0.19743178170144463
21,හබරලි,Needle fish,388,400,400.71,0.001774999999999949,0.03275773195876283
22,හැඩැල්ලා,Indian Anchovies,838,725,741.67,0.022993103448275806,-0.11495226730310268
23,ජීලාවා,Barracuda,535,557.5,633.33,0.13601793721973102,0.18379439252336457
24,ලින්නා,Indian Scad,278,247.5,276.43,0.11688888888888892,-0.005647482014388465
25,ලේන පරව්,Rainbow Runner,290,326.67,370,0.13264150365812588,0.27586206896551724
26,සුද්දා,Threadfin  Bream,434,430,400,-0.06976744186046512,-0.07834101382488479
27,සූඩයා,White Sardinella,77,120,97.5,-0.1875,0.2662337662337662
28,දැල්ලා,Squids /Cuttle fish,880,766.67,787,0.02651727601184348,-0.10568181818181818
29,කකුළුවා,Sea Crabs,400,450,467.5,0.03888888888888889,0.16875
30,තිලාපියා,Tilapia (M),350,350,280,-0.2,-0.2
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,
