Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2021,2022,,"% Change 4th week of Oct. 2022, compared to:",
Sinhala Name,,Common Name,Average of Oct.4th week,Average of Oct.3rd week,Average of Oct.4th week,Last week ,Last Year
1,තෝරා,Seer,2390,3415,3432.5,0.005124450951683748,0.4361924686192469
2,පරව් (ලොකු),Trevally (L),1520,2320,2460,0.0603448275862069,0.618421052631579
3,ගල්මාළු (ලොකු),Rock Fish (L),1335,2180,2126,-0.024770642201834864,0.5925093632958801
4,තලපත්,Sail fish,1760,2900,2894.17,-0.0020103448275861817,0.6444147727272728
5,බලයා,Skipjack tuna,863.33,1290,1213.33,-0.05943410852713184,0.40540697068328435
6,කෙළවල්ලා,Yellowfin tuna,1550,2328,2310,-0.007731958762886598,0.49032258064516127
7,සාලයා (මට්ට),Sardinella,325,705,727.5,0.031914893617021274,1.2384615384615385
8,මෝරා,Shark,1150,1890,1886.66,-0.0017671957671957239,
9,හුරුල්ලා,Herrings,566,804,868,0.07960199004975124,0.5335689045936396
10,කුම්බලා,Indian mackerel,620,1004,1000,-0.00398406374501992,0.6129032258064516
11,කාරල්ලා,Pony fish,,660,640,-0.030303030303030304,
12,කටුවල්ලා,Katuwalla,,,,,
13,හාල්මැස්සා,Anchovies,460,906.66,890,-0.01837513511128755,0.9347826086956522
14,ඉස්සා (M),Prawns (M),1310,1788,1867.83,0.04464765100671137,0.425824427480916
15, කොප්පරා,Marlins,1783.33,3640,3646.66,0.0018296703296702896,1.0448598969343867
16,අලගොඩුවා,Frigate tuna,560,1020,1100,0.0784313725490196,
17,ඇටවල්ලා,Kawakawa,587.5,1086.66,1085,-0.0015276167338450681,0.8468085106382979
18,ඇටිස්සා,Red Bream,,,,,
19,බෝල්ලා,Big eye scade,598.33,1100,1003.543,-0.08768818181818182,0.6772399846238697
20,ගින්නටි පරව්,Ginnati paraw,770,,1230,,0.5974025974025974
21,හබරලි,Needle fish,600,1040,1133.33,0.08974038461538454,0.8888833333333332
22,හැඩැල්ලා,Indian Anchovy,1043.33,1340,1456.66,0.08705970149253738,0.39616420499746025
23,ජීලාවා,Barracuda,1280,2566.66,2340,-0.08830932028394874,0.828125
24,ලින්නා,Indian Scade,585,1073.33,971.66,-0.09472389665806412,0.6609572649572649
25,ලේන පරව්,Rainbow runner,690,1096,1125,0.02645985401459854,0.6304347826086957
26,සුද්දා,Threadfin bream,760,1175,1176,0.000851063829787234,0.5473684210526316
27,සූඩයා,White Sardinella,,490,480,-0.02040816326530612, 
28,දැල්ලා,Cuttle fish,1280,1693.33,1880,0.11023840598111419,0.46875
29,කකුළුවා,Sea Crabs(L),1765,2795,2680,-0.04114490161001789,0.5184135977337111
30,තිලාපියා,Thilapia (M),640,920,916.6,-0.0036956521739130188,0.43218750000000006
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,
Maharagama and Dematagoda fish markets.,,,,,,,
**Retail Price collection done by over the phone,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,, ,,
