doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf
lk_fisheries_annual_statistics_reports	2024-12-31-fisheries-statistics-20-f9a8dcaa	fisheries-statistics-2024-data-pertaining-to-year-2023pdf-395-kb	2024-12-31	Fisheries Statistics - 2024 (Data pertaining to year 2023)[PDF - 395 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/annual-statistics-reports	en	https://www.fisheries.gov.lk/web/images/statistics/annual_report/Fisheries_Statistics_-2024_compressed.pdf
lk_fisheries_annual_statistics_reports	2024-12-31-annual-fisheries-statis-3847b716	annual-fisheries-statistical-bulletin-2024-data-pertaining-to-year-2024pdf-548-kb	2024-12-31	Annual Fisheries Statistical Bulletin - 2024 (Data pertaining to year 2024)[PDF - 548 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/annual-statistics-reports	en	https://www.fisheries.gov.lk/web/images/statistics/annual_report/Annual_Fisheries_Statistical_Bulletin_2024_compressed.pdf
lk_fisheries_annual_statistics_reports	2024-01-01-fisheries-statistics-20-f9a8dcaa	fisheries-statistics-2024-data-pertaining-to-year-2023pdf-395-kb	2024-01-01	Fisheries Statistics - 2024 (Data pertaining to year 2023)[PDF - 395 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/annual-statistics-reports	en	https://www.fisheries.gov.lk/web/images/statistics/annual_report/Fisheries_Statistics_-2024_compressed.pdf
lk_fisheries_annual_statistics_reports	2024-01-01-annual-fisheries-statis-3847b716	annual-fisheries-statistical-bulletin-2024-data-pertaining-to-year-2024pdf-548-kb	2024-01-01	Annual Fisheries Statistical Bulletin - 2024 (Data pertaining to year 2024)[PDF - 548 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/annual-statistics-reports	en	https://www.fisheries.gov.lk/web/images/statistics/annual_report/Annual_Fisheries_Statistical_Bulletin_2024_compressed.pdf
lk_fisheries_annual_statistics_reports	2023-12-31-fisheries-statistics-20-8b496ed7	fisheries-statistics-2023pdf-404-kb	2023-12-31	Fisheries Statistics - 2023[PDF - 404 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/annual-statistics-reports	en	https://www.fisheries.gov.lk/web/images/downloads/pdfs/2024/Fisheries_Statistics_-2023_final_2024.10.02_compressed.pdf
lk_fisheries_annual_statistics_reports	2023-01-01-fisheries-statistics-20-8b496ed7	fisheries-statistics-2023pdf-404-kb	2023-01-01	Fisheries Statistics - 2023[PDF - 404 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/annual-statistics-reports	en	https://www.fisheries.gov.lk/web/images/downloads/pdfs/2024/Fisheries_Statistics_-2023_final_2024.10.02_compressed.pdf
lk_fisheries_annual_statistics_reports	2022-12-31-fisheries-statistics-2022	fisheries-statistics-2022	2022-12-31	Fisheries Statistics - 2022	https://www.fisheries.gov.lk/web/index.php/en/statistics/annual-statistics-reports	en	https://www.fisheries.gov.lk/web/images/statistics/annual_report/Fisheries_statistics_2022_compressed.pdf
lk_fisheries_annual_statistics_reports	2022-01-01-fisheries-statistics-2022	fisheries-statistics-2022	2022-01-01	Fisheries Statistics - 2022	https://www.fisheries.gov.lk/web/index.php/en/statistics/annual-statistics-reports	en	https://www.fisheries.gov.lk/web/images/statistics/annual_report/Fisheries_statistics_2022_compressed.pdf
lk_fisheries_annual_statistics_reports	2021-12-31-fisheries-statistics-2021	fisheries-statistics-2021	2021-12-31	Fisheries Statistics - 2021	https://www.fisheries.gov.lk/web/index.php/en/statistics/annual-statistics-reports	en	https://www.fisheries.gov.lk/web/images/statistics/annual_report/Fisheries_Statistics_2021_FINAL_PDF_compressed.pdf
lk_fisheries_annual_statistics_reports	2021-01-01-fisheries-statistics-2021	fisheries-statistics-2021	2021-01-01	Fisheries Statistics - 2021	https://www.fisheries.gov.lk/web/index.php/en/statistics/annual-statistics-reports	en	https://www.fisheries.gov.lk/web/images/statistics/annual_report/Fisheries_Statistics_2021_FINAL_PDF_compressed.pdf
