Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Variety,,,2020,2021,2021/2022,,"% Change 1st week of December 2022, compared to:",,
Sinhala Name,,Common Name,January 1st week average,January 1st week average,December 4th  week average,January 1st week average,Last week ,Last Year,2020.0
1,තෝරා,Seer,1630,1650,2291,2346,0.02400698384984723,0.4218181818181818,0.4392638036809816
2,පරව් (ලොකු),Trevally (L),1010,1160,1620,1627.5,0.004629629629629629,0.40301724137931033,0.6113861386138614
3,ගල්මාළු (ලොකු),Rock Fish (L),1000,,1335,1290,-0.033707865168539325,,0.29
4,තලපත්,Sail fish,1224,1172.5,2036,2004,-0.015717092337917484,0.7091684434968017,0.6372549019607843
5,බලයා,Skipjack tuna,573.33,520,976.66,933.33,-0.04436549054942347,0.7948653846153847,0.6279106273873685
6,කෙළවල්ලා,Yellowfin tuna,960.5,1040,1511,1520,0.005956320317670417,0.46153846153846156,0.5825091098386257
7,සාලයා (මට්ට),Sardinella,350,215,323.33,334,0.03300034020969293,0.5534883720930233,-0.045714285714285714
8,මෝරා,Shark,900,,1190,,,,-1.0
9,හුරුල්ලා,Herrings,620,560,613.33,620,0.010875059103582017,0.10714285714285714,0.0
10,කුම්බලා,Indian mackerel,520,600,713.75,729.17,0.021604203152364217,0.21528333333333327,0.40224999999999994
11,කාරල්ලා,Pony fish,180,440,,420,,-0.045454545454545456,1.3333333333333333
12,කටුවල්ලා,Katuwalla,400,,,600,,,0.5
13,හාල්මැස්සා,Anchovies,560,320,520,,,,-1.0
14,ඉස්සා (M),Prawns (M),1211.67,900,1271,1280,0.007081038552321007,0.4222222222222222,0.05639324238447756
15, කොප්පරා,Marlins,895,980,2095,2106,0.005250596658711217,1.1489795918367347,1.353072625698324
16,අලගොඩුවා,Frigate tuna,480,,,610,,,0.2708333333333333
17,ඇටවල්ලා,Kawakawa,520,480,695,640,-0.07913669064748201,0.3333333333333333,0.23076923076923078
18,ඇටිස්සා,Red Bream,620,,,,,,-1.0
19,බෝල්ලා,Big eye scade,468,420,635,640,0.007874015748031496,0.5238095238095238,0.36752136752136755
20,ගින්නටි පරව්,Ginnati paraw,680,600,825,802.5,-0.02727272727272727,0.3375,0.1801470588235294
21,හබරලි,Needle fish,600,,670,662.5,-0.011194029850746268,,0.10416666666666667
22,හැඩැල්ලා,Indian Anchovy,1300,,1191.67,1212.5,0.017479671385534523,,-0.0673076923076923
23,ජීලාවා,Barracuda,840,710,1103.75,1160,0.05096262740656852,0.6338028169014085,0.38095238095238093
24,ලින්නා,Indian Scade,416,370,591.67,602.5,0.018304122230297364,0.6283783783783784,0.4483173076923077
25,ලේන පරව්,Rainbow runner,560,400,690,704,0.020289855072463767,0.76,0.2571428571428571
26,සුද්දා,Threadfin bream,730,600,767,767.5,0.000651890482398957,0.2791666666666667,0.05136986301369863
27,සූඩයා,White Sardinella,200,,240,,,,-1.0
28,දැල්ලා,Cuttle fish,906.67,,1288.75,1306.25,0.013579049466537343,,0.4407116150308272
29,කකුළුවා,Sea Crabs(L),1100,1060,1768.33,1873.33,0.05937805726306741,0.7672924528301887,0.7030272727272726
30,තිලාපියා,Thilapia (M),465,,695,725,0.04316546762589928,,0.5591397849462365
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,440,,,,,
(price collection was done by over the phone due to prevailling covid pandemic ),,,,,,,,,
