--- 01-Wholesale.csv ---

Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2017,2019,,"% Change 03rd week January 2019, compared to:",
Sinhala Name,,Common Name, 3rd Week January, 2nd Week January, 3rd Week January,Last week ,Last Year
1,තෝරා,Seer (Nl),1025,1704.29,1620.83,-0.04897053905145253,0.5812975609756097
2,පරව් (ලොකු),Trevally (L),550,660.83,568,-0.1404748573763298,0.03272727272727273
3,ගල්මාළු (ලොකු),Rock fish (L),550,525,450,-0.14285714285714285,-0.18181818181818182
4,තලපත්,Sail fish,635,622.86,621,-0.0029862248338310593,-0.02204724409448819
5,බලයා,Skipjack tuna,312,280.83,273.75,-0.025210981732720808,-0.12259615384615384
6,කෙළවල්ලා,Yellowfin tuna,582,585.14,652,0.11426325323854122,0.12027491408934708
7,සාලයා (මට්ට),Sardinella,134,135,126,-0.06666666666666667,-0.05970149253731343
8,මෝරා,Sharks,550,535.71,545,0.017341472065109786,-0.00909090909090909
9,හුරුල්ලා,Herrings,266,266.43,270,0.013399391960364798,0.015037593984962405
10,කුම්බලා,Indian Mackerel,282,445.29,472,0.05998338161647461,0.6737588652482269
11,කාරල්ලා,Pony fish,105,116,155,0.33620689655172414,0.47619047619047616
12,කටුවල්ලා,Katuwalla,284,230,350,0.5217391304347826,0.2323943661971831
13,හාල්මැස්සා,Anchovy,263,100,­,­,­
14,ඉස්සා (M),"Prawns (M) 3""",1000,775.71,816,0.051939513477974965,-0.184
15, කොප්පරා,Marlins,780,809.29,814,0.00581991622286206,0.04358974358974359
16,අලගොඩුවා,Frigate tuna,287,269.17,245,-0.08979455362781891,-0.14634146341463414
17,ඇටවල්ලා,Atawalla,296,290,265,-0.08620689655172414,-0.10472972972972973
18,ඇටිස්සා,Red Bream,650,613.33,655,0.06794058663362294,0.007692307692307693
19,බෝල්ලා,Big eye scade,242,395,438,0.10886075949367088,0.8099173553719008
20,ගින්නටි පරව්,Ginnati Paraw,563,557.5,537.5,-0.03587443946188341,-0.0452930728241563
21,හබරලි,Needle fish,430,400.71,431,0.07559082628334711,0.002325581395348837
22,හැඩැල්ලා,Indian Anchovies,740,818.75,837.5,0.022900763358778626,0.13175675675675674
23,ජීලාවා,Barracuda,514,526.67,600,0.1392332959917976,0.16731517509727625
24,ලින්නා,Indian Scad,220,228.57,234,0.023756398477490514,0.06363636363636363
25,ලේන පරව්,Rainbow Runner,312,290,312.5,0.07758620689655173,0.0016025641025641025
26,සුද්දා,Threadfin  Bream,462,526.67,473.33,-0.10127784001367077,0.02452380952380949
27,සූඩයා,White Sardinella,55,106,103.75,-0.02122641509433962,0.8863636363636364
28,දැල්ලා,Squids /Cuttle fish,780,600,600,0,-0.23076923076923078
29,කකුළුවා,Sea Crabs,425,439.17,509,0.15900448573445358,0.1976470588235294
30,තිලාපියා,Tilapia (M),350,379,400,0.055408970976253295,0.14285714285714285
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,

--- 02-Retail.csv ---

Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 03rd week January 2019, compared to:",
Sinhala Name,,Common Name, 3rd  Week January, 2nd  Week January, 3rd  Week January,Last week ,Last Year
1,තෝරා,Seer,1513,1770,1885,0.06497175141242938,0.24586913417052214
2,පරව් (ලොකු),Trevally (L),1158,1065,1068,0.0028169014084507044,-0.07772020725388601
3,ගල්මාළු (ලොකු),Rock Fish (L),627,734,960,0.3079019073569482,0.5311004784688995
4,තලපත්,Sail fish,1182,1105,1105,0,-0.06514382402707276
5,බලයා,Skipjack tuna,630,657.5,655,-0.0038022813688212928,0.03968253968253968
6,කෙළවල්ලා,Yellowfin tuna,1018,916.17,941.67,0.027833262385801763,-0.07498035363457764
7,සාලයා (මට්ට),Sardinella,184,240,245,0.020833333333333332,0.33152173913043476
8,මෝරා,Shark,820,800,840,0.05,0.024390243902439025
9,හුරුල්ලා,Herrings,396,388.33,401.67,0.0343522261993666,0.014318181818181858
10,කුම්බලා,Indian mackerel,437,468,580,0.23931623931623933,0.32723112128146453
11,කාරල්ලා,Pony fish,180,160,160,0,-0.1111111111111111
12,කටුවල්ලා,Katuwalla,290,­,­,­,­
13,හාල්මැස්සා,Anchovies,380,­,­,­,­
14,ඉස්සා (M),Prawns (M),1173,1091.67,1090,-0.0015297663213242763,-0.07075873827791987
15, කොප්පරා,Marlins,850,890,890,0,0.047058823529411764
16,අලගොඩුවා,Frigate tuna,320,370,370,0,0.15625
17,ඇටවල්ලා,Kawakawa,370,360,360,0,-0.02702702702702703
18,ඇටිස්සා,Red Bream,587,650,706.67,0.08718461538461532,0.20386712095400333
19,බෝල්ලා,Big eye scade,396,425,473.33,0.11371764705882349,0.19527777777777774
20,ගින්නටි පරව්,Ginnati paraw,690,820,840,0.024390243902439025,0.21739130434782608
21,හබරලි,Needle fish,520,550,575,0.045454545454545456,0.10576923076923077
22,හැඩැල්ලා,Indian Anchovy,773,980,960,-0.02040816326530612,0.24191461836998707
23,ජීලාවා,Barracuda,592,778.33,750,-0.03639844281988365,0.2668918918918919
24,ලින්නා,Indian Scade,353,364,384,0.054945054945054944,0.08781869688385269
25,ලේන පරව්,Rainbow runner,397,360,433.33,0.2036944444444444,0.09151133501259442
26,සුද්දා,Threadfin bream,500,760,760,0,0.52
27,සූඩයා,White Sardinella,350,­,­,­,­
28,දැල්ලා,Cuttle fish,900,786.67,826.67,0.05084724217270266,-0.08147777777777783
29,කකුළුවා,Sea Crabs,700,800,800,0,0.14285714285714285
30,තිලාපියා,Thilapia (M),­,450,485,0.07777777777777778,­
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,
Maharagama and Dematagoda fish markets.,,,440,,,,
