Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2024,2025,,% Change   compared to:4th week of Oct. 2025,, ,,,, ,,
Sinhala Name,,Common Name,4th  week of Oct.,3rd  week of Oct.,4th  week of Oct.,Last week ,Last Year,, , ,, ,,
1,තෝරා,Seer,3913.33,3670,3860,0.051771117166212535,-0.013627779921447956,, , , , ,,
2,පරව් (ලොකු),Trevally (L),2340,2295,2495,0.08714596949891068,0.06623931623931624, , , , ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2190,2040,2493.33,0.2222205882352941,0.13850684931506846,, ,, ,,,
4,තලපත්,Sail fish,2963.33,2846.67,2760,-0.030446100180210586,-0.06861537527038836,,, , , ,,
5,බලයා,Skipjack tuna,1120,1595,1670,0.047021943573667714,0.49107142857142855,,,, ,,,
6,කෙළවල්ලා,Yellowfin tuna,2283.33,2566.67,2616,0.019219455559148595,0.14569510320453027,,, , , ,, 
7,සාලයා (මට්ට),Sardinella,590,525,533.33,0.015866666666666744,-0.09605084745762706,,, , ,, ,
8,මෝරා,Shark,1645,2020,2050,0.01485148514851485,0.24620060790273557,,,,,,,
9,හුරුල්ලා,Herrings,975,931.66,936,0.004658351759225503,-0.04,, ,,,,,
10,කුම්බලා,Indian mackerel,972.5,902.5,966.67,0.0711024930747922,-0.005994858611825235,,,,,,, 
11,කාරල්ලා,Pony fish,520,,,,,,, ,, ,,
12,කටුවල්ලා,Katuwalla,,,,,,, ,,,,,
13,හාල්මැස්සා,Anchovies,605,530,590,0.11320754716981132,-0.024793388429752067,,,, , ,,
14,ඉස්සා (M),Prawns (M),1940,2120,2133.33,0.00628773584905657,0.0996546391752577,, , ,,,,
15, කොප්පරා,Marlins,3260,3340,3030,-0.09281437125748503,-0.0705521472392638,,,,,, ,
16,අලගොඩුවා,Frigate tuna,960,1020,1096.67,0.07516666666666674,0.1423645833333334,,, , ,,,
17,ඇටවල්ලා,Kawakawa,1004,1066.67,1083.33,0.01561870119155864,0.0790139442231075,,, , ,,,
18,ඇටිස්සා,Red Bream(L),1810,1790,1920,0.07262569832402235,0.06077348066298342,,,,, ,,
19,බෝල්ලා,Big eye scade,973.33,940,1106.67,0.17730851063829794,0.13699361984116387,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,1053.33,1490,1610,0.08053691275167785,0.5284858496387648,,, ,,, ,
21,හබරලි,Needle fish,1088,953.33,1160,0.21678747128486459,0.017159926470588303,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,1766.67,1555,,,,,                                                                                                                                                                                                                                                                                                                                     ,,,,,
23,ජීලාවා,Barracuda(L),2120,2090,2440,0.1674641148325359,0.1509433962264151,,,,,,,
24,ලින්නා,Indian Scade,755,860,950,0.10465116279069768,0.2582781456953642,,, ,,,,
25,ලේන පරව්,Rainbow runner,893.33,901.66,1010,0.12015615642259836,0.13060123358669243,,,,,,,
26,සුද්දා,Threadfin bream,803.33,1135,1140,0.004405286343612335,0.4190930252822625,,,,,,,
27,සූඩයා,White Sardinella,335,295,335,0.13559322033898305,0,,,,, ,,
28,දැල්ලා,Cuttle fish,2050,2146.67,2100,-0.021740649471041228,0.024390243902439025,,,,,,,
29,කකුළුවා,Sea Crabs(L),2530,3340,3120,-0.0658682634730539,0.233201581027668,,,,,,,
30,තිලාපියා,Thilapia (M),920,890,,,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,,, ,,,, ,,
