"6.  Monthly Income","","",""
"6.1 Average Monthly Household Income","Rs.","2016","62,237"
"6.2 Average Monthly Per Capita Income","Rs.","2016","16,377"
"6.3 Average Income Receivers in the Household","Persons","2016","1.8"
"6.4 Income Receivers Average Monthly Income","Rs.","2016","33,894"
"6.5 Percentage Share of Household Income - Richest 20%","%","2016","50.8"
"6.6 Percentage Share of Household Income - Poorest 20%","%","2016","4.8"
"6.7 Percentage Share of Household Income - Poorest 40%","%","2016","14.4"
