Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2019,2020,2021,,"% Change 3rd week August 2021, compared to:",,, ,,,,
Sinhala Name,,Common Name,3rd  week Aug.,3rd  week Aug.,2nd  week Aug.,3rd  week Aug.,Last week ,Last Year,2019.0,,,,,
1,තෝරා,Seer (Nl),1540,1207.142857142857,1275,1166.67,-0.08496470588235289,-0.03352781065088749,-0.24242207792207787,,,,,
2,පරව් (ලොකු),Trevally (L),633.33,690,716.67,639.29,-0.10797159082981009,-0.07349275362318845,0.009410575845135905,,,,,
3,ගල්මාළු (ලොකු),Rock fish (L),,680,600,662,0.10333333333333333,-0.026470588235294117,, ,,,,
4,ගල්මාළු (පොඩි),Rock fish (S),,,575,450,-0.21739130434782608,,,,,,,
5,තලපත්,Sail fish,724.29,700,978.57,1020,0.042337288083632185,0.45714285714285713,0.4082756906763866,,,,,
6,බලයා,Skipjack tuna,416,307.85714285714283,387.14,413.33,0.06764994575605723,0.3426032482598608,-0.006418269230769269,,,,,
7,කෙළවල්ලා,Yellowfin tuna,658.33,584,581.25,585.26,0.00689892473118278,0.002157534246575327,-0.11099296705299781,,,,,
8,සාලයා (මට්ට),Sardinella,251.43,245.71428571428572,237.86,185,-0.2222315647860086,-0.24709302325581398,-0.26420872608678364,,,,,
9,මෝරා,Sharks,587.5,566.6666666666666,676.67,616.67,-0.08866951394328107,0.08824117647058824,0.049651063829787165,,,,,
10,හුරුල්ලා,Herrings,390,458.57142857142856,423.33,388.29,-0.08277230529374238,-0.15326168224299058,-0.004384615384615332,,,,,
11,කුම්බලා,Indian Mackerel,531.43,516.6666666666666,427.86,435.71,0.01834712289066509,-0.15669032258064514,-0.18011779538227043,,,,,
12,කාරල්ලා,Pony fish,150,,200,156.25,-0.21875,,0.041666666666666664,,,,,
13,කටුවල්ලා,Katuwalla,­,,,350,,,,,,,,
14,හාල්මැස්සා,Anchovy,320,254,350,275,-0.21428571428571427,0.08267716535433071,-0.140625,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",914.29,957.1428571428571,778.57,785.71,0.009170659028732145,-0.17910895522388054,-0.1406337157794572,,,,,
16, කොප්පරා,Marlins,888,866.6666666666666,1145.83,1210,0.05600307200893682,0.3961538461538462,0.36261261261261263,,,,,0.0
17,අලගොඩුවා,Frigate tuna(L),395,234.16666666666666,425,355,-0.16470588235294117,0.516014234875445,-0.10126582278481013,,,,,
18,ඇටවල්ලා,Atawalla,445,300,475,406,-0.14526315789473684,0.35333333333333333,-0.08764044943820225,,,,,
19,ඇටිස්සා,Red Bream(L),650,676.6666666666666,783.33,698,-0.10893237843565297,0.03152709359605917,0.07384615384615385,,,,,
20,බෝල්ලා,Big eye scade,380,446,415,346,-0.16626506024096385,-0.2242152466367713,-0.08947368421052632,,,,,
21,ගින්නටි පරව්,Ginnati Paraw,724.17,685.7142857142857,712.5,633.33,-0.11111578947368415,-0.07639374999999987,-0.12544015907866926,,,,,
22,හබරලි,Needle fish,564.29,626,558.33,567.86,0.017068758619454394,-0.09287539936102235,0.006326534228854047,,,,,
23,හැඩැල්ලා,Indian Anchovies,654.29,732.8571428571429,866.67,837.5,-0.033657562855527436,0.14278752436647169,0.280013449693561,,,,,
24,ජීලාවා,Barracuda(L),680,616.6666666666666,725,637.5,-0.1206896551724138,0.03378378378378385,-0.0625,,,,,
25,ලින්නා,Indian Scad(L),371.67,257.85714285714283,415.71,382.86,-0.07902143321065158,0.4847756232686983,0.030107353297279836,,,,,
26,ලින්නා,Indian Scad(S),,,353.33,326.25,-0.07664223247389122,,,,,,,
27,ලේන පරව්,Rainbow Runner,471.43,257.85714285714283,452,372.5,-0.17588495575221239,0.44459833795013864,-0.2098508792397599,,,,,
28,සුද්දා,Threadfin  Bream,383.33,490.7142857142857,542.86,395,-0.2723722506723649,-0.1950509461426492,0.030443742989069513,,,,,
29,සූඩයා,White Sardinella,158,170.83333333333334,167.5,115,-0.31343283582089554,-0.32682926829268294,-0.2721518987341772,,,,,
30,දැල්ලා,Squids /Cuttle fish,907.14,721.4285714285714,980,1008.33,0.028908163265306163,0.3976851485148515,0.11154838282955228,,,,,
31,කකුළුවා(L),Sea Crabs(L),590,658.3333333333334,950,725,-0.23684210526315788,0.10126582278481007,0.2288135593220339,,,,,
32,තිලාපියා,Tilapia (M),326.67,400,430,450,0.046511627906976744,0.125,0.3775369639085315,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,
