Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Variety,,,2019,2020,2021,,"% Change  3rd    week of August 2021, compared to:",,
Sinhala Name,,Common Name,August 3rd week average,August 3rd week average,August 2nd week average,August 3rd week average,Last week ,Last Year,2019.0
1,තෝරා,Seer,1560,1420,2340,2200,-0.05982905982905983,0.5492957746478874,0.41025641025641024
2,පරව් (ලොකු),Trevally (L),1158,1183.3333333333333,1380,1400,0.014492753623188406,0.18309859154929586,0.20898100172711573
3,ගල්මාළු (ලොකු),Rock Fish (L),850,1020,1290,1300,0.007751937984496124,0.27450980392156865,0.5294117647058824
4,තලපත්,Sail fish,1226,1218,1513.33,1533.33,0.013215888140722777,0.2588916256157635,0.25067699836867857
5,බලයා,Skipjack tuna,640,760,810,821.67,0.014407407407407357,0.08114473684210521,0.2838593749999999
6,කෙළවල්ලා,Yellowfin tuna,1073.33,884,1186.6666666666667,1260,0.06179775280898869,0.4253393665158371,0.17391668918226463
7,සාලයා (මට්ට),Sardinella,300,331.6666666666667,360,340,-0.05555555555555555,0.02512562814070346,0.13333333333333333
8,මෝරා,Shark,980,843.3333333333334,,960,,0.13833992094861655,-0.02040816326530612
9,හුරුල්ලා,Herrings,504,573.3333333333334,600,580,-0.03333333333333333,0.01162790697674412,0.15079365079365079
10,කුම්බලා,Indian mackerel,570,625,640,692.5,0.08203125,0.108,0.2149122807017544
11,කාරල්ලා,Pony fish,­,,,300,,,
12,කටුවල්ලා,Katuwalla,­,,,,,,
13,හාල්මැස්සා,Anchovies,­,,,,,,
14,ඉස්සා (M),Prawns (M),1224.67,1254.4444444444446,1193.3333333333333,1100,-0.07821229050279324,-0.12311780336581055,-0.10179885193562353
15, කොප්පරා,Marlins,960,950,1720,1780,0.03488372093023256,0.8736842105263158,0.8541666666666666
16,අලගොඩුවා,Frigate tuna,453.33,,,,,,
17,ඇටවල්ලා,Kawakawa,540,436.6666666666667,620,520,-0.16129032258064516,0.1908396946564885,-0.037037037037037035
18,ඇටිස්සා,Red Bream,870,700,1100,960,-0.12727272727272726,0.37142857142857144,0.10344827586206896
19,බෝල්ලා,Big eye scade,444,468,560,540,-0.03571428571428571,0.15384615384615385,0.21621621621621623
20,ගින්නටි පරව්,Ginnati paraw,960,820,940,820,-0.1276595744680851,0,-0.14583333333333334
21,හබරලි,Needle fish,­,350,,760,,,
22,හැඩැල්ලා,Indian Anchovy,749.33,800,1100,990,-0.1,0.2375,0.321180254360562
23,ජීලාවා,Barracuda,­,675,1190,1010,-0.15126050420168066,0.4962962962962963,
24,ලින්නා,Indian Scade,430,372,582,542,-0.06872852233676977,0.45698924731182794,0.26046511627906976
25,ලේන පරව්,Rainbow runner,530,522.5,653.3333333333334,620,-0.05102040816326536,0.18660287081339713,0.16981132075471697
26,සුද්දා,Threadfin bream,620,540,776.6666666666666,702.5,-0.09549356223175962,0.30092592592592593,0.13306451612903225
27,සූඩයා,White Sardinella,­,200,,200,,0,
28,දැල්ලා,Cuttle fish,960,726.6666666666666,1180,1180,0,0.6238532110091743,0.22916666666666666
29,කකුළුවා,Sea Crabs(L),1250,1125,1440,,,,
30,තිලාපියා,Thilapia (M),450,450,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,440,,,,,
