Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 4th week June 2019, compared to:",
Sinhala Name,,Common Name, 4th week June, 3rd week June, 4th week June,Last week ,Last Year
1,තෝරා,Seer,1790,1444,1679.25,0.16291551246537397,-0.061871508379888265
2,පරව් (ලොකු),Trevally (L),1060,1180,1432,0.2135593220338983,0.35094339622641507
3,ගල්මාළු (ලොකු),Rock Fish (L),760,722.33,1160,0.6059141943433056,0.5263157894736842
4,තලපත්,Sail fish,1107,1179.2,1177,-0.0018656716417910833,0.06323396567299007
5,බලයා,Skipjack tuna,615,700,685,-0.02142857142857143,0.11382113821138211
6,කෙළවල්ලා,Yellowfin tuna,997,1027.83,1055.5,0.026920794294776448,0.058676028084252756
7,සාලයා (මට්ට),Sardinella,268,260,300,0.15384615384615385,0.11940298507462686
8,මෝරා,Shark,870,960,760,-0.20833333333333334,-0.12643678160919541
9,හුරුල්ලා,Herrings,539,720,604,-0.16111111111111112,0.12059369202226346
10,කුම්බලා,Indian mackerel,647,746.67,702.5,-0.059155985910777135,0.08578052550231839
11,කාරල්ලා,Pony fish,170,320,­,­,­
12,කටුවල්ලා,Katuwalla,350,­,­,­,­
13,හාල්මැස්සා,Anchovies,450,720,720,0,0.6
14,ඉස්සා (M),Prawns (M),1255,1315,1392.5,0.058935361216730035,0.10956175298804781
15, කොප්පරා,Marlins,830,960,960,0,0.1566265060240964
16,අලගොඩුවා,Frigate tuna,­,500,465,-0.07,­
17,ඇටවල්ලා,Kawakawa,427,530,580,0.09433962264150944,0.3583138173302108
18,ඇටිස්සා,Red Bream,680,730,860,0.1780821917808219,0.2647058823529412
19,බෝල්ලා,Big eye scade,480,425,554,0.3035294117647059,0.15416666666666667
20,ගින්නටි පරව්,Ginnati paraw,773,900,900,0,0.16429495472186287
21,හබරලි,Needle fish,605,693.33,780,0.12500540867984936,0.2892561983471074
22,හැඩැල්ලා,Indian Anchovy,1200,1000,880,-0.12,-0.26666666666666666
23,ජීලාවා,Barracuda,665,655,806.67,0.23155725190839688,0.21303759398496233
24,ලින්නා,Indian Scade,415,424,594,0.4009433962264151,0.43132530120481927
25,ලේන පරව්,Rainbow runner,640,680,650,-0.04411764705882353,0.015625
26,සුද්දා,Threadfin bream,618,­,960,­,0.5533980582524272
27,සූඩයා,White Sardinella,180,­,220,­,0.2222222222222222
28,දැල්ලා,Cuttle fish,967,880,900,0.022727272727272728,-0.06928645294725956
29,කකුළුවා,Sea Crabs,800,800,760,-0.05,-0.05
30,තිලාපියා,Thilapia (M),400,­,585,­,0.4625
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,
Maharagama and Dematagoda fish markets.,,,440,,,,
