Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2023,2024,,% Change   compared to:3rd week of Sep. 2024,, , ,, , ,,,,
Sinhala Name,,Common Name,3rd  week of Sep.,2nd  week of Sep.,3rd  week of Sep.,Last week ,Last Year,, , , , ,,,,
1,තෝරා,Seer (L),2121.13,1842.86,2216.67,0.20284232117469594,0.0450420294842843,, , ,,,, , ,
2,පරව් (ලොකු),Trevally (L),1242.86,1171.43,1180,0.007315844736774656,-0.05057689522552814,  , , , , ,, ,,
3,ගල්මාළු (ලොකු),Rock fish (L),1357.14,1233.33,1220,-0.010808137319289994,-0.10105073905418754, , , , ,,,,,
4,ගල්මාළු (පොඩි),Rock fish (S),1070,957.14,1133.33,0.18407965396911627,0.0591869158878504,, , , , , ,,,
5,තලපත්,Sail fish,2142.86,1907.14,1950,0.022473441907778086,-0.09000121333171561,,,,, ,,,,
6,බලයා,Skipjack tuna,830,764.29,690,-0.09720132410472461,-0.1686746987951807, ,, ,, , ,,,
7,කෙළවල්ලා,Yellowfin tuna,1441.67,1478.52,1333.33,-0.09819955090225364,-0.07514895919315803, ,,,,,,,,
8,සාලයා (මට්ට),Sardinella,371.57,314.29,316.67,0.0075726240096725805,-0.1477514331081626,,,,,,,,,
9,මෝරා,Sharks,1125,1020,1000,-0.0196078431372549,-0.1111111111111111,,, ,, , ,,,
10,හුරුල්ලා,Herrings,471.43,710.71,712.5,0.002518608152410918,0.5113590564877076,,,,,,,,,
11,කුම්බලා,Indian Mackerel,900,741.67,758.33,0.022462820391818576,-0.15741111111111106,,,,,,,,,
12,කාරල්ලා,Pony fish,420,329.17,291.67,-0.11392289698332168,-0.305547619047619,,,,,,,,,
13,කටුවල්ලා,Katuwalla,525,600,600,0,0.14285714285714285,,, ,,,,,,
14,හාල්මැස්සා,Anchovy,465,600,500,-0.16666666666666666,0.07526881720430108,,, ,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",1475,1535.71,1625,0.05814248783950092,0.1016949152542373,,,,,,,,,
16, කොප්පරා,Marlins,2371.43,2185.71,2375,0.08660343778451851,0.0015054207798670693,, ,,,,,,,
17,අලගොඩුවා,Frigate tuna(L),691.67,640,516.63,-0.192765625,-0.25306865991007266,,,,,,,,,
18,ඇටවල්ලා,Kawakawa,880,789.29,775,-0.018104879068529898,-0.11931818181818182,,, ,,,,,,
19,ඇටිස්සා,Red Bream(L),1425,1385.71,1250,-0.09793535443924056,-0.12280701754385964,,,,,,,,,
20,බෝල්ලා,Big eye scade,700,785,700,-0.10828025477707007,0,,,, ,,,,,
21,ගින්නටි පරව්,Ginnati Paraw,1033.33,1216.67,950,-0.21918022142405094,-0.08064219561998581,, ,,, ,,,,
22,හබරලි,Needle fish,1000,971.43,812.5,-0.16360417117033646,-0.1875,,, ,,,,,,
23,හැඩැල්ලා,Indian Anchovies,1166.67,1285.71,1300,0.011114481492716058,0.11428253062134101,, , , , ,,,,
24,ජීලාවා,Barracuda(L),1416.67,1350,1180,-0.1259259259259259,-0.16706078338639208,,, ,,,,,,
25,ලින්නා,Indian Scad(L),528.57,536.43,541.67,0.009768282907369107,0.02478385076716406,,, ,,,,,,
26,ලින්නා,Indian Scad(S),475,405,466.67,0.15227160493827163,-0.017536842105263125,,,,,,,,,
27,ලේන පරව්,Rainbow Runner,764.29,600,566.67,-0.05555000000000007,-0.25856677439191933,,, ,,, ,,,
28,සුද්දා,Threadfin  Bream,910,835.71,690,-0.17435474028071943,-0.24175824175824176,,, ,,,,,, 
29,සූඩයා,White Sardinella,273.33,208.5,235,0.12709832134292565,-0.14023341748070092, ,,,,, , ,,
30,දැල්ලා,Squids /Cuttle fish,1516.67,1607.14,1533.33,-0.04592630386898476,0.010984591242656513,,,,,,,,,
31,කකුළුවා(L),Sea Crabs(L),2225,2228.57,2230,0.0006416670779916432,0.0022471910112359553,,,, ,,,,,
32,තිලාපියා,Tilapia (M),,366.67,,,,,,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,,,
