Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2023,2024,,% Change   compared to:2nd week of Mar.2024,, ,,,,,,,,
Sinhala Name,,Common Name,2nd week of Mar.,1st week of Mar.,2nd week of Mar.,Last week ,Last Year,,, , , ,,,,
1,තෝරා,Seer (L),1666.67,2180,1650,-0.24311926605504589,-0.010001979996040052,, , ,,,, , ,
2,පරව් (ලොකු),Trevally (L),1171.43,1067.86,960,-0.1010057498173917,-0.18048880428194605,  , , , , ,, ,,
3,ගල්මාළු (ලොකු),Rock fish (L),1121.43,1125,957.14,-0.1492088888888889,-0.14650045031789774, , , , ,,,,,
4,ගල්මාළු (පොඩි),Rock fish (S),908.33,1033.33,771.43,-0.25345243049171123,-0.15071614941706218,, ,, , , ,,,
5,තලපත්,Sail fish,1307.14,1692.86,1542.86,-0.08860744538827783,0.18033263460685142,,,,, ,,,,
6,බලයා,Skipjack tuna,728.57,525,492.86,-0.06121904761904759,-0.3235241637728702, ,, ,, , ,,,
7,කෙළවල්ලා,Yellowfin tuna,1200,1191.67,1010.71,-0.15185412068777432,-0.15774166666666664, ,,,,,,,,
8,සාලයා (මට්ට),Sardinella,425,265.83,275,0.03449573035398569,-0.35294117647058826,,,,,,,,,
9,මෝරා,Sharks,966.67,930,814.29,-0.12441935483870972,-0.15763393919331312,,, ,, , ,,,
10,හුරුල්ලා,Herrings,735.71,703.57,550,-0.21827252441121714,-0.25242282964755136,,,,,,,,,
11,කුම්බලා,Indian Mackerel,800,750,650,-0.13333333333333333,-0.1875,,,,,,,,,
12,කාරල්ලා,Pony fish,350,329.17,278.33,-0.15444906887018875,-0.2047714285714286,,,,,,,,,
13,කටුවල්ලා,Katuwalla,483.33,503.57,500,-0.007089381813849104,0.0344898930337451,,, ,,,,,,
14,හාල්මැස්සා,Anchovy,475,454.17,510,0.12292753814650897,0.07368421052631578,,, ,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",1342.86,1635.71,1514.29,-0.0742307621766695,0.12766036668007094,,,,,,,,,
16, කොප්පරා,Marlins,1585.71,1878.57,1771.43,-0.057032742990679015,0.1171210372640647,, ,,,,,,,
17,අලගොඩුවා,Frigate tuna(L),710,575,550,-0.043478260869565216,-0.22535211267605634,,,,,,,,,
18,ඇටවල්ලා,Kawakawa,816.67,750,616.67,-0.1777733333333334,-0.24489695960424654,,, ,,,,,,
19,ඇටිස්සා,Red Bream(L),1214.29,1214.29,1010,-0.1682382297474244,-0.1682382297474244,,,,,,,,,
20,බෝල්ලා,Big eye scade,766.67,703.57,564.29,-0.19796182327273773,-0.2639727653358029,,,, ,,,,,
21,ගින්නටි පරව්,Ginnati Paraw,1066.67,1033.33,860,-0.16773925077177662,-0.19375251952337655,, ,,, ,,,,
22,හබරලි,Needle fish,892.86,987.5,808.33,-0.18143797468354425,-0.09467329704544943,,,,,,,,,
23,හැඩැල්ලා,Indian Anchovies,1192.86,1320,1116.67,-0.15403787878787872,-0.06387170330130931,, , ,,,,,,
24,ජීලාවා,Barracuda(L),1050,1058.53,978.57,-0.07553871878926428,-0.06802857142857138,,, ,,,,,,
25,ලින්නා,Indian Scad(L),765,621.43,575.71,-0.07357224466150639,-0.24743790849673197,,, ,,,,,,
26,ලින්නා,Indian Scad(S),625,490,432.13,-0.11810204081632654,-0.30859200000000003,,,,  ,,,,,
27,ලේන පරව්,Rainbow Runner,714.29,739.29,521.43,-0.2946881467353813,-0.27000237998572013,,,,,,,,,
28,සුද්දා,Threadfin  Bream,985,917.86,778.57,-0.15175516963371316,-0.20957360406091366,,, ,,,,,, 
29,සූඩයා,White Sardinella,364.29,209.17,221.67,0.05976000382464025,-0.3915012764555712,,,,,, , ,,
30,දැල්ලා,Squids /Cuttle fish,1464.29,1560,1657.14,0.062269230769230834,0.1317020535549653,,,,,,,,,
31,කකුළුවා(L),Sea Crabs(L),1871.43,2066.67,2128.57,0.029951564594250697,0.13740294854736756,,,, ,,,,,
32,තිලාපියා,Tilapia (M),,400,400,,,,,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,,,
