Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2024,2025,,% Change   compared to:1st week of  Aug 2025,, , ,, , ,,,,
Sinhala Name,,Common Name,1st  week of Aug,4th  week of July,1st  week of Aug,Last week ,Last Year,, , , , ,,,,
1,තෝරා,Seer (Ni-L),1800,1610,1740,0.08074534161490683,-0.03333333333333333,, , , ,, , , ,
2,පරව් (ලොකු),Trevally (L),1200,1307.14,1200,-0.08196520648132571,0,  , , , , ,, ,,
3,ගල්මාළු (ලොකු),Rock fish (L),1250,1387.5,1328.5714285714287,-0.0424710424710424,0.06285714285714293, , , , , , ,,,
4,ගල්මාළු (පොඩි),Rock fish (S),1000,1125,966.6666666666666,-0.14074074074074078,-0.033333333333333375,, , , , , ,, ,
5,තලපත්,Sail fish,1707.14,1750,1771.4285714285713,0.012244897959183617,0.0376586404328709,, ,,, ,,,,
6,බලයා,Skipjack tuna,714.29,864.29,807.1428571428571,-0.06612033328760353,0.12999322004067976, , , , , ,,,,
7,කෙළවල්ලා,Yellowfin tuna,1328.57,1483.3333333333333,1192.857142857143,-0.19582664526484744,-0.10214957220384101, , ,, , ,,,,
8,සාලයා (මට්ට),Sardinella,366.67,475,405,-0.14736842105263157,0.10453541331442437,,,, , ,,,,
9,මෝරා,Sharks,1025,1100,1160,0.05454545454545454,0.13170731707317074,,, , , , ,,,
10,හුරුල්ලා,Herrings,700,816.67,750,-0.08163640148407553,0.07142857142857142,,,, ,,, ,,
11,කුම්බලා,Indian Mackerel,814.29,1225,1175,-0.04081632653061224,0.44297486153581656,,,,,,,,,
12,කාරල්ලා,Pony fish,365,350,350,0,-0.0410958904109589,, , , ,, ,,,
13,කටුවල්ලා,Katuwalla,437.5,616.6666666666666,600,-0.027027027027026966,0.37142857142857144,, , , ,, ,,, 
14,හාල්මැස්සා,Anchovy,412.5,550,,,,,, , , , ,,,
15,ඉස්සා (M),"Prawns (M) 3""",1571.43,1678.58,1714.2857142857142,0.02127138074188558,0.0909080991744552,, , , ,,,,,
16, කොප්පරා,Marlins,2185.71,2000,2142.8571428571427,0.07142857142857133,-0.019605920795923236,, , , ,, ,,,
17,අලගොඩුවා,Frigate tuna(L),479.17,1125,762.5,-0.32222222222222224,0.5912932779598055,,, ,,,,,,
18,ඇටවල්ලා,Kawakawa,678.57,1091.67,868.75,-0.20420090320334905,0.2802658531912698,,, , , , , ,,
19,ඇටිස්සා,Red Bream(L),1285.71,1650,1433.3333333333333,-0.13131313131313135,0.11481853087658431,,,,,,,,,
20,බෝල්ලා,Big eye scade,700,1060,,,,,,, , ,,,,
21,ගින්නටි පරව්,Ginnati Paraw,1114.29,1500,1240,-0.17333333333333334,0.11281623275807917,, , ,, , ,,,
22,හබරලි,Needle fish,857.14,1200,1000,-0.16666666666666666,0.1666705555685186, , , , , , ,,,
23,හැඩැල්ලා,Indian Anchovies,1100,1485.7142857142858,1178.5714285714287,-0.2067307692307692,0.07142857142857152,, , , , ,,,,
24,ජීලාවා,Barracuda(L),1108.33,1400,1257.142857142857,-0.10204081632653064,0.1342676433398511,,, , ,, ,,,
25,ලින්නා,Indian Scad(L),522.14,717.8571428571429,696.4285714285714,-0.029850746268656737,0.3337966281621241,, , ,,,,,,
26,ලින්නා,Indian Scad(S),460,631.25,589.2857142857143,-0.0664780763790664,0.2810559006211181,,,, ,,,, ,
27,ලේන පරව්,Rainbow Runner,542.86,764.2857142857143,682.1428571428571,-0.10747663551401879,0.25657233382982186,,, , ,, ,,,
28,සුද්දා,Threadfin  Bream,835.71,1075,850,-0.20930232558139536,0.01709923298751955,,, , , ,,,, 
29,සූඩයා,White Sardinella,238.33,392.85714285714283,275,-0.29999999999999993,0.15386229178030456, ,, ,,, , ,,
30,දැල්ලා,Squids /Cuttle fish(Peeli),1528.57,1770,1614.2857142857142,-0.08797417271993546,0.05607575334182555,,,,, , ,,,
31,කකුළුවා(L),Sea Crabs(L),1950,2566.6666666666665,2475,-0.03571428571428566,0.2692307692307692,,,, ,,,,,
32,තිලාපියා,Tilapia (M),,650,500,-0.23076923076923078,,,,,, ,,, ,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,, ,,,,
