Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2024,2025,,% Change   compared to:2nd week of  March 2025,, , ,, , ,,,,
Sinhala Name,,Common Name,2nd  week of Mar.,1st  week of Mar.,2nd  week of Mar.,Last week ,Last Year,, , , , ,,,,
1,තෝරා,Seer (Ni-L),1650,1525,1300,-0.14754098360655737,-0.21212121212121213,, , , ,, , , ,
2,පරව් (ලොකු),Trevally (L),960,1150,1000,-0.13043478260869565,0.041666666666666664,  , , , , ,, ,,
3,ගල්මාළු (ලොකු),Rock fish (L),957.14,1250,1030,-0.176,0.07612261529138895, , , , , , ,,,
4,ගල්මාළු (පොඩි),Rock fish (S),771.43,833.3333333333334,750,-0.10000000000000005,-0.02777957818596626,, , , , , ,, ,
5,තලපත්,Sail fish,1542.86,1270,1350,0.06299212598425197,-0.12500162036736964,, ,,, ,,,,
6,බලයා,Skipjack tuna,492.86,685.7142857142857,725,0.05729166666666674,0.4710059651828105, ,, ,, ,,,,
7,කෙළවල්ලා,Yellowfin tuna,1010.71,1035.7142857142858,1050,0.013793103448275798,0.038873663068535944, ,,, , ,,,,
8,සාලයා (මට්ට),Sardinella,275,482.14285714285717,406,-0.15792592592592597,0.4763636363636364,,,, , ,,,,
9,මෝරා,Sharks,814.29,1050,900,-0.14285714285714285,0.1052573407508382,,, , , , ,,,
10,හුරුල්ලා,Herrings,550,900,780,-0.13333333333333333,0.41818181818181815,,,,,,,,,
11,කුම්බලා,Indian Mackerel,650,900,758.3333333333334,-0.15740740740740736,0.1666666666666667,,,,,,,,,
12,කාරල්ලා,Pony fish,278.33,216.66666666666666,200,-0.07692307692307689,-0.2814285201020371,, ,, ,, ,,,
13,කටුවල්ලා,Katuwalla,500,475,512.5,0.07894736842105263,0.025,, , , ,, ,,, 
14,හාල්මැස්සා,Anchovy,510,307.14285714285717,279.1666666666667,-0.09108527131782947,-0.45261437908496727,,, , , , ,,,
15,ඉස්සා (M),"Prawns (M) 3""",1514.29,1792.857142857143,1870,0.04302788844621512,0.2349021653712301,, , ,,,,,,
16, කොප්පරා,Marlins,1771.43,1417.857142857143,1558.3333333333333,0.0990764063811922,-0.1202964083631116,, , ,,, ,,,
17,අලගොඩුවා,Frigate tuna(L),550,650,700,0.07692307692307693,0.2727272727272727,,,,,,,,,
18,ඇටවල්ලා,Kawakawa,616.67,787.5,850,0.07936507936507936,0.3783709277247151,,, , , , , ,,
19,ඇටිස්සා,Red Bream(L),1010,1191.6666666666667,1080,-0.09370629370629377,0.06930693069306931,,,,,,,,,
20,බෝල්ලා,Big eye scade,564.29,860,758.3333333333334,-0.11821705426356585,0.34387164991995856,,,, , ,,,,
21,ගින්නටි පරව්,Ginnati Paraw,860,883.3333333333334,733.3333333333334,-0.16981132075471697,-0.1472868217054263,, , ,, , ,,,
22,හබරලි,Needle fish,808.33,895.8333333333334,750,-0.16279069767441864,-0.07216112231390649,, , , , , ,,,
23,හැඩැල්ලා,Indian Anchovies,1116.67,1958.3333333333333,1850,-0.055319148936170175,0.656711472503067,, , , , ,,,,
24,ජීලාවා,Barracuda(L),978.57,1237.5,1066.6666666666667,-0.13804713804713797,0.09002592217896184,,,, ,,,,,
25,ලින්නා,Indian Scad(L),575.71,771.4285714285714,666.6666666666666,-0.13580246913580254,0.1579904234191982,,,,,,,,,
26,ලින්නා,Indian Scad(S),432.13,675,560,-0.17037037037037037,0.2959063244856872,,,, ,,,, ,
27,ලේන පරව්,Rainbow Runner,521.43,700,570,-0.18571428571428572,0.09314769000632886,,, , ,, ,,,
28,සුද්දා,Threadfin  Bream,778.57,837.5,690,-0.1761194029850746,-0.1137598417611776,,, ,,,,,, 
29,සූඩයා,White Sardinella,221.67,365,275,-0.2465753424657534,0.24058284837821994, ,,,,, , ,,
30,දැල්ලා,Squids /Cuttle fish,1657.14,1766.6666666666667,1525,-0.1367924528301887,-0.07973979265481498,,,,, , ,,,
31,කකුළුවා(L),Sea Crabs(L),2128.57,1790,1766.6666666666667,-0.013035381750465508,-0.1700218143323139,,,, ,,,,,
32,තිලාපියා,Tilapia (M),400,450,,,,,,,,,,, ,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,, ,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,, ,,,,
