--- 01-Wholesale.csv ---

Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2023,2024,,% Change   compared to:3rd week of Apr.2024,, ,,,,,,,,
Sinhala Name,,Common Name,3rd week of Apr.,2nd week of Apr.,3rd week of Apr.,Last week ,Last Year,,, , , ,,,,
1,තෝරා,Seer (L),1650,1680,1966.67,0.1706369047619048,0.19192121212121216,, , ,,,, , ,
2,පරව් (ලොකු),Trevally (L),1033.33,1120,1100,-0.017857142857142856,0.06451956296633223,  , , , , ,, ,,
3,ගල්මාළු (ලොකු),Rock fish (L),1112.5,1100,1287.5,0.17045454545454544,0.15730337078651685, , , , ,,,,,
4,ගල්මාළු (පොඩි),Rock fish (S),875,812.5,900,0.1076923076923077,0.02857142857142857,, ,, , , ,,,
5,තලපත්,Sail fish,1582.14,1583.33,1533.33,-0.031579013850555476,-0.030850620046266555,,,,, ,,,,
6,බලයා,Skipjack tuna,816.67,633.33,779.17,0.23027489618366398,-0.04591817992579622, ,, ,, , ,,,
7,කෙළවල්ලා,Yellowfin tuna,1083.33,1220,1258.33,0.03141803278688519,0.16153895858141104, ,,,,,,,,
8,සාලයා (මට්ට),Sardinella,341.67,414.29,485,0.1706775447150546,0.4194983463575964,,,,,,,,,
9,මෝරා,Sharks,1066.67,960,925,-0.036458333333333336,-0.13281520995246895,,, ,, , ,,,
10,හුරුල්ලා,Herrings,585.71,595.83,710.71,0.1928066730443247,0.21341619572826143,,,,,,,,,
11,කුම්බලා,Indian Mackerel,792.86,820,892.86,0.08885365853658539,0.12612567161920138,,,,,,,,,
12,කාරල්ලා,Pony fish,283.33,260,250,-0.038461538461538464,-0.11763667807856558,,,,,,,,,
13,කටුවල්ලා,Katuwalla,407.5,475,487.5,0.02631578947368421,0.19631901840490798,,, ,,,,,,
14,හාල්මැස්සා,Anchovy,430,400,450,0.125,0.046511627906976744,,, ,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",875,1642.86,1735.71,0.05651729301340354,0.9836685714285714,,,,,,,,,
16, කොප්පරා,Marlins,1733.33,1710,1707.14,-0.0016725146198829823,-0.015109644441623828,, ,,,,,,,
17,අලගොඩුවා,Frigate tuna(L),750,630,766.67,0.21693650793650787,0.022226666666666613,,,,,,,,,
18,ඇටවල්ලා,Kawakawa,875,760,1033.33,0.3596447368421052,0.18094857142857135,,, ,,,,,,
19,ඇටිස්සා,Red Bream(L),1025,1270,1400,0.10236220472440945,0.36585365853658536,,,,,,,,,
20,බෝල්ලා,Big eye scade,750,725,925,0.27586206896551724,0.23333333333333334,,,, ,,,,,
21,ගින්නටි පරව්,Ginnati Paraw,1100,1000,1400,0.4,0.2727272727272727,, ,,, ,,,,
22,හබරලි,Needle fish,925,840,1012.5,0.20535714285714285,0.0945945945945946,,,,,,,,,
23,හැඩැල්ලා,Indian Anchovies,900,1200,980,-0.18333333333333332,0.08888888888888889,, , ,,,,,,
24,ජීලාවා,Barracuda(L),1066.67,1160,1216.67,0.04885344827586213,0.1406245605482483,,, ,,,,,,
25,ලින්නා,Indian Scad(L),814.29,715,837.5,0.17132867132867133,0.028503358754252216,,, ,,,,,,
26,ලින්නා,Indian Scad(S),650,610,625,0.02459016393442623,-0.038461538461538464,,,,  ,,,,,
27,ලේන පරව්,Rainbow Runner,764.29,600,755,0.25833333333333336,-0.012155072027633444,,,,,,,,,
28,සුද්දා,Threadfin  Bream,1120,800,1079.17,0.34896250000000006,-0.03645535714285708,,, ,,,,,, 
29,සූඩයා,White Sardinella,270,280,400,0.42857142857142855,0.48148148148148145,,,,,, , ,,
30,දැල්ලා,Squids /Cuttle fish,1600,1583.33,1564.29,-0.012025288474291502,-0.022318750000000023,,,,,,,,,
31,කකුළුවා(L),Sea Crabs(L),1600,2064.29,2100,0.017298926022990973,0.3125,,,, ,,,,,
32,තිලාපියා,Tilapia (M),400,,450,,0.125,,,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,,,

--- 02-Retail.csv ---

Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Variety,,,2023,2024,,Compared to Average of 3rd  week of April 2024,,,,,,,,,
Sinhala Name,,Common Name,Average of 3rd  week of  April,Average of 2nd  week of  April,Average of 3rd  week of  April,Last week ,Last Year,,, ,,,,,
1,තෝරා,Seer,2780,3092,3266.67,0.05649094437257441,0.17506115107913672,,, ,,,, ,
2,පරව් (ලොකු),Trevally (L),2193.33,2193.33,2220,0.01215959294770968,0.01215959294770968,, , , ,,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2020,2080,2120,0.019230769230769232,0.04950495049504951,,, ,,,,,
4,තලපත්,Sail fish,2426.67,2495,2548,0.02124248496993988,0.04999855769428885,,,,,,,,
5,බලයා,Skipjack tuna,1327,1226.67,1280,0.04347542533851804,-0.03541823662396383,,,,,,,,
6,කෙළවල්ලා,Yellowfin tuna,2295,2018,2060,0.02081268582755203,-0.10239651416122005,,,, ,,,,
7,සාලයා (මට්ට),Sardinella,560,640,655,0.0234375,0.16964285714285715,,,,,,,,
8,මෝරා,Shark,1760,1893.33,1910,0.008804592965832725,0.08522727272727272,,,,,,,,
9,හුරුල්ලා,Herrings,876,886.67,936.67,0.056390765448250196,0.06925799086757986,,,,,,,,
10,කුම්බලා,Indian mackerel,975,1066.67,1093.33,0.02499367189477519,0.12136410256410249,,,,,,,,
11,කාරල්ලා,Pony fish,,440,420,-0.045454545454545456, ,,,,,,,,
12,කටුවල්ලා,Katuwalla,,,,, ,,,,,,,,
13,හාල්මැස්සා,Anchovies,693,,910,,0.31313131313131315,,,,,,,,
14,ඉස්සා (M),Prawns (M),1706.67,2236,2235,-0.0004472271914132379,0.30956775475047893,,,,,,,,
15, කොප්පරා,Marlins,3020,3190,3160,-0.009404388714733543,0.046357615894039736,,,,,,,,
16,අලගොඩුවා,Frigate tuna,865,1040,1205,0.15865384615384615,0.3930635838150289,,,,,,,,
17,ඇටවල්ලා,Kawakawa,1070,1096.67,1240,0.13069565138099876,0.1588785046728972,,,,,,,,
18,ඇටිස්සා,Red Bream(L),1260,1780,1860,0.0449438202247191,0.47619047619047616,,,, ,,,,
19,බෝල්ලා,Big eye scade,905,986.67,1160,0.1756717038118115,0.281767955801105,,,,,,,,
20,ගින්නටි පරව්,Ginnati paraw,1380,1253.33,,,-1,,,,,,,, 
21,හබරලි,Needle fish,,1130,1320,0.168141592920354, ,,,,,,,,
22,හැඩැල්ලා,Indian Anchovy,1255,1630,1360,-0.1656441717791411,0.08366533864541832,,,,,,,,
23,ජීලාවා,Barracuda,2093,1993.33,2030,0.018396351833364306,-0.030100334448160536,,,,,,,,
24,ලින්නා,Indian Scade,995,920,994,0.08043478260869565,-0.0010050251256281408,,,,,,,,
25,ලේන පරව්,Rainbow runner,1060,1120,1205,0.07589285714285714,0.13679245283018868,,,,,,,,
26,සුද්දා,Threadfin bream,,1130,1245,0.10176991150442478,,,,,,,,,
27,සූඩයා,White Sardinella,460,440,473.33,0.07574999999999997,0.028978260869565182,,,,,,,,
28,දැල්ලා,Cuttle fish,2020,1806.67,1813.33,0.0036863400621031258,-0.10231188118811885,,,,,,,,
29,කකුළුවා,Sea Crabs(L),2570,2640,2670,0.011363636363636364,0.038910505836575876,,,,,,,,
30,තිලාපියා,Thilapia (M),,,1020,, ,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
