Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2024,2025,,% Change   compared to:2ndweek of Aug. 2025,, ,,,, ,,
Sinhala Name,,Common Name,2nd  week of Aug,1st  week of Aug,2nd  week of Aug,Last week ,Last Year,, , ,,,,
1,තෝරා,Seer,3626.67,3696,3893.33,0.053390151515151495,0.07352750594898345,, , ,, ,,
2,පරව් (ලොකු),Trevally (L),2170,2580,2666.67,0.03359302325581398,0.22888018433179727, , , , ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2006.67,2440,2510,0.028688524590163935,0.25082848699586874,, ,, ,,,
4,තලපත්,Sail fish,2836,3016,3013.33,-0.0008852785145888835,0.06252820874471084,,, ,, ,,
5,බලයා,Skipjack tuna,1190,1805,2030,0.12465373961218837,0.7058823529411765,,,, ,,,
6,කෙළවල්ලා,Yellowfin tuna,2116,2430,2680,0.102880658436214,0.2665406427221172,,, ,, ,, 
7,සාලයා (මට්ට),Sardinella,628,725,793.33,0.09424827586206902,0.26326433121019116,,, , ,, ,
8,මෝරා,Shark,1710,1890,1920,0.015873015873015872,0.12280701754385964,,,,,,,
9,හුරුල්ලා,Herrings,828,1054.17,1150,0.09090564140508639,0.3888888888888889,, ,,,,,
10,කුම්බලා,Indian mackerel,1107.5,1510,1545,0.023178807947019868,0.39503386004514673,,,,,,, 
11,කාරල්ලා,Pony fish,473.33,510,,,,,, ,, ,,
12,කටුවල්ලා,Katuwalla,,,,,,, ,,,,,
13,හාල්මැස්සා,Anchovies,,,,,,,,, ,,,
14,ඉස්සා (M),Prawns (M),1920,2096.67,2220,0.05882184607019699,0.15625,, , ,,,,
15, කොප්පරා,Marlins,3293.33,3610,3530,-0.0221606648199446,0.07186343306015494,,,,,,,
16,අලගොඩුවා,Frigate tuna,820,1180,1240,0.05084745762711865,0.5121951219512195,,, , ,,,
17,ඇටවල්ලා,Kawakawa,940,1280,1363.33,0.06510156249999995,0.4503510638297872,,, , ,,,
18,ඇටිස්සා,Red Bream(L),1820,1806.67,1810,0.0018431700310515629,-0.005494505494505495,,,,, ,,
19,බෝල්ලා,Big eye scade,1100,,,,,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,1460,1633.33,1653.33,0.012244922948822345,0.13241780821917803,,, ,,, ,
21,හබරලි,Needle fish,1140,1380,1420,0.028985507246376812,0.24561403508771928,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,1416,1620,1693.33,0.045265432098765386,0.19585451977401125,,                                                                                                                                                                                                                                                                                                                                     ,,,,,
23,ජීලාවා,Barracuda(L),2244,2595,2650,0.02119460500963391,0.18092691622103388,,,,,,,
24,ලින්නා,Indian Scade,733,990,1022,0.03232323232323232,0.3942701227830832,,, ,,,,
25,ලේන පරව්,Rainbow runner,893.33,1026.67,1026.67,0,0.1492617509766828,,,,,,,
26,සුද්දා,Threadfin bream,1113.33,1236,1270,0.02750809061488673,0.14072197820951568,,,,,,,
27,සූඩයා,White Sardinella,370,480,495,0.03125,0.33783783783783783,,,,, ,,
28,දැල්ලා,Cuttle fish,2000,2140,2270,0.06074766355140187,0.135,,,,,,,
29,කකුළුවා,Sea Crabs(L),2740,2910,2890,-0.006872852233676976,0.05474452554744526,,,,,,,
30,තිලාපියා,Thilapia (M),980,960,1010,0.052083333333333336,0.030612244897959183,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,,, ,,,, ,,
