Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2021,2022,,"% Change 1st week of Nov. 2022, compared to:",
Sinhala Name,,Common Name,Average of November 1st week,Average of Oct.4th week,Average of November 1st week,Last week ,Last Year
1,තෝරා,Seer,2356.67,3432.5,2915,-0.15076474872541878,0.23691479927185388
2,පරව් (ලොකු),Trevally (L),1466.67,2460,2252,-0.08455284552845528,0.535451055793055
3,ගල්මාළු (ලොකු),Rock Fish (L),1335,2126,1982.5,-0.06749764816556915,0.4850187265917603
4,තලපත්,Sail fish,1746,2894.17,2893.33,-0.00029023865218703307,0.657119129438717
5,බලයා,Skipjack tuna,846.67,1213.33,1140,-0.060436979222470336,0.34645139192365393
6,කෙළවල්ලා,Yellowfin tuna,1320,2310,2113.33,-0.08513852813852817,0.6010075757575757
7,සාලයා (මට්ට),Sardinella,310,727.5,730,0.003436426116838488,1.3548387096774193
8,මෝරා,Shark,,1886.66,1566.66,-0.16961190675585425,
9,හුරුල්ලා,Herrings,580,868,842,-0.029953917050691243,0.4517241379310345
10,කුම්බලා,Indian mackerel,593.33,1000,896.66,-0.10334000000000003,0.5112332091753323
11,කාරල්ලා,Pony fish,,640,580,-0.09375,
12,කටුවල්ලා,Katuwalla,,,,,
13,හාල්මැස්සා,Anchovies,,890,733.33,-0.1760337078651685,
14,ඉස්සා (M),Prawns (M),1316.25,1867.83,1840,-0.014899642901120513,0.39791073124406456
15, කොප්පරා,Marlins,1800,3646.66,3770,0.033822730937350935,1.0944444444444446
16,අලගොඩුවා,Frigate tuna,,1100,886,-0.19454545454545455,
17,ඇටවල්ලා,Kawakawa,586.67,1085,960,-0.1152073732718894,0.6363543388958018
18,ඇටිස්සා,Red Bream,,,,,
19,බෝල්ලා,Big eye scade,535,1003.543,860,-0.14303622266310462,0.6074766355140186
20,ගින්නටි පරව්,Ginnati paraw,780,1230,1080,-0.12195121951219512,0.38461538461538464
21,හබරලි,Needle fish,640,1133.33,1050,-0.07352668684319653,0.640625
22,හැඩැල්ලා,Indian Anchovy,1160,1456.66,1420,-0.02516716323644507,0.22413793103448276
23,ජීලාවා,Barracuda,1180,2340,1890,-0.19230769230769232,0.6016949152542372
24,ලින්නා,Indian Scade,527.5,971.66,830,-0.1457917378506885,0.5734597156398105
25,ලේන පරව්,Rainbow runner,650,1125,835,-0.2577777777777778,0.2846153846153846
26,සුද්දා,Threadfin bream,735,1176,1166.66,-0.00794217687074823,0.5872925170068028
27,සූඩයා,White Sardinella,,480,455,-0.052083333333333336, 
28,දැල්ලා,Cuttle fish,1170,1880,2100,0.11702127659574468,0.7948717948717948
29,කකුළුවා,Sea Crabs(L),1657.5,2680,2585,-0.03544776119402985,0.5595776772247361
30,තිලාපියා,Thilapia (M),,916.6,1025,0.11826314641064802,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,
Maharagama and Dematagoda fish markets.,,,,,,,
**Retail Price collection done by over the phone,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,, ,,
