Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Variety,,,2025,2026,,% Change   compared to:3rd week of Mar. 2026,, ,,
Sinhala Name,,Common Name,3rd week of Mar.,2nd week of Mar.,3rd week of Mar.,Last week ,Last Year,,, 
1,තෝරා,Seer,3130,3824,3625,-0.052039748953974896,0.15814696485623003,,,
2,පරව් (ලොකු),Trevally (L),2016,2196,2455,0.11794171220400729,0.2177579365079365, ,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2040,1926.6666666666667,2025,0.05103806228373698,-0.007352941176470588,,,
4,තලපත්,Sail fish,2596,2883.3333333333335,2814.1666666666665,-0.023988439306358484,0.08403954802259882,,,
5,බලයා,Skipjack tuna,1288,1560,1530,-0.019230769230769232,0.18788819875776397,,,
6,කෙළවල්ලා,Yellowfin tuna,1976.67,2480,2310,-0.06854838709677419,0.1686320933691511,,,
7,සාලයා (මට්ට),Sardinella,576,686.6666666666666,660,-0.03883495145631063,0.14583333333333334,,,
8,මෝරා,Shark,1945,2040,2075,0.01715686274509804,0.06683804627249357,,,
9,හුරුල්ලා,Herrings,1206.67,1180,1236,0.04745762711864407,0.024306562689053283,,,
10,කුම්බලා,Indian mackerel,966.67,1300,1320,0.015384615384615385,0.3655125327154045,,,
11,කාරල්ලා,Pony fish,,415,420,0.012048192771084338,,,,
12,කටුවල්ලා,Katuwalla,,773.3333333333334,740,-0.043103448275862113,,,,
13,හාල්මැස්සා,Anchovies,560,648,650,0.0030864197530864196,0.16071428571428573,,,
14,ඉස්සා (M),Prawns (M),2360,2940,3040,0.034013605442176874,0.288135593220339,,,
15, කොප්පරා,Marlins,2780,2990,2926.6666666666665,-0.021181716833890796,0.05275779376498795,,,
16,අලගොඩුවා,Frigate tuna,1090,1220,1110,-0.09016393442622951,0.01834862385321101,,,
17,ඇටවල්ලා,Kawakawa,1180,1230,1240,0.008130081300813009,0.05084745762711865,,,
18,ඇටිස්සා,Red Bream(L),1690,1720,1883.3333333333333,0.09496124031007748,0.11439842209072974,,,
19,බෝල්ලා,Big eye scade,993.33,1290,1292.5,0.001937984496124031,0.3011788630163188,,,
20,ගින්නටි පරව්,Ginnati paraw,1120,1466.6666666666667,1373.3333333333333,-0.06363636363636374,0.22619047619047614,,,
21,හබරලි,Needle fish,1100,1510,1326.6666666666667,-0.12141280353200878,0.20606060606060614,,,
22,හැඩැල්ලා,Indian Anchovy,1960,2205,1933.3333333333333,-0.1232048374905518,-0.013605442176870788,,,
23,ජීලාවා,Barracuda(L),2040,2226.6666666666665,1900,-0.14670658682634724,-0.06862745098039216,,,
24,ලින්නා,Indian Scade,830,983.3333333333334,978.3333333333334,-0.005084745762711864,0.17871485943775106,,,
25,ලේන පරව්,Rainbow runner,933.33,1220,1243.3333333333333,0.019125683060109228,0.3321476148129099,,,
26,සුද්දා,Threadfin bream,995,1330,1345,0.011278195488721804,0.35175879396984927,,,
27,සූඩයා,White Sardinella,380,436.6666666666667,425,-0.026717557251908438,0.11842105263157894,,,
28,දැල්ලා,Cuttle fish,2150,2250,2150,-0.044444444444444446,0,,,
29,කකුළුවා,Sea Crabs(L),2690,3160,3150,-0.0031645569620253164,0.17100371747211895,,,
30,තිලාපියා,Thilapia (M),980,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,
,,,,,,, ,,,
,,,,,,, , ,,
