Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2021,2022,,"% Change 2nd week of Nov. 2022, compared to:",
Sinhala Name,,Common Name,Average of November 2nd week,Average of November 1st week,Average of November 2nd week,Last week ,Last Year
1,තෝරා,Seer,2490,2915,3295,0.13036020583190394,0.3232931726907631
2,පරව් (ලොකු),Trevally (L),1590,2252,2350,0.043516873889875664,0.4779874213836478
3,ගල්මාළු (ලොකු),Rock Fish (L),1350,1982.5,2012.5,0.015132408575031526,0.49074074074074076
4,තලපත්,Sail fish,1847.5,2893.33,2970,0.026498878454929122,0.6075778078484438
5,බලයා,Skipjack tuna,890,1140,1152,0.010526315789473684,0.2943820224719101
6,කෙළවල්ලා,Yellowfin tuna,1406,2113.33,2372,0.122399246686509,0.6870554765291608
7,සාලයා (මට්ට),Sardinella,340,730,740,0.0136986301369863,1.1764705882352942
8,මෝරා,Shark,1180,1566.66,1620,0.03404695339129097,0.3728813559322034
9,හුරුල්ලා,Herrings,600,842,905,0.07482185273159145,0.5083333333333333
10,කුම්බලා,Indian mackerel,633.75,896.66,904,0.008185934467914295,0.4264299802761341
11,කාරල්ලා,Pony fish,,580,686.66,0.18389655172413788,
12,කටුවල්ලා,Katuwalla,,,,,
13,හාල්මැස්සා,Anchovies,450,733.33,760,0.03636834712885053,
14,ඉස්සා (M),Prawns (M),1290,1840,1846,0.003260869565217391,0.4310077519379845
15, කොප්පරා,Marlins,1890,3770,3705,-0.017241379310344827,0.9603174603174603
16,අලගොඩුවා,Frigate tuna,,886,906.66,0.023318284424379197,
17,ඇටවල්ලා,Kawakawa,603.33,960,960,0,0.5911690119834915
18,ඇටිස්සා,Red Bream,,,1900,,
19,බෝල්ලා,Big eye scade,610,860,877.5,0.020348837209302327,0.4385245901639344
20,ගින්නටි පරව්,Ginnati paraw,,1080,1120,0.037037037037037035,
21,හබරලි,Needle fish,,1050,1073.33,0.022219047619047548,
22,හැඩැල්ලා,Indian Anchovy,1210,1420,1480,0.04225352112676056,0.2231404958677686
23,ජීලාවා,Barracuda,1190,1890,1750.5,-0.07380952380952381,0.47100840336134453
24,ලින්නා,Indian Scade,604,830,836,0.007228915662650603,0.3841059602649007
25,ලේන පරව්,Rainbow runner,660,835,840,0.005988023952095809,0.2727272727272727
26,සුද්දා,Threadfin bream,740,1166.66,1230,0.054291738809935985,0.6621621621621622
27,සූඩයා,White Sardinella,260,455,470,0.03296703296703297, 
28,දැල්ලා,Cuttle fish,1225,2100,2102.5,0.0011904761904761906,0.7163265306122449
29,කකුළුවා,Sea Crabs(L),1765,2585,2590,0.0019342359767891683,0.46742209631728043
30,තිලාපියා,Thilapia (M),640,1025,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,
Maharagama and Dematagoda fish markets.,,,,,,,
**Retail Price collection done by over the phone,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,, ,,
