Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 3rd week May 2019, compared to:",
Sinhala Name,,Common Name, 3rd week May,2nd week May, 3rd week May,Last week ,Last Year
1,තෝරා,Seer,1580,1624,1670,0.02832512315270936,0.056962025316455694
2,පරව් (ලොකු),Trevally (L),1068,926.67,1072,0.15683037111377301,0.003745318352059925
3,ගල්මාළු (ලොකු),Rock Fish (L),720,820,727,-0.11341463414634147,0.009722222222222222
4,තලපත්,Sail fish,1103,1181.67,1236.8,0.04665431127133623,0.12130553037171347
5,බලයා,Skipjack tuna,660,800,653.33,-0.18333749999999996,-0.010106060606060544
6,කෙළවල්ලා,Yellowfin tuna,1050,1081.67,1081.67,0,0.03016190476190483
7,සාලයා (මට්ට),Sardinella,230,220,260,0.18181818181818182,0.13043478260869565
8,මෝරා,Shark,845,520,930,0.7884615384615384,0.10059171597633136
9,හුරුල්ලා,Herrings,390,496.67,525,0.057039885638351384,0.34615384615384615
10,කුම්බලා,Indian mackerel,596,673.33,608,-0.09702523279818222,0.020134228187919462
11,කාරල්ලා,Pony fish,165,­,150,­,-0.09090909090909091
12,කටුවල්ලා,Katuwalla,­,370,220,-0.40540540540540543,­
13,හාල්මැස්සා,Anchovies,­,320,­,­,­
14,ඉස්සා (M),Prawns (M),1150,1023.33,1163.33,0.1368082632190983,0.011591304347826023
15, කොප්පරා,Marlins,790,960,960,0,0.21518987341772153
16,අලගොඩුවා,Frigate tuna,390,320,385,0.203125,-0.01282051282051282
17,ඇටවල්ලා,Kawakawa,480,466.67,360,-0.22857693873615192,-0.25
18,ඇටිස්සා,Red Bream,740,626.67,360,-0.4255349705586672,-0.5135135135135135
19,බෝල්ලා,Big eye scade,452,480,414,-0.1375,-0.084070796460177
20,ගින්නටි පරව්,Ginnati paraw,680,760,620,-0.18421052631578946,-0.08823529411764706
21,හබරලි,Needle fish,510,480,720,0.5,0.4117647058823529
22,හැඩැල්ලා,Indian Anchovy,­,­,790,­,­
23,ජීලාවා,Barracuda,862,824,700,-0.15048543689320387,-0.18793503480278423
24,ලින්නා,Indian Scade,413,494,396.75,-0.19686234817813766,-0.03934624697336562
25,ලේන පරව්,Rainbow runner,480,440,­,­,­
26,සුද්දා,Threadfin bream,­,920,720,-0.21739130434782608,­
27,සූඩයා,White Sardinella,160,­,­,­,­
28,දැල්ලා,Cuttle fish,953,1160,990,-0.14655172413793102,0.03882476390346275
29,කකුළුවා,Sea Crabs,1100,800,800,0,-0.2727272727272727
30,තිලාපියා,Thilapia (M),­,450,450,0,­
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,
Maharagama and Dematagoda fish markets.,,,440,,,,
