Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Variety,,,2019,2020,2021,,"% Change 3rd  week of December 2021, compared to:",,
Sinhala Name,,Common Name,December 3rd  week average,December 3rd  week average1,December 2nd  week average,December 3rd  week average,Last week ,Last Year,2019.0
1,තෝරා,Seer,1606.67,,2316.67,2342.5,0.01114962424514494,,0.4579845270030559
2,පරව් (ලොකු),Trevally (L),1092,,1570,1690,0.07643312101910828,,0.5476190476190477
3,ගල්මාළු (ලොකු),Rock Fish (L),675,,1265,1390,0.09881422924901186,,1.0592592592592593
4,තලපත්,Sail fish,1097.5,,2060,2100,0.019417475728155338,,0.9134396355353075
5,බලයා,Skipjack tuna,613.33,,856,980,0.14485981308411214,,0.5978347708411458
6,කෙළවල්ලා,Yellowfin tuna,1006,,1477.5,1463.33,-0.00959052453468702,,0.4546023856858846
7,සාලයා (මට්ට),Sardinella,360,,320,350,0.09375,,-0.027777777777777776
8,මෝරා,Shark,960,,1140,1210,0.06140350877192982,,0.2604166666666667
9,හුරුල්ලා,Herrings,630,,588,606.67,0.03175170068027204,,-0.037031746031746096
10,කුම්බලා,Indian mackerel,566.67,,616.67,,,,
11,කාරල්ලා,Pony fish,160,,260,,,,
12,කටුවල්ලා,Katuwalla,300,,,,,,
13,හාල්මැස්සා,Anchovies,560,,520,530,0.019230769230769232,,
14,ඉස්සා (M),Prawns (M),1264,,1245,1273.75,0.023092369477911646,,0.007713607594936709
15, කොප්පරා,Marlins,895,,2140,2180,0.018691588785046728,,1.4357541899441342
16,අලගොඩුවා,Frigate tuna,­,,590,,,,
17,ඇටවල්ලා,Kawakawa,640,,645,,,,-1.0
18,ඇටිස්සා,Red Bream,800,,,990,,,
19,බෝල්ලා,Big eye scade,425,,650,660,0.015384615384615385,,0.5529411764705883
20,ගින්නටි පරව්,Ginnati paraw,840,,780,865,0.10897435897435898,,0.02976190476190476
21,හබරලි,Needle fish,700,,,700,,,
22,හැඩැල්ලා,Indian Anchovy,1200,,1300,1295,-0.0038461538461538464,,0.07916666666666666
23,ජීලාවා,Barracuda,720,,1070,1290,0.205607476635514,,0.7916666666666666
24,ලින්නා,Indian Scade,343,,570,610,0.07017543859649122,,0.7784256559766763
25,ලේන පරව්,Rainbow runner,586.67,,640,650,0.015625,,0.1079482502940325
26,සුද්දා,Threadfin bream,766.67,,700,740,0.05714285714285714,,-0.03478680527475962
27,සූඩයා,White Sardinella,280,,220,220,0,,-0.21428571428571427
28,දැල්ලා,Cuttle fish,1000,,1220,1315,0.0778688524590164,,0.315
29,කකුළුවා,Sea Crabs(L),1250,,2100,,,,-1.0
30,තිලාපියා,Thilapia (M),525,,625,600,-0.04,,0.14285714285714285
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,440,,,,,
(price collection was done by over the phone due to prevailling covid pandemic ),,,,,,,,,
1Data were not available due to Covid Pandemic,,,,,,,,,
