Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 3rd week June 2019, compared to:",
Sinhala Name,,Common Name, 3rd week June, 2nd week June, 3rd week June,Last week ,Last Year
1,තෝරා,Seer (Nl),1305,1458,1516.66,0.04023319615912214,0.16219157088122613
2,පරව් (ලොකු),Trevally (L),695,726,640,-0.1184573002754821,-0.07913669064748201
3,ගල්මාළු (ලොකු),Rock fish (L),­,400,­,­,­
4,තලපත්,Sail fish,608,748,768.75,0.027740641711229946,0.2643914473684211
5,බලයා,Skipjack tuna,386,480,464.16,-0.032999999999999946,0.2024870466321244
6,කෙළවල්ලා,Yellowfin tuna,700,724,680,-0.06077348066298342,-0.02857142857142857
7,සාලයා (මට්ට),Sardinella,203,252.5,282,0.11683168316831684,0.3891625615763547
8,මෝරා,Sharks,600,600,625,0.041666666666666664,0.041666666666666664
9,හුරුල්ලා,Herrings,416,450,450,0,0.08173076923076923
10,කුම්බලා,Indian Mackerel,545,590,600,0.01694915254237288,0.10091743119266056
11,කාරල්ලා,Pony fish,153,­,­,­,­
12,කටුවල්ලා,Katuwalla,360,330,­,­,­
13,හාල්මැස්සා,Anchovy,­,340,­,­,­
14,ඉස්සා (M),"Prawns (M) 3""",1075,933.33,915,-0.01963935585484238,-0.14883720930232558
15, කොප්පරා,Marlins,768,855,881.25,0.03070175438596491,0.1474609375
16,අලගොඩුවා,Frigate tuna,280,465,416.66,-0.10395698924731177,0.48807142857142866
17,ඇටවල්ලා,Atawalla,353,560,516.66,-0.0773928571428572,0.46362606232294606
18,ඇටිස්සා,Red Bream,704,765,676.66,-0.11547712418300658,-0.03883522727272732
19,බෝල්ලා,Big eye scade,496,507.5,470,-0.07389162561576355,-0.05241935483870968
20,ගින්නටි පරව්,Ginnati Paraw,674,680,714,0.05,0.05934718100890208
21,හබරලි,Needle fish,567,601,576,-0.04159733777038269,0.015873015873015872
22,හැඩැල්ලා,Indian Anchovies,730,950,810,-0.14736842105263157,0.1095890410958904
23,ජීලාවා,Barracuda,650,650,650,0,0
24,ලින්නා,Indian Scad,318,473,361,-0.23678646934460887,0.13522012578616352
25,ලේන පරව්,Rainbow Runner,417,533.33,434,-0.18624491403071275,0.0407673860911271
26,සුද්දා,Threadfin  Bream,­,­,690,­,­
27,සූඩයා,White Sardinella,143,­,175,­,0.22377622377622378
28,දැල්ලා,Squids /Cuttle fish,857,900,900,0,0.050175029171528586
29,කකුළුවා,Sea Crabs,550,580,615,0.0603448275862069,0.11818181818181818
30,තිලාපියා,Tilapia (M),410,362.5,360,-0.006896551724137931,-0.12195121951219512
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,
