Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Variety,,,2024,2025,,% Change   compared to:2nd week of Jan. 2025,, ,,,,,,,
Sinhala Name,,Common Name,2nd  week of Jan.,1st  week of Jan.,2nd  week of Jan.,Last week ,Last Year,, , ,,,,, 
1,තෝරා,Seer,3873,4106.67,3904,-0.04935142098098948,0.008004131164471986,, , ,, ,,,
2,පරව් (ලොකු),Trevally (L),2416,2260,2306.67,0.02065044247787614,-0.04525248344370858, , ,, ,,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2090,2270,2080,-0.08370044052863436,-0.004784688995215311,, ,,,,,,
4,තලපත්,Sail fish,2710,2845,2795,-0.01757469244288225,0.03136531365313653,,, ,,,,,
5,බලයා,Skipjack tuna,1420,1106.67,1026.67,-0.07228893888873829,-0.2769929577464788,,,,,,,,
6,කෙළවල්ලා,Yellowfin tuna,2183,2016.67,2180,0.08098994877694413,-0.001374255611543747,,, ,,,, ,
7,සාලයා (මට්ට),Sardinella,590,640,590,-0.078125,0,,, ,,, ,,
8,මෝරා,Shark,1787,1990,1890,-0.05025125628140704,0.05763850027979855,,,,,,,,
9,හුරුල්ලා,Herrings,960,1173.33,1290,0.09943494157653864,0.34375,,,,,,,,
10,කුම්බලා,Indian mackerel,1080,1085,985,-0.09216589861751152,-0.08796296296296297,,,,,,,,
11,කාරල්ලා,Pony fish,,,460,,,,, ,,,,,
12,කටුවල්ලා,Katuwalla,,,,, ,,,,,,,,
13,හාල්මැස්සා,Anchovies,,,,,,,,,,,,,
14,ඉස්සා (M),Prawns (M),1827,2448,2460,0.004901960784313725,0.3464696223316913,,,,,,,,
15, කොප්පරා,Marlins,3490,3320,3366.67,0.014057228915662672,-0.03533810888252147,,,,,,,,
16,අලගොඩුවා,Frigate tuna,1085,1100,1050,-0.045454545454545456,-0.03225806451612903,,,,,,,,
17,ඇටවල්ලා,Kawakawa,1190,1086.67,1100,0.01226683353732037,-0.07563025210084033,,,,,,,,
18,ඇටිස්සා,Red Bream(L),1773,1860,1850,-0.005376344086021506,0.04342921601804851,,,,,,,,
19,බෝල්ලා,Big eye scade,953,,1080,,0.13326337880377753,,,,,,,,
20,ගින්නටි පරව්,Ginnati paraw,1200,1160,1220,0.05172413793103448,0.016666666666666666,,, ,,, ,,
21,හබරලි,Needle fish,1495,1120,1100,-0.017857142857142856,-0.26421404682274247,,,,,,,,
22,හැඩැල්ලා,Indian Anchovy,1780,2233.33,2206.67,-0.011937331249748068,0.23970224719101127,,,,,,,,
23,ජීලාවා,Barracuda,2195,2255,2196.67,-0.025866962305986663,0.0007608200455581197,,,,,,,,
24,ලින්නා,Indian Scade,803,1013.33,945,-0.06743114286560158,0.17683686176836863,,, ,,,,,
