Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Variety,,,2023,2024,,Compared to Average of 1st  week of May 2024,,, ,,,,,,
Sinhala Name,,Common Name,Average of 1st  week of  May,Average of 4th  week of  April,Average of 1st  week of  May,Last week ,Last Year,,, ,,,,,
1,තෝරා,Seer,3360,3363.33,3760,0.11793966099074432,0.11904761904761904,,, ,,,, ,
2,පරව් (ලොකු),Trevally (L),2540,2313.33,2445,0.056917949449494916,-0.03740157480314961,, , , ,,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2310,2126.67,2160,0.015672389228230017,-0.06493506493506493,,, ,,,,,
4,තලපත්,Sail fish,3097,2563.33,2796.67,0.09103002734723978,-0.09697449144333223,,,,,,,,
5,බලයා,Skipjack tuna,1665,1210,1350,0.11570247933884298,-0.1891891891891892,,,,,,,,
6,කෙළවල්ලා,Yellowfin tuna,2796,1996,2230,0.11723446893787576,-0.20243204577968527,,,, ,,,,
7,සාලයා (මට්ට),Sardinella,892,696.67,616.67,-0.1148319864498256,-0.30866591928251125,,,,, ,,, 
8,මෝරා,Shark,,2120,1990,-0.06132075471698113,,,,,,,,,
9,හුරුල්ලා,Herrings,1256,960,883.33,-0.0798645833333333,-0.2967117834394904,,,,,,,,
10,කුම්බලා,Indian mackerel,1280,1203.33,1200,-0.0027673206850987904,-0.0625,,,,,,,,
11,කාරල්ලා,Pony fish,,,510,, ,,,,,,,,
12,කටුවල්ලා,Katuwalla,1100,735,,, ,,,,,,,,
13,හාල්මැස්සා,Anchovies,800,880,,,-1,,,,,,,,
14,ඉස්සා (M),Prawns (M),1745,2236,2175,-0.02728085867620751,0.24641833810888253,,,,,,,,
15, කොප්පරා,Marlins,3693,3170,3380,0.06624605678233439,-0.08475494178174925,,,,,,,,
16,අලගොඩුවා,Frigate tuna,900,1220,1060,-0.13114754098360656,0.17777777777777778,,,,,,,,
17,ඇටවල්ලා,Kawakawa,1135,1240,1146.67,-0.075266129032258,0.010281938325991254,,,,,,,,
18,ඇටිස්සා,Red Bream(L),1800,1710,1733.33,0.013643274853801127,-0.03703888888888893,,,, ,,,,
19,බෝල්ලා,Big eye scade,1290,1170,1160,-0.008547008547008548,-0.10077519379844961,,,,,,,,
20,ගින්නටි පරව්,Ginnati paraw,1780,1626.67,1615,-0.007174165626709826,-0.09269662921348315,,,,,,,, 
21,හබරලි,Needle fish,,1360,1280,-0.058823529411764705,,,,,,,,,
22,හැඩැල්ලා,Indian Anchovy,1820,1440,1546.67,0.07407638888888894,-0.15018131868131865,,,,,,,,
23,ජීලාවා,Barracuda,2220,2040,2040,0,-0.08108108108108109,,,,,,,,
24,ලින්නා,Indian Scade,1104,1016.67,896.67,-0.11803239989377085,-0.1877989130434783,,,,,,,,
25,ලේන පරව්,Rainbow runner,,1190,1110,-0.06722689075630252,,,,,,,,,
26,සුද්දා,Threadfin bream,1505,1296,1390,0.07253086419753087,-0.07641196013289037,,,,,,,,
27,සූඩයා,White Sardinella,,460,410,-0.10869565217391304,,,,,,,,,
28,දැල්ලා,Cuttle fish,1973,1850,1866.67,0.00901081081081085,-0.05389254941713124,,,,,,,,
29,කකුළුවා,Sea Crabs(L),2440,2673.33,2690,0.0062356686230282355,0.10245901639344263,,,,,,,,
30,තිලාපියා,Thilapia (M),,1050,,, ,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,
,,,,,,,,,,,,,,,
