Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2025,2026,,% Change   compared to:1st week of Feb. 2026,, ,, ,, ,,
Sinhala Name,,Common Name,1st  week of Feb.,4th  week of Jan.,1st  week of Feb.,Last week ,Last Year,,, ,, ,,
1,තෝරා,Seer,3100,3896,4193.333333333333,0.07631759069130725,0.3526881720430107,,, , , ,,
2,පරව් (ලොකු),Trevally (L),2195,2396,2470,0.030884808013355594,0.1252847380410023, ,, , ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2140,2390,2440,0.02092050209205021,0.14018691588785046,,,, , ,,
4,තලපත්,Sail fish,2796.67,3130,3170,0.012779552715654952,0.13349090167949737,,, , , , ,
5,බලයා,Skipjack tuna,1206.67,1660,1726.6666666666667,0.04016064257028117,0.430935273659465,,,, ,,,
6,කෙළවල්ලා,Yellowfin tuna,2236,2480,2526.6666666666665,0.018817204301075207,0.1299940369707811,,, , , ,, 
7,සාලයා (මට්ට),Sardinella,486.67,893.3333333333334,805,-0.09888059701492541,0.6540982596009616,,, , ,, ,
8,මෝරා,Shark,2075,2160,2240,0.037037037037037035,0.07951807228915662,,,,,,,
9,හුරුල්ලා,Herrings,1283.33,1300,1325,0.019230769230769232,0.032470214208348655,,,  ,,,,
10,කුම්බලා,Indian mackerel,1073.33,1220,1210,-0.00819672131147541,0.1273326935797938,,, , ,,, 
11,කාරල්ලා,Pony fish,390,,,,,,, ,, ,,
12,කටුවල්ලා,Katuwalla,,890,,,,, ,,,,,
13,හාල්මැස්සා,Anchovies,610,840,850,0.011904761904761904,0.39344262295081966,,,, , ,,
14,ඉස්සා (M),Prawns (M),2330,2660,2560,-0.03759398496240601,0.09871244635193133,,, ,,,,
15, කොප්පරා,Marlins,3190,3740,3790,0.013368983957219251,0.18808777429467086,,,,, , ,
16,අලගොඩුවා,Frigate tuna,950,1250,1290,0.032,0.35789473684210527,,, , ,,,
17,ඇටවල්ලා,Kawakawa,1005,1316,1350,0.025835866261398176,0.34328358208955223,,, , ,,,
18,ඇටිස්සා,Red Bream(L),1740,1830,1960,0.07103825136612021,0.12643678160919541,,,,, ,,
19,බෝල්ලා,Big eye scade,1086.67,1140,1120,-0.017543859649122806,0.03067168505618074,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,1210,1590,1720,0.08176100628930817,,,, ,,, ,
21,හබරලි,Needle fish,1160,,1460,,0.25862068965517243,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,2265,2040,2150,0.05392156862745098,-0.05077262693156733,,,,,,,
23,ජීලාවා,Barracuda(L),2060,2440,2593.3333333333335,0.06284153005464486,0.2588996763754046,,,, ,,,
24,ලින්නා,Indian Scade,871.67,1116.6666666666667,1165,0.043283582089552165,0.3365149655259445,,, ,,, ,
25,ලේන පරව්,Rainbow runner,996.67,1300,1320,0.015384615384615385,0.32441028625322327,,,,,,,
26,සුද්දා,Threadfin bream,1096,1400,1590,0.1357142857142857,0.45072992700729925,,,,,,,
27,සූඩයා,White Sardinella,320,460,420,-0.08695652173913043,0.3125,,,,, ,,
28,දැල්ලා,Cuttle fish,2206.67,2480,2300,-0.07258064516129033,0.04229449804456485,, , ,,,,
29,කකුළුවා,Sea Crabs(L),2586.67,3140,3165,0.007961783439490446,0.22358089744729706,,,,,,,
30,තිලාපියා,Thilapia (M),920,,,,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,, , ,,,, ,,
