Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 1st  week December 2019, compared to:",
Sinhala Name,,Common Name,1st Week December,4th Week November,1st Week December,Last week ,Last Year
1,තෝරා,Seer (Nl),1383,1470,1435,-0.023809523809523808,0.03759942154736081
2,පරව් (ලොකු),Trevally (L),544,600,660,0.1,0.21323529411764705
3,ගල්මාළු (ලොකු),Rock fish (L),­,462.5,­,­,­
4,තලපත්,Sail fish,620,700,720,0.02857142857142857,0.16129032258064516
5,බලයා,Skipjack tuna,321.67,345.83,436,0.2607350432293324,0.3554263686386669
6,කෙළවල්ලා,Yellowfin tuna,540,557.5,622,0.11569506726457399,0.15185185185185185
7,සාලයා (මට්ට),Sardinella,141.66666666666666,230,233.33,0.014478260869565272,0.6470352941176473
8,මෝරා,Sharks,540,600,­,­,­
9,හුරුල්ලා,Herrings,258.3333333333333,397.5,435,0.09433962264150944,0.6838709677419356
10,කුම්බලා,Indian Mackerel,325,432.86,577.5,0.3341496095735341,0.7769230769230769
11,කාරල්ලා,Pony fish,126,126.67,150,0.18417936370095522,0.19047619047619047
12,කටුවල්ලා,Katuwalla,190,­,­,­,­
13,හාල්මැස්සා,Anchovy,­,302.5,350,0.15702479338842976,
14,ඉස්සා (M),"Prawns (M) 3""",758.3333333333334,1083.33,1000,-0.07692023667765126,0.3186813186813186
15, කොප්පරා,Marlins,816,976.67,853.33,-0.1262862584086743,0.04574754901960789
16,අලගොඩුවා,Frigate tuna,278.3333333333333,390,400,0.02564102564102564,0.4371257485029941
17,ඇටවල්ලා,Atawalla,307.5,465,500,0.07526881720430108,0.6260162601626016
18,ඇටිස්සා,Red Bream,578.3333333333334,633.33,687.5,0.08553202911594264,0.18876080691642644
19,බෝල්ලා,Big eye scade,280,375,450,0.2,0.6071428571428571
20,ගින්නටි පරව්,Ginnati Paraw,406.25,575,300,-0.4782608695652174,-0.26153846153846155
21,හබරලි,Needle fish,345,452,517.5,0.14491150442477876,0.5
22,හැඩැල්ලා,Indian Anchovies,820,783.33,850,0.08511100047234238,0.036585365853658534
23,ජීලාවා,Barracuda,550,650,­,­,­
24,ලින්නා,Indian Scad,220,282.86,354.17,0.25210351410591814,0.6098636363636364
25,ලේන පරව්,Rainbow Runner,250,300,450,0.5,0.8
26,සුද්දා,Threadfin  Bream,391.6666666666667,401.25,440,0.09657320872274143,0.12340425531914888
27,සූඩයා,White Sardinella,87.5,131,150,0.1450381679389313,0.7142857142857143
28,දැල්ලා,Squids /Cuttle fish,779.1666666666666,783.33,875,0.11702602989799951,0.12299465240641717
29,කකුළුවා,Sea Crabs,435,520,510,-0.019230769230769232,0.1724137931034483
30,තිලාපියා,Tilapia (M),302.5,320,320,0,0.05785123966942149
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,
