Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Variety,,,2020,2021,2022,,"% Change  2nd week of February 2022, compared to:",,
Sinhala Name,,Common Name,February 2nd week average,February 2nd week average,February 1st week average,February 2nd week average,Last week ,Last Year,2020.0
1,තෝරා,Seer,1530,1580,2152.5,2106,-0.021602787456445994,0.3329113924050633,0.3764705882352941
2,පරව් (ලොකු),Trevally (L),1078.33,1180,1466,1440,-0.017735334242837655,0.22033898305084745,0.33539825470866996
3,ගල්මාළු (ලොකු),Rock Fish (L),783.5,,1335,1220,-0.08614232209737828,,0.5571155073388641
4,තලපත්,Sail fish,1055,1240,1741.67,1726,-0.008997111967249866,0.3919354838709677,0.6360189573459716
5,බලයා,Skipjack tuna,617.5,720,953.33,904,-0.05174493617110553,0.25555555555555554,0.46396761133603237
6,කෙළවල්ලා,Yellowfin tuna,911.67,1010,1456.67,1402.5,-0.037187557923208464,0.3886138613861386,0.5383856000526507
7,සාලයා (මට්ට),Sardinella,235.67,220,385,352,-0.08571428571428572,0.6,0.49361395171213995
8,මෝරා,Shark,990,,1180,1160,-0.01694915254237288,,0.1717171717171717
9,හුරුල්ලා,Herrings,608,603.33,640,612,-0.04375,0.014370245139475839,0.006578947368421052
10,කුම්බලා,Indian mackerel,661,,658,627.5,-0.04635258358662614,,-0.05068078668683813
11,කාරල්ලා,Pony fish,155,180,260,,,,
12,කටුවල්ලා,Katuwalla,330,,,360,,,0.09090909090909091
13,හාල්මැස්සා,Anchovies,0,360,560,520,-0.07142857142857142,0.4444444444444444,
14,ඉස්සා (M),Prawns (M),1135,1050,1266.67,1280,0.01052365651669332,0.21904761904761905,0.1277533039647577
15, කොප්පරා,Marlins,895,980,1870,1705,-0.08823529411764706,0.7397959183673469,0.9050279329608939
16,අලගොඩුවා,Frigate tuna,480,455,520,506.67,-0.025634615384615353,0.1135604395604396,0.055562500000000035
17,ඇටවල්ලා,Kawakawa,520,520,620,593.33,-0.043016129032257995,0.14101923076923084,0.14101923076923084
18,ඇටිස්සා,Red Bream,740,,1100,942,-0.14363636363636365,,0.27297297297297296
19,බෝල්ලා,Big eye scade,476.6,500,666.67,660,-0.010004949975250064,0.32,0.38480906420478384
20,ගින්නටි පරව්,Ginnati paraw,1000,,,720,,,-0.28
21,හබරලි,Needle fish,680,,700,610,-0.12857142857142856,,-0.10294117647058823
22,හැඩැල්ලා,Indian Anchovy,1150,,1287.5,1220.67,-0.0519067961165048,,0.06145217391304354
23,ජීලාවා,Barracuda,746.67,,1207.5,1050,-0.13043478260869565,,0.4062437221262406
24,ලින්නා,Indian Scade,418.8,440,623.33,543.33,-0.12834293231514607,0.23484090909090918,0.2973495702005731
25,ලේන පරව්,Rainbow runner,360,480,,635,,0.3229166666666667,0.7638888888888888
26,සුද්දා,Threadfin bream,620,,843.33,766.67,-0.0909015450653956,,0.2365645161290322
27,සූඩයා,White Sardinella,200,160,170,180,0.058823529411764705,0.125,-0.1
28,දැල්ලා,Cuttle fish,706.67,,1290,1260,-0.023255813953488372,,0.7830104574978421
29,කකුළුවා,Sea Crabs(L),1600,1200,2140,,,,
30,තිලාපියා,Thilapia (M),,,550,550,0,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,440,,,,,
