Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Variety,,,2020.0,2021.0,2022,,"% Change 2nd week of Feb. 2022, compared to:",,, 
Sinhala Name,,Common Name,,,1st  week of Feb.,2nd  week of Feb.,Last week ,Last Year,2020.0,
1,තෝරා,Seer (Nl),1275.0,983.33,1200,1100,-0.08333333333333333,0.11864785982325358,-0.13725490196078433,
2,පරව් (ලොකු),Trevally (L),550.0,606.25,750,770.83,0.02777333333333339,0.27147216494845366,0.401509090909091,
3,ගල්මාළු (ලොකු),Rock fish (L),,,737.5,700,-0.05084745762711865,,, 
4,ගල්මාළු (පොඩි),Rock fish (S),,,550,400,-0.2727272727272727,,,
5,තලපත්,Sail fish,670.8333333333334,730.0,1075,1091.64,0.015479069767441954,0.49539726027397274,0.6272894409937889,
6,බලයා,Skipjack tuna,273.0,368.33,466.43,445,-0.045944729112621416,0.2081557299161079,0.63003663003663,
7,කෙළවල්ලා,Yellowfin tuna,452.0,558.33,762.5,750,-0.01639344262295082,0.34329160174090584,0.6592920353982301,
8,සාලයා (මට්ට),Sardinella,198.33,153.57,237.5,230,-0.031578947368421054,0.4976883505893079,0.1596833560227902,
9,මෝරා,Sharks,590.0,631.67,700,,,,,
10,හුරුල්ලා,Herrings,521.25,472.86,511,480.83,-0.05904109589041099,0.01685488305206609,-0.07754436450839332,
11,කුම්බලා,Indian Mackerel,532.5,410.0,458.33,503.53,0.0986188990465385,0.22812195121951212,-0.05440375586854465,
12,කාරල්ලා,Pony fish,127.5,146.67,200,160,-0.2,0.09088429808413455,0.2549019607843137,
13,කටුවල්ලා,Katuwalla,293.0,337.5,357.5,400,0.11888111888111888,0.18518518518518517,0.3651877133105802,
14,හාල්මැස්සා,Anchovy,285.0,268.0,341.67,275,-0.19512980361167212,0.026119402985074626,-0.03508771929824561,
15,ඉස්සා (M),"Prawns (M) 3""",1050.0,800.0,939.29,957.14,0.019003715572400454,0.196425,-0.08843809523809525,
16, කොප්පරා,Marlins,776.67,891.67,1185,1135,-0.04219409282700422,0.2728924377852794,0.4613671185960576,
17,අලගොඩුවා,Frigate tuna(L),415.0,371.25,408.33,381.25,-0.06631890872578548,0.026936026936026935,-0.08132530120481928,
18,ඇටවල්ලා,Atawalla,400.0,430.0,561,600,0.06951871657754011,0.3953488372093023,0.5,
19,ඇටිස්සා,Red Bream(L),720.0,740.0,825,650,-0.21212121212121213,-0.12162162162162163,-0.09722222222222222,
20,බෝල්ලා,Big eye scade,518.33,384.0,447.58,475.71,0.06284909960230572,0.23882812499999995,-0.08222560916790472,
21,ගින්නටි පරව්,Ginnati Paraw,584.0,683.33,608.33,550,-0.09588545690661325,-0.1951180249659755,-0.05821917808219178,
22,හබරලි,Needle fish,555.0,478.33,730,571,-0.21780821917808219,0.1937365417180608,0.02882882882882883,
23,හැඩැල්ලා,Indian Anchovies,800.0,916.67,1016.67,937.5,-0.07787187582991527,0.022723553732531928,0.171875,
24,ජීලාවා,Barracuda(L),610.0,,655,400,-0.3893129770992366,,,
25,ලින්නා,Indian Scad(L),390.0,355.0,475.83,457,-0.03957295672824325,0.28732394366197184,0.1717948717948718,
26,ලින්නා,Indian Scad(S),,,406,364.29,-0.1027339901477832,,,
27,ලේන පරව්,Rainbow Runner,441.67,386.25,487.5,405,-0.16923076923076924,0.04854368932038835,-0.08302578848461524,
28,සුද්දා,Threadfin  Bream,502.5,593.33,558.33,,,,,
29,සූඩයා,White Sardinella,141.25,107.86,130.71,147.5,0.12845229898248023,0.367513443352494,0.04424778761061947,
30,දැල්ලා,Squids /Cuttle fish,680.83,681.43,1083.33,1075,-0.007689254428475098,0.5775648269081198,0.5789550989233728,
31,කකුළුවා(L),Sea Crabs(L),430.0,500.0,1116.67,1100,-0.014928313646824998,1.2,1.558139534883721,
32,තිලාපියා,Tilapia (M),379.0,,,250,,,-0.3403693931398417,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,
