doc_type	doc_id	num	date_str	description	url_metadata	lang	url_excel
lk_fisheries_monthly_fish_production_reports	2025-10-01-fish-production-october-103b5b3e	fish-production-october-2025-provisional-excel-47-kb	2025-10-01	Fish Production - October 2025 PROVISIONAL [EXCEL - 47 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/monthly-fish-production	en	https://www.fisheries.gov.lk/web/images/statistics/weekly/2025/10_Monthly_Fish_Production_-_OCTOBER_2025_PROVISIONAL.xlsx
lk_fisheries_monthly_fish_production_reports	2025-09-01-fish-production-septemb-db1e4bb9	fish-production-september-2025-excel-47-kb	2025-09-01	Fish Production - September 2025 [EXCEL - 47 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/monthly-fish-production	en	https://www.fisheries.gov.lk/web/images/statistics/weekly/2025/9_Monthly_Fish_Production_-_SEPTEMBER_2025_FINAL_1.xlsx
lk_fisheries_monthly_fish_production_reports	2025-08-01-fish-production-august--3ceddbae	fish-production-august-2025-provisional-excel-47-kb	2025-08-01	Fish Production - August 2025 PROVISIONAL [EXCEL - 47 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/monthly-fish-production	en	https://www.fisheries.gov.lk/web/images/statistics/production/2025/8_Monthly_Fish_Production_-_AUGUST_2025_PROVISIONAL.xlsx
lk_fisheries_monthly_fish_production_reports	2025-07-01-fish-production-july-20-3ecbaf92	fish-production-july-2025-excel-47-kb	2025-07-01	Fish Production - July 2025 [EXCEL - 47 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/monthly-fish-production	en	https://www.fisheries.gov.lk/web/images/statistics/production/2025/7_Monthly_Fish_Production_-_JULY_2025_FINAL.xlsx
lk_fisheries_monthly_fish_production_reports	2025-06-01-fish-production-june-20-fce50e0e	fish-production-june-2025-excel-47-kb	2025-06-01	Fish Production - June 2025 [EXCEL - 47 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/monthly-fish-production	en	https://www.fisheries.gov.lk/web/images/statistics/production/2025/6_Monthly_Fish_Production_-_JUNE_2025_FINAL.xlsx
lk_fisheries_monthly_fish_production_reports	2025-05-01-fish-production-may-202-63342dbc	fish-production-may-2025-excel-47-kb	2025-05-01	Fish Production - May 2025 [EXCEL - 47 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/monthly-fish-production	en	https://www.fisheries.gov.lk/web/images/statistics/production/2025/5_Monthly_Fish_Production_-_MAY_2025_FINAL.xlsx
lk_fisheries_monthly_fish_production_reports	2025-04-01-fish-production-april-2-d43ece1f	fish-production-april-2025-excel-47-kb	2025-04-01	Fish Production - April 2025 EXCEL - 47 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/monthly-fish-production	en	https://www.fisheries.gov.lk/web/images/statistics/production/2025/4_Monthly_Fish_Production_-_APRIL_2025_FINAL.xlsx
lk_fisheries_monthly_fish_production_reports	2025-03-01-fish-production-march-2-63f9806a	fish-production-march-2025-excel-46-kb	2025-03-01	Fish Production - March 2025 [EXCEL - 46 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/monthly-fish-production	en	https://www.fisheries.gov.lk/web/images/statistics/production/2025/3_Monthly_Fish_Production_-_MARCH_2025_FINAL.xlsx
lk_fisheries_monthly_fish_production_reports	2025-02-01-fish-production-februar-abfbbf80	fish-production-february-2025-excel-46-kb	2025-02-01	Fish Production - February 2025 [EXCEL - 46 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/monthly-fish-production	en	https://www.fisheries.gov.lk/web/images/statistics/production/2025/2_Monthly_Fish_Production_-_FEBRUARY_2025_FINAL.xlsx
lk_fisheries_monthly_fish_production_reports	2025-01-01-fish-production-january-776a02ce	fish-production-january-2025-excel-46-kb	2025-01-01	Fish Production - January 2025 [EXCEL - 46 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/monthly-fish-production	en	https://www.fisheries.gov.lk/web/images/statistics/production/2025/1_Monthly_Fish_Production_-_JANUARY_2025_FINAL.xlsx
lk_fisheries_monthly_fish_production_reports	2024-12-31-fish-production-septemb-9df8e3d0	fish-production-september-2024-excel-45-kb	2024-12-31	Fish Production - September 2024 [EXCEL - 45 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/monthly-fish-production	en	https://www.fisheries.gov.lk/web/images/statistics/production/2024/9_Monthly_Fish_Production_-_SEPTEMBER_2024_FINAL_REVISED.xlsx
lk_fisheries_monthly_fish_production_reports	2024-12-31-fish-production-october-8e6fa6a7	fish-production-october-2024-excel-45-kb	2024-12-31	Fish Production - October 2024 [EXCEL - 45 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/monthly-fish-production	en	https://www.fisheries.gov.lk/web/images/statistics/production/2024/10_Monthly_Fish_Production_-_OCTOBER_2024_FINAL_REVISED.xlsx
