Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2022,2023,,"% Change 3rd week of Sep. 2023, compared to:",, ,,,,,,
Sinhala Name,,Common Name,3rd week of Sep.,2nd week of Sep.,3rd week of Sep.,Last week ,Last Year,,, , , ,,
1,තෝරා,Seer (L),2300,2121.43,2121.13,-0.00014141404618569887,-0.07776956521739126,, ,,,,, 
2,පරව් (ලොකු),Trevally (L),1400,1325,1242.86,-0.061992452830188755,-0.11224285714285721,  , , ,, ,, 
3,ගල්මාළු (ලොකු),Rock fish (L),1140.67,1625,1357.14,-0.16483692307692302,0.189774430816976, , , ,,,,
4,ගල්මාළු (පොඩි),Rock fish (S),1016.67,1166.67,1070,-0.08285976325781932,0.0524555657194567,, ,, , , ,
5,තලපත්,Sail fish,2191.67,1966.67,2142.86,0.08958798374918012,-0.022270688561690375,,,,, ,,
6,බලයා,Skipjack tuna,650,928.57,830,-0.1061524710038016,0.27692307692307694,,,,,, ,
7,කෙළවල්ලා,Yellowfin tuna,1500,1316.67,1441.67,0.09493646851526957,-0.03888666666666662, ,,,,, ,
8,සාලයා (මට්ට),Sardinella,600,535.71,371.57,-0.30639711784360946,-0.3807166666666667,,,,,,,
9,මෝරා,Sharks,1300,1200,1125,-0.0625,-0.1346153846153846,,,,, , ,
10,හුරුල්ලා,Herrings,821.43,571.43,471.43,-0.17499956250109366,-0.42608621550223386,,,,,,,
11,කුම්බලා,Indian Mackerel,891.62,1100,900,-0.18181818181818182,0.009398622731656979,,,,,,,
12,කාරල්ලා,Pony fish,435,400,420,0.05,-0.034482758620689655,,,,,,,
13,කටුවල්ලා,Katuwalla,400,650,525,-0.19230769230769232,0.3125,,, ,,,,
14,හාල්මැස්සා,Anchovy,483.33,470,465,-0.010638297872340425,-0.03792439947861706,,, ,,,,
15,ඉස්සා (M),"Prawns (M) 3""",1442.86,1433.33,1475,0.029072160632931755,0.022275203415438854,,,,,,,
16, කොප්පරා,Marlins,2471.43,2300,2371.43,0.031056521739130365,-0.0404624043569917,, ,,,,,
17,අලගොඩුවා,Frigate tuna(L),690,806.25,691.67,-0.1421147286821706,0.0024202898550724043,,,,,,,
18,ඇටවල්ලා,Kawakawa,725,933.33,880,-0.057139489783892126,0.21379310344827587,,, ,,,,
19,ඇටිස්සා,Red Bream(L),1333.33,1620,1425,-0.12037037037037036,0.06875267188167976,,,,,,,
20,බෝල්ලා,Big eye scade,778.57,766.67,700,-0.08696049147612397,-0.10091578149684684,,,, ,,,
21,ගින්නටි පරව්,Ginnati Paraw,1216.62,1278.57,1033.33,-0.19180803553970452,-0.15065509362002924,, ,,, ,,
22,හබරලි,Needle fish,964.29,1121.43,1000,-0.10828139072434308,0.037032428004023725,,,,,,,
23,හැඩැල්ලා,Indian Anchovies,1200,1050,1166.67,0.11111428571428579,-0.02777499999999994,, , ,,,,
24,ජීලාවා,Barracuda(L),1383.33,1500,1416.67,-0.05555333333333329,0.024101262894609492,,, ,,,,
25,ලින්නා,Indian Scad(L),657.14,735.71,528.57,-0.2815511546669204,-0.19565085065587232,,, ,,,,
26,ලින්නා,Indian Scad(S),554.29,490,475,-0.030612244897959183,-0.1430478630319868,,,,,,,
27,ලේන පරව්,Rainbow Runner,775,782.14,764.29,-0.022822001176260032,-0.013819354838709724,,,,,,,
28,සුද්දා,Threadfin  Bream,830,1028.57,910,-0.11527654899520688,0.0963855421686747,,, ,,,,
29,සූඩයා,White Sardinella,396.43,408.33,273.33,-0.3306149437954596,-0.31052140352647384,,,,,, ,
30,දැල්ලා,Squids /Cuttle fish,1414.29,1740,1516.67,-0.12835057471264363,0.07238967962723353,,,,,,,
31,කකුළුවා(L),Sea Crabs(L),2400,2250,2225,-0.011111111111111112,-0.07291666666666667,,,, ,,,
32,තිලාපියා,Tilapia (M),500,400,,,,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,
