Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Variety,,,2023,2024,,Compared to Average of 1st week of  Aug. 2024,, ,,,,,,,
Sinhala Name,,Common Name,Average of 1st week of  Aug.,Average of 4th week of  July,Average of 1st week of  Aug.,Last week ,Last Year,, ,, ,,,,
1,තෝරා,Seer,4050,4070,3816.67,-0.06224324324324323,-0.05761234567901233,, ,, ,, ,,
2,පරව් (ලොකු),Trevally (L),2807,2356,2395,0.016553480475382003,-0.14677591734948345, , , ,,,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2213,2290,2040,-0.1091703056768559,-0.07817442385901491,, ,,,,,,
4,තලපත්,Sail fish,3235,3133.33,3056,-0.024679813489163264,-0.0553323029366306,,, ,,,,,
5,බලයා,Skipjack tuna,1607,1393.33,1306.67,-0.06219632104383015,-0.18688861232109516,,, ,,,,,
6,කෙළවල්ලා,Yellowfin tuna,2632,2520,2471.67,-0.0191785714285714,-0.0609156534954407,,, , ,,,, 
7,සාලයා (මට්ට),Sardinella,830,760,673.33,-0.11403947368421047,-0.18875903614457826,,,, ,,, ,
8,මෝරා,Shark,2167,1995,1913.33,-0.04093734335839603,-0.11706045223811724,,,,,,,,
9,හුරුල්ලා,Herrings,1208,1090,964,-0.11559633027522936,-0.20198675496688742,,,,,,,,
10,කුම්බලා,Indian mackerel,1293,1226.67,1260,0.027171121817603696,-0.025522041763341066,,,,,,,,
11,කාරල්ලා,Pony fish,,,480,,,,,,,,,,
12,කටුවල්ලා,Katuwalla,,635,,, ,,,,,,,,
13,හාල්මැස්සා,Anchovies,920,,856,,-0.06956521739130435,,,,,,,,
14,ඉස්සා (M),Prawns (M),1820,1972,1973.33,0.0006744421906693343,0.08424725274725271,,,,,,,,
15, කොප්පරා,Marlins,3860,3640,3495,-0.03983516483516483,-0.09455958549222798,,,,,,,,
16,අලගොඩුවා,Frigate tuna,1037,1090,813.33,-0.25382568807339445,-0.2156894889103182,,,,,,,,
17,ඇටවල්ලා,Kawakawa,1213,1115,926.67,-0.1689058295964126,-0.2360511129431163,,,,,,,,
18,ඇටිස්සා,Red Bream(L),1920,1810,1780,-0.016574585635359115,-0.07291666666666667,,, ,,,,,
