Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Variety,,,2020,2021,2022,,"% Change 2nd week of March 2022, compared to:",,
Sinhala Name,,Common Name,March  2nd week average,March  2nd week average,March 1st week average,March  2nd week average,Last week ,Last Year,2020.0
1,තෝරා,Seer,1554,1480,2228,2240,0.005385996409335727,0.5135135135135135,0.44144144144144143
2,පරව් (ලොකු),Trevally (L),1061.17,1060,1692,1720,0.016548463356973995,0.6226415094339622,0.6208524553087629
3,ගල්මාළු (ලොකු),Rock Fish (L),626.67,,1490,1360,-0.087248322147651,,1.170201222333924
4,තලපත්,Sail fish,1102,1320,1803.33,1903.33,0.05545296756555927,0.4419166666666666,0.7271597096188747
5,බලයා,Skipjack tuna,597.5,710,1068,1033.33,-0.03246254681647947,0.455394366197183,0.7294225941422593
6,කෙළවල්ලා,Yellowfin tuna,1010.67,1035,1586,1596.67,0.006727616645649479,0.5426763285024155,0.5798133911167841
7,සාලයා (මට්ට),Sardinella,293.33,200,356.66,384,0.07665563842314801,0.92,0.30910578529301475
8,මෝරා,Shark,916.67,,1310,1290,-0.015267175572519083,,0.40726760993596395
9,හුරුල්ලා,Herrings,636,520,765,800,0.0457516339869281,0.5384615384615384,0.2578616352201258
10,කුම්බලා,Indian mackerel,663.25,517.5,788,840,0.06598984771573604,0.6231884057971014,0.26649076517150394
11,කාරල්ලා,Pony fish,187,150,310,,,,
12,කටුවල්ලා,Katuwalla,340,400,,560,,0.4,0.6470588235294118
13,හාල්මැස්සා,Anchovies,400,360,,573.33,,0.5925833333333335,0.4333250000000001
14,ඉස්සා (M),Prawns (M),1107.5,1120,1348,1366.67,0.013850148367952576,0.2202410714285715,0.23401354401805877
15, කොප්පරා,Marlins,895,980,2080,2180,0.04807692307692308,1.2244897959183674,1.4357541899441342
16,අලගොඩුවා,Frigate tuna,450,380,690,586.66,-0.14976811594202905,0.5438421052631578,0.30368888888888884
17,ඇටවල්ලා,Kawakawa,523.33,470,746.67,760,0.017852598872326517,0.6170212765957447,0.45223854929012275
18,ඇටිස්සා,Red Bream,820,,,1100,,,0.34146341463414637
19,බෝල්ලා,Big eye scade,512,453.33,688,706.67,0.027136627906976685,0.5588423444290032,0.3802148437499999
20,ගින්නටි පරව්,Ginnati paraw,960,,1070,,,,
21,හබරලි,Needle fish,563,,,,,,
22,හැඩැල්ලා,Indian Anchovy,600,,1346.67,1370,0.01732421454402335,,1.2833333333333334
23,ජීලාවා,Barracuda,914,700,1693.33,,,,
24,ලින්නා,Indian Scade,428,363.33,666.66,665,-0.0024900249002489548,0.8302920210277159,0.5537383177570093
25,ලේන පරව්,Rainbow runner,,,800,760,-0.05,,
26,සුද්දා,Threadfin bream,632,532.5,886.66,995,0.12218888863826048,0.8685446009389671,0.5743670886075949
27,සූඩයා,White Sardinella,150,150,,,,,
28,දැල්ලා,Cuttle fish,840,,1413.33,1380,-0.02358260278915747,,0.6428571428571429
29,කකුළුවා,Sea Crabs(L),1600,,,2226.67,,,0.39166875000000007
30,තිලාපියා,Thilapia (M),,,650,700,0.07692307692307693,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,440,,,,,
**Rrtail Price collection done by Telephone,,,,,,,,,
