Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Variety,,,2022,2023,,"% Change 4th  week of Feb. 2023, compared to:",, ,,,,,
Sinhala Name,,Common Name,4th week of Feb.,3rd week of Feb.,4th week of Feb.,Last week ,Last Year,,,,,,
1,තෝරා,Seer (L),1500,1842.86,1600,-0.13178429180729948,0.06666666666666667,,,,,,
2,පරව් (ලොකු),Trevally (L),833.33,1010.71,916.67,-0.09304350407139543,0.10000840003360004,  ,, , ,,
3,ගල්මාළු (ලොකු),Rock fish (L),873.33,971.43,1025,0.055145507138960145,0.1736686017885564, ,, ,,,
4,ගල්මාළු (පොඩි),Rock fish (S),675,800,833.33,0.041662500000000054,0.23456296296296303,, ,,, , 
5,තලපත්,Sail fish,1216.67,1435.71,1178.57,-0.17910302219807628,-0.03131498269867765,,,,,,
6,බලයා,Skipjack tuna,618.33,582.14,597.86,0.027003813515649205,-0.03310529975902839,,,,,,
7,කෙළවල්ලා,Yellowfin tuna,1100,1028.57,1058.33,0.028933373518574324,-0.037881818181818246, ,,,,,
8,සාලයා (මට්ට),Sardinella,256,347.86,316,-0.09158857011441388,0.234375,,,,,,
9,මෝරා,Sharks,800,900,,,,,,,,,
10,හුරුල්ලා,Herrings,606.43,561.43,721.43,0.2849865521970682,0.1896344178223373,,,,,,
11,කුම්බලා,Indian Mackerel,626,664.29,745.83,0.12274759517680543,0.19142172523961667,,,,,,
12,කාරල්ලා,Pony fish,200,417.86,308.33,-0.2621212846407888,0.54165,,,,,,
13,කටුවල්ලා,Katuwalla,356,400,500,0.25,0.4044943820224719,,, ,,,
14,හාල්මැස්සා,Anchovy,330,390,478.57,0.22710256410256408,0.4502121212121212,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",1100,1521.43,1342.86,-0.11736984284521809,0.22078181818181808,,,,,,
16, කොප්පරා,Marlins,1483.33,1600,1333.33,-0.16666875000000003,-0.10112382275016349,, ,,,,
17,අලගොඩුවා,Frigate tuna(L),562.5,575,675,0.17391304347826086,0.2,,,,,,
18,ඇටවල්ලා,Kawakawa,650,639.29,787.5,0.23183531730513546,0.21153846153846154,,, ,,,
19,ඇටිස්සා,Red Bream(L),797.5,1016.67,1000,-0.016396667551909626,0.25391849529780564,,,,,,
20,බෝල්ලා,Big eye scade,580,680,667.5,-0.01838235294117647,0.15086206896551724,,,,,,
21,ගින්නටි පරව්,Ginnati Paraw,633.33,1000,970,-0.03,0.5315870083526755,, ,,, ,
22,හබරලි,Needle fish,625,850,806,-0.05176470588235294,0.2896,,,,,,
23,හැඩැල්ලා,Indian Anchovies,925,1114.29,1100,-0.012824309650091056,0.1891891891891892,, , ,,,
24,ජීලාවා,Barracuda(L),900,1085.71,950,-0.12499654603899756,0.05555555555555555,,, ,,,
25,ලින්නා,Indian Scad(L),490,628.57,671.43,0.06818651860572394,0.3702653061224489,,,,,,
26,ලින්නා,Indian Scad(S),366,485.71,512.5,0.05515636902678558,0.40027322404371585,,,,,,
27,ලේන පරව්,Rainbow Runner,500,657.14,678.57,0.03261101135222337,0.3571400000000001,,,,,,
28,සුද්දා,Threadfin  Bream,712.5,917.86,810,-0.11751247466933956,0.1368421052631579,,,,,,
29,සූඩයා,White Sardinella,151.43,248.57,257.14,0.03447720963913583,0.6980783200158487,,,,,,
30,දැල්ලා,Squids /Cuttle fish,1212.5,1400,1375,-0.017857142857142856,0.13402061855670103,,,,,,
31,කකුළුවා(L),Sea Crabs(L),1500,2100,1583.33,-0.24603333333333338,0.05555333333333329,,,, ,,
32,තිලාපියා,Tilapia (M),,500,500,0,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,
