Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 02nd  week March 2019, compared to:",
Sinhala Name,,Common Name,2nd week March,1st week March,2nd week March,Last week ,Last Year
1,තෝරා,Seer,1433,1377,1522.4,0.10559186637618016,0.06238660153524082
2,පරව් (ලොකු),Trevally (L),862,942,942,0,0.09280742459396751
3,ගල්මාළු (ලොකු),Rock Fish (L),633,860,860,0,0.358609794628752
4,තලපත්,Sail fish,1028,1121.67,1113.33,-0.0074353419454921185,0.08300583657587542
5,බලයා,Skipjack tuna,510,495,567.5,0.14646464646464646,0.11274509803921569
6,කෙළවල්ලා,Yellowfin tuna,905,900,923.33,0.025922222222222267,0.020254143646408884
7,සාලයා (මට්ට),Sardinella,200,320,230,-0.28125,0.15
8,මෝරා,Shark,720,806.67,903.33,0.11982595113243344,0.25462500000000005
9,හුරුල්ලා,Herrings,375,395,414,0.04810126582278481,0.104
10,කුම්බලා,Indian mackerel,469,524,491.67,-0.06169847328244272,0.048336886993603445
11,කාරල්ලා,Pony fish,160,150,270,0.8,0.6875
12,කටුවල්ලා,Katuwalla,320,290,290,0,-0.09375
13,හාල්මැස්සා,Anchovies,350,440,385,-0.125,0.1
14,ඉස්සා (M),Prawns (M),930,972,990,0.018518518518518517,0.06451612903225806
15, කොප්පරා,Marlins,790,960,890,-0.07291666666666667,0.12658227848101267
16,අලගොඩුවා,Frigate tuna,320,286.67,290,0.011616143998325544,-0.09375
17,ඇටවල්ලා,Kawakawa,460,320,373,0.165625,-0.1891304347826087
18,ඇටිස්සා,Red Bream,760,600,586.67,-0.022216666666666735,-0.22806578947368428
19,බෝල්ලා,Big eye scade,320,412.5,405,-0.01818181818181818,0.265625
20,ගින්නටි පරව්,Ginnati paraw,670,666.67,666.67,0,-0.004970149253731404
21,හබරලි,Needle fish,473,­,­,­,­
22,හැඩැල්ලා,Indian Anchovy,763,­,­,­,­
23,ජීලාවා,Barracuda,700,758,630,-0.16886543535620052,-0.1
24,ලින්නා,Indian Scade,340,318.33,314,-0.013602236672635265,-0.07647058823529412
25,ලේන පරව්,Rainbow runner,280,600,600,0,1.1428571428571428
26,සුද්දා,Threadfin bream,537,551.67,578,0.04772780829118865,0.07635009310986965
27,සූඩයා,White Sardinella,160,­,­,­,­
28,දැල්ලා,Cuttle fish,810,1020,1020,0,0.25925925925925924
29,කකුළුවා,Sea Crabs,800,800,800,0,0
30,තිලාපියා,Thilapia (M),­,450,450,0,­
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,
Maharagama and Dematagoda fish markets.,,,440,,,,
