Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2023,2024,,% Change   compared to:4thweek of Oct. 2024,, , ,, , ,,,,
Sinhala Name,,Common Name,4th  week of Oct.,3rd  week of Oct.,4th  week of Oct.,Last week ,Last Year,, , , , ,,,,
1,තෝරා,Seer (L),1616.6666666666667,1966.6666666666667,1828.5714285714287,-0.07021791767554478,0.13107511045655376,, , , ,,, , ,
2,පරව් (ලොකු),Trevally (L),975,1200,1230,0.025,0.26153846153846155,  , , , , ,, ,,
3,ගල්මාළු (ලොකු),Rock fish (L),950,1275,1121.4285714285713,-0.12044817927170876,0.18045112781954878, , , , ,,,,,
4,ගල්මාළු (පොඩි),Rock fish (S),716.67,975,816.6666666666666,-0.16239316239316243,0.13952958358333217,, , , , , ,,,
5,තලපත්,Sail fish,1366.6666666666667,1666.6666666666667,1885.7142857142858,0.13142857142857142,0.3797909407665505,,,,, ,,,,
6,බලයා,Skipjack tuna,637.5,740,735.7142857142857,-0.005791505791505857,0.15406162464985987, ,, ,, , ,,,
7,කෙළවල්ලා,Yellowfin tuna,890,1216.6666666666667,1241.6666666666667,0.02054794520547945,0.3951310861423222, ,,,,,,,,
8,සාලයා (මට්ට),Sardinella,225,400,383.3333333333333,-0.04166666666666671,0.7037037037037036,,,,,,,,,
9,මෝරා,Sharks,800,1000,835.7142857142857,-0.16428571428571434,0.04464285714285708,,, ,, , ,,,
10,හුරුල්ලා,Herrings,358.33,675,887.5,0.3148148148148148,1.476767225741635,,,,,,,,,
11,කුම්බලා,Indian Mackerel,466.67,691.6666666666666,714.2857142857143,0.03270223752151476,0.5306013120314447,,,,,,,,,
12,කාරල්ලා,Pony fish,235,250,279.1666666666667,0.11666666666666674,0.1879432624113476,,,, ,,,,,
13,කටුවල්ලා,Katuwalla,475,466.6666666666667,,,,,, ,,,,,,
14,හාල්මැස්සා,Anchovy,321.67,500,342.85714285714283,-0.31428571428571433,0.06586608280891229,,, ,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",1308.33,1575,1578.5714285714287,0.002267573696145187,0.20655448439723065,,,,,,,,,
16, කොප්පරා,Marlins,1541.6666666666667,2133.3333333333335,2228.5714285714284,0.044642857142857005,0.4455598455598454,, ,,,,,,,
17,අලගොඩුවා,Frigate tuna(L),460,600,550,-0.08333333333333333,0.1956521739130435,,,,,,,,,
18,ඇටවල්ලා,Kawakawa,620,775,700,-0.0967741935483871,0.12903225806451613,,, ,,,,,,
19,ඇටිස්සා,Red Bream(L),1016.67,1300,1228.5714285714287,-0.05494505494505487,0.20842695129336827,,,,,,,,,
20,බෝල්ලා,Big eye scade,391.34,662.5,710,0.07169811320754717,0.8142791434558185,,,, ,,,,,
21,ගින්නටි පරව්,Ginnati Paraw,775,925,850,-0.08108108108108109,0.0967741935483871,, ,,, ,,,,
22,හබරලි,Needle fish,708.33,816.6666666666666,710.7142857142857,-0.12973760932944609,0.0033660662604797545,,, ,, ,,,,
23,හැඩැල්ලා,Indian Anchovies,1205,1333.3333333333333,1300,-0.024999999999999946,0.07883817427385892,, , , , ,,,,
24,ජීලාවා,Barracuda(L),850,1325,1264.2857142857142,-0.04582210242587606,0.4873949579831932,,, ,,,,,,
25,ලින්නා,Indian Scad(L),401.67,575,525,-0.08695652173913043,0.3070430950780491,,, ,,,,,,
26,ලින්නා,Indian Scad(S),305,487.5,420,-0.13846153846153847,0.3770491803278688,,,,,,,,,
27,ලේන පරව්,Rainbow Runner,500,583.3333333333334,532.1428571428571,-0.08775510204081644,0.06428571428571422,,, , ,, ,,,
28,සුද්දා,Threadfin  Bream,620,716.6666666666666,592.8571428571429,-0.1727574750830564,-0.04377880184331792,,, ,,,,,, 
29,සූඩයා,White Sardinella,150,270,249,-0.07777777777777778,0.66, ,,,,, , ,,
30,දැල්ලා,Squids /Cuttle fish,1400,1420,1542.857142857143,0.0865191146881288,0.10204081632653064,,,,, ,,,,
31,කකුළුවා(L),Sea Crabs(L),1866.62,2060,1816.6666666666667,-0.11812297734627827,-0.036532320002776245,,,, ,,,,,
32,තිලාපියා,Tilapia (M),350,500,400,-0.2,0.14285714285714285,,,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,,,
