Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 2nd week July 2019, compared to:",
Sinhala Name,,Common Name,2nd week July,1st week July,2nd week July,Last week ,Last Year
1,තෝරා,Seer,1668,1525,1505.33,-0.012898360655737753,-0.09752398081534777
2,පරව් (ලොකු),Trevally (L),1064,1150,1120,-0.02608695652173913,0.05263157894736842
3,ගල්මාළු (ලොකු),Rock Fish (L),660,800,751.11,-0.061112499999999986,0.13804545454545455
4,තලපත්,Sail fish,1114,1220.83,1227.5,0.005463496146064622,0.10188509874326751
5,බලයා,Skipjack tuna,753,733.33,666.67,-0.09090041318369639,-0.11464807436918996
6,කෙළවල්ලා,Yellowfin tuna,920,1075.67,1065.33,-0.00961261353389064,0.15796739130434775
7,සාලයා (මට්ට),Sardinella,280,­,270,­,-0.03571428571428571
8,මෝරා,Shark,773,946.67,1160,0.22534779807113361,0.500646830530401
9,හුරුල්ලා,Herrings,538,540,535,-0.009259259259259259,-0.0055762081784386614
10,කුම්බලා,Indian mackerel,653,672,647.78,-0.03604166666666671,-0.007993874425727453
11,කාරල්ලා,Pony fish,240,240,­,­,­
12,කටුවල්ලා,Katuwalla,­,­,­,­,­
13,හාල්මැස්සා,Anchovies,507,600,­,­,­
14,ඉස්සා (M),Prawns (M),1257,1203,1184.17,-0.01565253532834574,-0.05793953858392993
15, කොප්පරා,Marlins,1600,960,960,0,-0.4
16,අලගොඩුවා,Frigate tuna,400,520,400,-0.23076923076923078,0
17,ඇටවල්ලා,Kawakawa,460,500,480,-0.04,0.043478260869565216
18,ඇටිස්සා,Red Bream,960,800,760,-0.05,-0.20833333333333334
19,බෝල්ලා,Big eye scade,500,500,532,0.064,0.064
20,ගින්නටි පරව්,Ginnati paraw,783,936.67,1000,0.06761185903253018,0.2771392081736909
21,හබරලි,Needle fish,720,720,720,0,0
22,හැඩැල්ලා,Indian Anchovy,797,897.5,900,0.002785515320334262,0.12923462986198245
23,ජීලාවා,Barracuda,1150,1040,775,-0.2548076923076923,-0.32608695652173914
24,ලින්නා,Indian Scade,410,492.5,504,0.023350253807106598,0.22926829268292684
25,ලේන පරව්,Rainbow runner,493,576.67,600,0.04045641354674258,0.21703853955375255
26,සුද්දා,Threadfin bream,633,906.67,635,-0.29963492781276535,0.00315955766192733
27,සූඩයා,White Sardinella,­,400,­,­,­
28,දැල්ලා,Cuttle fish,800,1013.33,960,-0.05262846259362699,0.2
29,කකුළුවා,Sea Crabs,780,­,1000,­,0.28205128205128205
30,තිලාපියා,Thilapia (M),­,600,545,-0.09166666666666666,­
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,
Maharagama and Dematagoda fish markets.,,,440,,,,
