Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Variety,,,2019,2020,2021,,"% Change 4th  week of October 2021, compared to:",,
Sinhala Name,,Common Name,October 4th week average,October 4th week average,October 3rd week average,October 4th week average,Last week ,Last Year,2019.0
1,තෝරා,Seer,1340,,2343.33,2390,0.019916102298865323,,0.7835820895522388
2,පරව් (ලොකු),Trevally (L),958.33,1215,1590,1520,-0.0440251572327044,0.25102880658436216,0.5860924733651247
3,ගල්මාළු (ලොකු),Rock Fish (L),870,1042,1390,1335,-0.039568345323741004,0.28119001919385794,0.5344827586206896
4,තලපත්,Sail fish,1168.33,1138,1710,1760,0.029239766081871343,0.546572934973638,0.5064236987837342
5,බලයා,Skipjack tuna,800,684,860,863.33,0.0038720930232558617,0.26217836257309945,0.07916250000000005
6,කෙළවල්ලා,Yellowfin tuna,985,969,1403.33,1550,0.10451568768571902,0.5995872033023736,0.5736040609137056
7,සාලයා (මට්ට),Sardinella,205,254,300,325,0.08333333333333333,0.2795275590551181,0.5853658536585366
8,මෝරා,Shark,745,,,1150,,,0.5436241610738255
9,හුරුල්ලා,Herrings,420,492,560,566,0.010714285714285714,0.15040650406504066,0.3476190476190476
10,කුම්බලා,Indian mackerel,511.67,,647.5,620,-0.04247104247104247,,0.21171849043328705
11,කාරල්ලා,Pony fish,175,,,,,,
12,කටුවල්ලා,Katuwalla,­,,,,,,
13,හාල්මැස්සා,Anchovies,270,,450,460,0.022222222222222223,,0.7037037037037037
14,ඉස්සා (M),Prawns (M),1288,1123,1283,1310,0.021044427123928292,0.16651825467497774,0.017080745341614908
15, කොප්පරා,Marlins,960,,1743.33,1783.33,0.02294459454033373,,0.8576354166666665
16,අලගොඩුවා,Frigate tuna,330,,,560,,,
17,ඇටවල්ලා,Kawakawa,420,,575,587.5,0.021739130434782608,,0.39880952380952384
18,ඇටිස්සා,Red Bream,740,,,,,,
19,බෝල්ලා,Big eye scade,376,,625,598.33,-0.04267199999999993,,0.5913031914893618
20,ගින්නටි පරව්,Ginnati paraw,585,,690,770,0.11594202898550725,,
21,හබරලි,Needle fish,400,,,600,,,
22,හැඩැල්ලා,Indian Anchovy,­,,1125,1043.33,-0.07259555555555562,,
23,ජීලාවා,Barracuda,742,,1380,1280,-0.07246376811594203,,0.7250673854447439
24,ලින්නා,Indian Scade,336,354,573.33,585,0.02035476950447379,0.652542372881356,0.7410714285714286
25,ලේන පරව්,Rainbow runner,415,,686.67,690,0.004849491021888303,,0.6626506024096386
26,සුද්දා,Threadfin bream,432,,773.33,760,-0.017237143263548603,,0.7592592592592593
27,සූඩයා,White Sardinella,140,,260,,,,
28,දැල්ලා,Cuttle fish,1040,,1244,1280,0.028938906752411574,,0.23076923076923078
29,කකුළුවා,Sea Crabs(L),1225,,1740,1765,0.014367816091954023,,
30,තිලාපියා,Thilapia (M),450,,640,640,0,,0.4222222222222222
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,440,,,,,
(price collection was done by over the phone due to prevailling covid pandemic ),,,,,,,,,
