Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Variety,,,2025,2026,,% Change   compared to:2nd week of Mar. 2026,, 
Sinhala Name,,Common Name,2nd week of Mar.,1st week of Mar.,2nd week of Mar.,Last week ,Last Year,
1,තෝරා,Seer (Ni-L),1300,1875,1900,0.013333333333333334,0.46153846153846156,
2,පරව් (ලොකු),Trevally (L),1000,1108.33,837.5,-0.24435862965001393,-0.1625,  
3,ගල්මාළු (ලොකු),Rock fish (L),1030,1200,1033.3333333333333,-0.13888888888888895,0.003236245954692483, 
4,ගල්මාළු (පොඩි),Rock fish (S),750,841.67,733.3333333333334,-0.12871632191555668,-0.02222222222222217,
5,තලපත්,Sail fish,1350,1675,1557.142857142857,-0.070362473347548,0.1534391534391534,
6,බලයා,Skipjack tuna,725,855,821.4285714285714,-0.03926482873851293,0.13300492610837442, 
7,කෙළවල්ලා,Yellowfin tuna,1050,1130,1207.142857142857,0.06826801517067001,0.1496598639455782, 
8,සාලයා (මට්ට),Sardinella,406,435,343.3333333333333,-0.21072796934865906,-0.1543513957307061,
9,මෝරා,Sharks,900,1150,1010,-0.12173913043478261,0.12222222222222222,
10,හුරුල්ලා,Herrings,780,950,850,-0.10526315789473684,0.08974358974358974,
11,කුම්බලා,Indian Mackerel,758.33,1162.5,887.5,-0.23655913978494625,0.1703348146585259,
12,කාරල්ලා,Pony fish,200,262.5,211.42857142857142,-0.19455782312925174,0.05714285714285708,
13,කටුවල්ලා,Katuwalla,512.5,441.67,650,0.4716870061358027,0.2682926829268293,
14,හාල්මැස්සා,Anchovy,279.17,483.33,360,-0.2551672770157035,0.289536841351148,
15,ඉස්සා (M),"Prawns (M) 3""",1870,2516.67,2050,-0.1854315424747782,0.0962566844919786,
16, කොප්පරා,Marlins,1558.33,1916.67,1733.3333333333333,-0.09565374668913626,0.11230184449592406,
17,අලගොඩුවා,Frigate tuna(L),700,737.5,725,-0.01694915254237288,0.03571428571428571,
18,ඇටවල්ලා,Kawakawa,850,1000,900,-0.1,0.058823529411764705,
19,ඇටිස්සා,Red Bream(L),1080,1180,1150,-0.025423728813559324,0.06481481481481481,
20,බෝල්ලා,Big eye scade,758.33,940,880,-0.06382978723404255,0.16044466129521442,
21,ගින්නටි පරව්,Ginnati Paraw,733.33,1200,1175,-0.020833333333333332,0.6022800103636834,
22,හබරලි,Needle fish,750,920,1007.1428571428571,0.09472049689440991,0.3428571428571428, 
23,හැඩැල්ලා,Indian Anchovies,1850,1808.33,1866.6666666666667,0.03225996729947898,0.00900900900900905,
24,ජීලාවා,Barracuda(L),1066.67,1130,1050,-0.07079646017699115,-0.01562807616226206,
25,ලින්නා,Indian Scad(L),666.67,862.5,760.7142857142857,-0.1180124223602485,0.14106572324281236,
26,ලින්නා,Indian Scad(S),560,708.33,668.75,-0.055877910013694236,0.19419642857142858,
27,ලේන පරව්,Rainbow Runner,570,850,657.1428571428571,-0.22689075630252103,0.1528822055137844,
28,සුද්දා,Threadfin  Bream,690,960,964.2857142857143,0.004464285714285765,0.39751552795031064,
29,සූඩයා,White Sardinella,275,299,270,-0.09698996655518395,-0.01818181818181818, 
30,දැල්ලා,Squids /Cuttle fish(Peeli),1525,1640,1778.5714285714287,0.08449477351916382,0.16627634660421553,
31,කකුළුවා(L),Sea Crabs(L),1766.67,2362.5,2180,-0.07724867724867725,0.23395993592464914,
32,තිලාපියා,Tilapia (M),,,500,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,
