Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
Variety,,,2022,2023,2023,"% Change 1st week of March. 2023, compared to:",,,,,
Sinhala Name,,Common Name,Average of 1st  week of March,Average of 4th week of Feb.,Average of 1st  week of March,Last week ,Last Year,,,,
1,තෝරා,Seer,2228,3098,3325,0.07327307940606843,0.49236983842010773,,,,
2,පරව් (ලොකු),Trevally (L),1692,2105,2350,0.1163895486935867,0.3888888888888889,,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),1490,2110,2125,0.0071090047393364926,0.4261744966442953,,,,
4,තලපත්,Sail fish,1803.33,2268,2320,0.02292768959435626,0.28650884752097516,,,,
5,බලයා,Skipjack tuna,1068,1380,1420,0.028985507246376812,0.3295880149812734,,,,
6,කෙළවල්ලා,Yellowfin tuna,1586,2145,1975,-0.07925407925407925,0.24527112232030265,,,,
7,සාලයා (මට්ට),Sardinella,356.66,607,685,0.128500823723229,0.9205966466662927,,,,
8,මෝරා,Shark,1310,,1997,,,,,,
9,හුරුල්ලා,Herrings,765,1002,1062.5,0.06037924151696607,0.3888888888888889,,,,
10,කුම්බලා,Indian mackerel,788,1055,1127,0.06824644549763033,0.4302030456852792,,,,
11,කාරල්ලා,Pony fish,310,,520,,,,,,
12,කටුවල්ලා,Katuwalla,,700,887.5,0.26785714285714285,,,,,
13,හාල්මැස්සා,Anchovies,,710,720,0.014084507042253521,,,,,
14,ඉස්සා (M),Prawns (M),1348,1810,1908,0.05414364640883978,0.41543026706231456,,,,
15, කොප්පරා,Marlins,2080,2970,,, ,,,, 
16,අලගොඩුවා,Frigate tuna,690,870,890,0.022988505747126436,0.2898550724637681,,,,
17,ඇටවල්ලා,Kawakawa,746.67,1193,1080,-0.09471919530595138,0.4464221141869903,,,,
18,ඇටිස්සා,Red Bream(L),,1747,1830,0.04751001717229536,,,,,
19,බෝල්ලා,Big eye scade,688,1025,1035,0.00975609756097561,0.5043604651162791,,,,
20,ගින්නටි පරව්,Ginnati paraw,1070,,1360,,0.27102803738317754,,,,
21,හබරලි,Needle fish,,1080,1120,0.037037037037037035,,,,,
22,හැඩැල්ලා,Indian Anchovy,1346.67,1647,1660,0.007893139040680024,0.2326702161628312,,, ,
23,ජීලාවා,Barracuda,1693.33,1857,1875,0.009693053311793215,0.10728564426307931,,,,
24,ලින්නා,Indian Scade,666.66,893,905,0.013437849944008958,0.35751357513575144,,,,
25,ලේන පරව්,Rainbow runner,800,1013,1080,0.06614017769002961,0.35,,,,
26,සුද්දා,Threadfin bream,886.66,1223.33,1290,0.05449878610023467,0.454898157129001,,,,
27,සූඩයා,White Sardinella,,420,460,0.09523809523809523,,,,,
28,දැල්ලා,Cuttle fish,1413.33,1980,2067,0.04393939393939394,0.46250344930058807,,,,
29,කකුළුවා,Sea Crabs(L),,2490,,,,,,,
30,තිලාපියා,Thilapia (M),650,1100,1100,0,0.6923076923076923,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,, ,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
