--- 01-Wholesale.csv ---

Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2022,2023,,"% Change 3rd week of July 2023, compared to:",, ,,,,,,
Sinhala Name,,Common Name,3rd  week of July,3rd  week of July,3rd  week of July,Last week ,Last Year,,, , , ,,
1,තෝරා,Seer (L),2440,2666.67,2841.6666666666665,0.06562366797041495,0.16461748633879775,, ,,,,,
2,පරව් (ලොකු),Trevally (L),1460,1380,1308.3333333333333,-0.05193236714975851,-0.10388127853881284,  ,, ,, ,, 
3,ගල්මාළු (ලොකු),Rock fish (L),1800,1458.33,1391.6666666666667,-0.045712104484810154,-0.2268518518518518, ,, ,,,,
4,ගල්මාළු (පොඩි),Rock fish (S),1200,1120,1025,-0.08482142857142858,-0.14583333333333334,, ,,, , ,
5,තලපත්,Sail fish,1691.67,2285.71,2092.8571428571427,-0.0843732831999061,0.23715449399536706,,,,, ,,
6,බලයා,Skipjack tuna,991.67,1032.14,864.2857142857143,-0.16262743979914135,-0.12845431011756495,,,,,, ,
7,කෙළවල්ලා,Yellowfin tuna,1560,1533.33,1550,0.01087176276470171,-0.00641025641025641, ,,,,, ,
8,සාලයා (මට්ට),Sardinella,728.57,550,535.7142857142857,-0.025974025974026062,-0.2647044405969425,,,,,,,
9,මෝරා,Sharks,800,1200,1250,0.041666666666666664,0.5625,,,,, ,,
10,හුරුල්ලා,Herrings,953.57,917.86,870,-0.052143028348549905,-0.08763908260536725,,,,,,,
11,කුම්බලා,Indian Mackerel,1150,1271.43,1058.3333333333333,-0.16760393153116318,-0.0797101449275363,,,,,,,
12,කාරල්ලා,Pony fish,590,380,375,-0.013157894736842105,-0.3644067796610169,,,,,,,
13,කටුවල්ලා,Katuwalla,850,512.5,550,0.07317073170731707,,,, ,,,,
14,හාල්මැස්සා,Anchovy,800,783.33,600,-0.2340392937842289,-0.25,,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",1250,1408.33,1475,0.04733975701717642,0.18,,,,,,,
16, කොප්පරා,Marlins,2107.14,2585.71,2528.5714285714284,-0.02209782668148075,0.20000162712085034,, ,,,,,
17,අලගොඩුවා,Frigate tuna(L),875,980,915,-0.0663265306122449,0.045714285714285714,,,,,,,
18,ඇටවල්ලා,Kawakawa,1016,1007.14,1005,-0.0021248287229183494,-0.010826771653543307,,, ,,,,
19,ඇටිස්සා,Red Bream(L),1750,1541.67,1483.3333333333333,-0.03783991818396078,-0.15238095238095242,,,,,,,
20,බෝල්ලා,Big eye scade,980,1175,968.75,-0.17553191489361702,-0.011479591836734694,,,, ,,,
21,ගින්නටි පරව්,Ginnati Paraw,1330,1300,1337.5,0.028846153846153848,0.005639097744360902,, ,,, ,,
22,හබරලි,Needle fish,1083.33,1273.33,1083.3333333333333,-0.14921243249327878,3.076932544405031e-06,,,,,,,
23,හැඩැල්ලා,Indian Anchovies,1350,1592.86,1200,-0.24663812262220153,-0.1111111111111111,, , ,,,,
24,ජීලාවා,Barracuda(L),1700,1500,1500,0,-0.11764705882352941,,, ,,,,
25,ලින්නා,Indian Scad(L),652.86,957.14,764.2857142857143,-0.20149015370195128,0.17067321368396643,,,,,,,
26,ලින්නා,Indian Scad(S),550,650,529.1666666666666,-0.18589743589743596,-0.03787878787878795,,,,,,,
27,ලේන පරව්,Rainbow Runner,746.43,975,864.2857142857143,-0.1135531135531135,0.15789252077986468,,,,,,,
28,සුද්දා,Threadfin  Bream,1125,1160,1437.5,0.23922413793103448,0.2777777777777778,,, ,,,,
29,සූඩයා,White Sardinella,497.8,410,400,-0.024390243902439025,-0.19646444355162718,,,,,, ,
30,දැල්ලා,Squids /Cuttle fish,1514.29,1375,1560,0.13454545454545455,0.03018576362519731,,,,,,,
31,කකුළුවා(L),Sea Crabs(L),,1716.67,2020,0.1766967442781664,,,,, ,,,
32,තිලාපියා,Tilapia (M),450,,,,,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,

--- 02-Ratail.csv ---

Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
Variety,,,2022,2023,2023,"% Change 3rd week of July 2023, compared to:",,,,,
Sinhala Name,,Common Name,Average of 3rd week of July,Average of 2nd week of July,Average of 3rd week of July,Last week ,Last Year,,,,
1,තෝරා,Seer,3800,4226.67,4220,-0.0015780744652409751,0.11052631578947368,,,,
2,පරව් (ලොකු),Trevally (L),2770,2996,2999,0.0010013351134846463,0.08267148014440433,,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2390,2440,2230,-0.0860655737704918,-0.06694560669456066,,,,
4,තලපත්,Sail fish,2780,3330,3220,-0.03303303303303303,0.15827338129496402,,,,
5,බලයා,Skipjack tuna,1793.33,1702.5,1690,-0.007342143906020558,-0.05761906620644273,,,,
6,කෙළවල්ලා,Yellowfin tuna,2695,2880,2798.33,-0.028357638888888915,0.03834137291280146,,,,
7,සාලයා (මට්ට),Sardinella,1030,803,772,-0.038605230386052306,-0.2504854368932039,,,,
8,මෝරා,Shark,1820,2050,2100,0.024390243902439025,0.15384615384615385,,,,
9,හුරුල්ලා,Herrings,1180,1407,1206.25,-0.14267945984363894,0.022245762711864406,,,,
10,කුම්බලා,Indian mackerel,1366.66,1433,1463,0.0209351011863224,0.0704930267952526,,,, 
11,කාරල්ලා,Pony fish,700,,700,,0,,,,
12,කටුවල්ලා,Katuwalla,,,,,,,,,
13,හාල්මැස්සා,Anchovies,,1200,1060,-0.11666666666666667,,,,,
14,ඉස්සා (M),Prawns (M),1650,1893,1898,0.002641310089804543,0.1503030303030303,,,,
15, කොප්පරා,Marlins,3160,4030,3847,-0.04540942928039702,0.21740506329113923,,,,
16,අලගොඩුවා,Frigate tuna,1080,1210,1130,-0.06611570247933884,0.046296296296296294,,,,
17,ඇටවල්ලා,Kawakawa,1170,1360,1355,-0.003676470588235294,0.1581196581196581,,,,
18,ඇටිස්සා,Red Bream(L),,,1890,,,,,,
19,බෝල්ලා,Big eye scade,,1520,1370,-0.09868421052631579,,,,,
20,ගින්නටි පරව්,Ginnati paraw,1530,1940,,,,,,,
21,හබරලි,Needle fish,1450,1407,,,,,,,
22,හැඩැල්ලා,Indian Anchovy,1653.33,1880,1681.25,-0.10571808510638298,0.016887130820828312,,,,
23,ජීලාවා,Barracuda,,,2913,,,,,,
24,ලින්නා,Indian Scade,940,1200,1075,-0.10416666666666667,0.14361702127659576,,,,
25,ලේන පරව්,Rainbow runner,1126.66,1447,1314,-0.09191430545957152,0.1662790904088189,,,,
26,සුද්දා,Threadfin bream,1470,1407,1535,0.09097370291400142,0.04421768707482993,,,,
27,සූඩයා,White Sardinella,720,560,575,0.026785714285714284,-0.2013888888888889,,,,
28,දැල්ලා,Cuttle fish,1660,1850,1920,0.03783783783783784,0.1566265060240964,,,,
29,කකුළුවා,Sea Crabs(L),3420,2665,2915,0.09380863039399624,-0.1476608187134503,,,,
30,තිලාපියා,Thilapia (M),820,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,
,,,,,,, ,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,, ,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
