Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2024,2025,,% Change   compared to:3rd week of Oct. 2025,, ,,,, ,,
Sinhala Name,,Common Name,3rd  week of Oct.,2nd  week of Oct.,3rd  week of Oct.,Last week ,Last Year,, , ,,,,
1,තෝරා,Seer,3926.67,4193.33,3670,-0.12480057615308118,-0.0653658188745171,, , ,, ,,
2,පරව් (ලොකු),Trevally (L),2320,2520,2295,-0.08928571428571429,-0.010775862068965518, , , , ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2280,2326.67,2040,-0.12321042519996392,-0.10526315789473684,, ,, ,,,
4,තලපත්,Sail fish,2796,2980,2846.67,-0.04474161073825501,0.01812231759656655,,, , , ,,
5,බලයා,Skipjack tuna,1240,1875,1595,-0.14933333333333335,0.2862903225806452,,,, ,,,
6,කෙළවල්ලා,Yellowfin tuna,2196,2796,2566.67,-0.08202074391988552,0.16879326047358836,,, , , ,, 
7,සාලයා (මට්ට),Sardinella,645,545,525,-0.03669724770642202,-0.18604651162790697,,, , ,, ,
8,මෝරා,Shark,1760,2015,2020,0.0024813895781637717,0.14772727272727273,,,,,,,
9,හුරුල්ලා,Herrings,960,1035,931.66,-0.09984541062801935,-0.029520833333333368,, ,,,,,
10,කුම්බලා,Indian mackerel,970,920,902.5,-0.019021739130434784,-0.06958762886597938,,,,,,, 
11,කාරල්ලා,Pony fish,520,390,,,,,, ,, ,,
12,කටුවල්ලා,Katuwalla,,,,,,, ,,,,,
13,හාල්මැස්සා,Anchovies,,,530,,,,,, , ,,
14,ඉස්සා (M),Prawns (M),1990,2264,2120,-0.0636042402826855,0.06532663316582915,, , ,,,,
15, කොප්පරා,Marlins,3240,3590,3340,-0.06963788300835655,0.030864197530864196,,,,,,,
16,අලගොඩුවා,Frigate tuna,980,1080,1020,-0.05555555555555555,0.04081632653061224,,, , ,,,
17,ඇටවල්ලා,Kawakawa,1020,1090,1066.67,-0.021403669724770577,0.04575490196078438,,, , ,,,
18,ඇටිස්සා,Red Bream(L),1890,1860,1790,-0.03763440860215054,-0.05291005291005291,,,,, ,,
19,බෝල්ලා,Big eye scade,910,1006.67,940,-0.06622825752232604,0.03296703296703297,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,1080,1530,1490,-0.026143790849673203,0.37962962962962965,,, ,,, ,
21,හබරලි,Needle fish,1233.33,1073.33,953.33,-0.11180158944592986,-0.22702764061524483,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,1740,1500,1555,0.03666666666666667,-0.10632183908045977,,                                                                                                                                                                                                                                                                                                                                     ,,,,,
23,ජීලාවා,Barracuda(L),2186.67,2393.33,2090,-0.1267397308352797,-0.044208774071990774,,,,,,,
24,ලින්නා,Indian Scade,833.33,811.66,860,0.059556957346672296,0.032004128016512014,,, ,,,,
25,ලේන පරව්,Rainbow runner,933.33,920,901.66,-0.019934782608695686,-0.03393226404380023,,,,,,,
26,සුද්දා,Threadfin bream,890,1153.33,1135,-0.015893109517657503,0.2752808988764045,,,,,,,
27,සූඩයා,White Sardinella,360,360,295,-0.18055555555555555,-0.18055555555555555,,,,, ,,
28,දැල්ලා,Cuttle fish,2050,2200,2146.67,-0.02424090909090906,0.04715609756097564,,,,,,,
29,කකුළුවා,Sea Crabs(L),2680,3393.33,3340,-0.015716125457883534,0.2462686567164179,,,,,,,
30,තිලාපියා,Thilapia (M),970,906.66,890,-0.01837513511128755,-0.08247422680412371,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,,, ,,,, ,,
