doc_type	doc_id	num	date_str	description	url_metadata	lang	url_excel
lk_fisheries_monthly_export_import_reports	2025-08-01-export-and-import-of-fi-098e6ee1	export-and-import-of-fish-august-2025excel-423-kb	2025-08-01	Export and Import of Fish - August 2025[EXCEL - 423 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2025/EXPORT_and_IMPORT_REPORT_2025_AUGUST_1.xls
lk_fisheries_monthly_export_import_reports	2025-07-01-export-and-import-of-fi-63875334	export-and-import-of-fish-july-2025excel-810-kb	2025-07-01	Export and Import of Fish - July 2025[EXCEL - 810 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2025/EXPORT_and_IMPORT_REPORT_-_2025_JULY_com.xls
lk_fisheries_monthly_export_import_reports	2025-06-01-export-and-import-of-fi-943170a6	export-and-import-of-fish-june-2025excel-806-kb	2025-06-01	Export and Import of Fish - June 2025[EXCEL - 806 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2025/EXPORT_and_IMPORT_REPORT_-_2025_JUNE.xls
lk_fisheries_monthly_export_import_reports	2025-05-01-export-and-import-of-fi-009e5847	export-and-import-of-fish-may-2025excel-608-kb	2025-05-01	Export and Import of Fish - May 2025[EXCEL - 608 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2025/EXPORT_and_IMPORT_REPORT_2025_MAY.xlsx
lk_fisheries_monthly_export_import_reports	2025-04-01-export-and-import-of-fi-3c64358c	export-and-import-of-fish-april-2025excel-414-kb	2025-04-01	Export and Import of Fish - April 2025[EXCEL - 414 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2025/EXPORT_and_IMPORT_REPORT_-_2025_APRIL_1.xls
lk_fisheries_monthly_export_import_reports	2025-03-01-export-and-import-of-fi-b3bc4ad4	export-and-import-of-fish-march-2025excel-801-kb	2025-03-01	Export and Import of Fish - March 2025[EXCEL - 801 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2025/EXPORT_and_IMPORT_REPORT_-_2025_MARCH.xls
lk_fisheries_monthly_export_import_reports	2025-02-01-export-and-import-of-fi-ce507561	export-and-import-of-fish-february-2025excel-800-kb	2025-02-01	Export and Import of Fish - February 2025[EXCEL - 800 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2025/EXPORT_and_IMPORT_REPORT_-_2025_FEBRUARY.xls
lk_fisheries_monthly_export_import_reports	2025-01-01-export-and-import-of-fi-08acc4f5	export-and-import-of-fish-january-2025excel-798-kb	2025-01-01	Export and Import of Fish - January 2025[EXCEL - 798 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2025/EXPORT_and_IMPORT_REPORT_-_2025_JANUARY_new.xls
lk_fisheries_monthly_export_import_reports	2024-12-01-export-and-import-of-fi-b2245f68	export-and-import-of-fish-december-2024excel-383-kb	2024-12-01	Export and Import of Fish - December 2024[EXCEL - 383 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2024/EXPORT_and_IMPORT_REPORT_2024_DECEMBER.xlsx
lk_fisheries_monthly_export_import_reports	2024-11-01-export-and-import-of-fi-d6271a61	export-and-import-of-fish-november-2024excel-404-kb	2024-11-01	Export and Import of Fish - November 2024[EXCEL - 404 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2024/EXPORT_and_IMPORT_REPORT_-_2024_NOVEMBER_1.xls
lk_fisheries_monthly_export_import_reports	2024-10-01-export-and-import-of-fi-c3e3e508	export-and-import-of-fish-october-2024excel-403-kb	2024-10-01	Export and Import of Fish - October 2024[EXCEL - 403 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2024/EXPORT_and_IMPORT_REPORT_-_2024_OCTOBER_1.xls
lk_fisheries_monthly_export_import_reports	2024-09-01-export-and-import-of-fi-d4d81a3b	export-and-import-of-fish-september-2024excel-896-kb	2024-09-01	Export and Import of Fish - September 2024[EXCEL - 896 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2024/EXPORT_and_IMPORT_REPORT_-_2024_SEPTEMBER_1.xls
lk_fisheries_monthly_export_import_reports	2024-08-01-export-and-import-of-fi-a0725d09	export-and-import-of-fish-august-2024excel-721-kb	2024-08-01	Export and Import of Fish - August 2024[EXCEL - 721 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2024/EXPORT_and_IMPORT_REPORT_-_2024_AUGUST_1.xls
lk_fisheries_monthly_export_import_reports	2024-07-01-export-and-import-of-fi-00b7cb86	export-and-import-of-fish-july-2024excel-109-mb	2024-07-01	Export and Import of Fish - July 2024[EXCEL - 1.09 MB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2024/EXPORT_and_IMPORT_REPORT_-_2024_JULY.xls
lk_fisheries_monthly_export_import_reports	2024-06-01-export-and-import-of-fi-4f804c58	export-and-import-of-fish-june-2024excel-115-mb	2024-06-01	Export and Import of Fish - June 2024[EXCEL - 1.15 MB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2024/EXPORT_and_IMPORT_REPORT_-_2024_JUNE.xls
lk_fisheries_monthly_export_import_reports	2024-05-01-export-and-import-of-fi-e09c6a01	export-and-import-of-fish-may-2024excel-687-kb	2024-05-01	Export and Import of Fish - May 2024[EXCEL - 687 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2024/EXPORT_and_IMPORT_REPORT_-_2024_MAY.xls
lk_fisheries_monthly_export_import_reports	2024-04-01-export-and-import-of-fi-630ae447	export-and-import-of-fish-april-2024excel-686-kb	2024-04-01	Export and Import of Fish - April 2024[EXCEL - 686 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2024/EXPORT_and_IMPORT_REPORT_-_2024_APRIL.xls
lk_fisheries_monthly_export_import_reports	2024-03-01-export-and-import-of-fi-d9b56e6a	export-and-import-of-fish-march-2024excel-684-kb	2024-03-01	Export and Import of Fish - March 2024[EXCEL - 684 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2024/EXPORT_and_IMPORT_REPORT_-_2024_MARCH.xls
lk_fisheries_monthly_export_import_reports	2024-02-01-export-and-import-of-fi-dc99cf2d	export-and-import-of-fish-february-2024excel-681-kb	2024-02-01	Export and Import of Fish - February 2024[EXCEL - 681 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2024/EXPORT_and_IMPORT_REPORT_-_2024_FEBRUARY.xls
lk_fisheries_monthly_export_import_reports	2024-01-01-export-and-import-of-fi-35ef99ee	export-and-import-of-fish-january-2024pdf-683-kb	2024-01-01	Export and Import of Fish - January 2024[PDF - 683 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2024/EXPORT_and_IMPORT_REPORT_-_2024_JANUARY.xls
lk_fisheries_monthly_export_import_reports	2023-12-01-export-and-import-of-fi-6864c3b0	export-and-import-of-fish-december-2023excel-671-kb	2023-12-01	Export and Import of Fish - December 2023[EXCEL - 671 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2023/EXPORT_and_IMPORT_REPORT_-_2023_DECEMBER.xls
lk_fisheries_monthly_export_import_reports	2023-11-01-export-and-import-of-fi-a03e4b3a	export-and-import-of-fish-november-2023excel-670-kb	2023-11-01	Export and Import of Fish - November 2023[EXCEL - 670 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2023/EXPORT_and_IMPORT_REPORT_-_2023_NOVEMBER.xls
lk_fisheries_monthly_export_import_reports	2023-10-01-export-and-import-of-fi-29c702d0	export-and-import-of-fish-october-2023excel-669-kb	2023-10-01	Export and Import of Fish - October 2023[EXCEL - 669 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2023/EXPORT_and_IMPORT_REPORT_-_2023_OCTOBER.xls
lk_fisheries_monthly_export_import_reports	2023-09-01-export-and-import-of-fi-7f636412	export-and-import-of-fish-september-2023excel-668-kb	2023-09-01	Export and Import of Fish - September 2023[EXCEL - 668 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2023/EXPORT_and_IMPORT_REPORT_-_2023_SEPTEMBER_1.xls
lk_fisheries_monthly_export_import_reports	2023-08-01-export-and-import-of-fi-ec718aff	export-and-import-of-fish-august-2023excel-667-kb	2023-08-01	Export and Import of Fish - August 2023[EXCEL - 667 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2023/EXPORT_and_IMPORT_REPORT_-_2023_AUGUST.xls
lk_fisheries_monthly_export_import_reports	2023-07-01-export-and-import-of-fi-15d539ec	export-and-import-of-fish-july-2023excel-666-kb	2023-07-01	Export and Import of Fish - July 2023[EXCEL - 666 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2023/EXPORT_and_IMPORT_REPORT_-_2023_JULY.xls
lk_fisheries_monthly_export_import_reports	2023-06-01-export-and-import-of-fi-a6ad71a4	export-and-import-of-fish-june-2023	2023-06-01	Export and Import of Fish - June 2023	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2023/EXPORT_and_IMPORT_REPORT_-_2023_JUNE.xls
lk_fisheries_monthly_export_import_reports	2023-05-01-export-and-import-of-fi-90667f0d	export-and-import-of-fish-may-2023	2023-05-01	Export and Import of Fish - May 2023	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2023/EXPORT_and_IMPORT_REPORT_-_2023_MAY.xls
lk_fisheries_monthly_export_import_reports	2023-04-01-export-and-import-of-fi-35a2d01a	export-and-import-of-fish-april-2023	2023-04-01	Export and Import of Fish - April 2023	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2023/EXPORT_and_IMPORT_REPORT_-_2023_APRIL.xls
lk_fisheries_monthly_export_import_reports	2023-03-01-export-and-import-of-fi-bca7e4db	export-and-import-of-fish-march-2023	2023-03-01	Export and Import of Fish - March 2023	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2023/EXPORT_and_IMPORT_REPORT_-_2023_MARCH.xls
lk_fisheries_monthly_export_import_reports	2023-02-01-export-and-import-of-fi-b39c4fc6	export-and-import-of-fish-february-2023	2023-02-01	Export and Import of Fish - February 2023	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2023/EXPORT_and_IMPORT_REPORT_-_2023_FEBRUARY.xls
lk_fisheries_monthly_export_import_reports	2023-01-01-export-and-import-of-fi-4a10991b	export-and-import-of-fish-january-2023	2023-01-01	Export and Import of Fish - January 2023	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2023/EXPORT_and_IMPORT_REPORT_-_2023_JANUARY.xls
lk_fisheries_monthly_export_import_reports	2022-11-01-export-and-import-of-fi-ef648649	export-and-import-of-fish-november-2022	2022-11-01	Export and Import of Fish - November 2022	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2022/EXPORT_and_IMPORT_REPORT_-_2022_NOVEMBER.xls
lk_fisheries_monthly_export_import_reports	2022-10-01-export-and-import-of-fi-de854e94	export-and-import-of-fish-october-2022	2022-10-01	Export and Import of Fish - October 2022	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2022/EXPORT_and_IMPORT_REPORT_-_2022_OCT.xls
lk_fisheries_monthly_export_import_reports	2022-09-01-export-and-import-of-fi-7aa31335	export-and-import-of-fish-september-2022	2022-09-01	Export and Import of Fish - September 2022	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2022/EXPORT_and_IMPORT_REPORT_-_2022_SEPTEMBER_REVISED.xls
lk_fisheries_monthly_export_import_reports	2022-08-01-export-and-import-of-fi-a6b6277b	export-and-import-of-fish-august-2022	2022-08-01	Export and Import of Fish - August 2022	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2022/EXPORT_and_IMPORT_REPORT_-_2022_AUGUST.xls
lk_fisheries_monthly_export_import_reports	2022-07-01-export-and-import-of-fi-449b156d	export-and-import-of-fish-july-2022	2022-07-01	Export and Import of Fish - July 2022	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2022/EXPORT_and_IMPORT_REPORT_-_2022_JULY.xls
lk_fisheries_monthly_export_import_reports	2022-06-01-export-and-import-of-fi-5b846ecd	export-and-import-of-fish-june-2022	2022-06-01	Export and Import of Fish - June 2022	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2022/EXPORT_and_IMPORT_REPORT_-_2022_JUNE.xls
