doc_type	doc_id	num	date_str	description	url_metadata	lang	url_excel
lk_fisheries_monthly_export_import_reports	2022-05-01-export-and-import-of-fi-fbb6c177	export-and-import-of-fish-may-2022	2022-05-01	Export and Import of Fish - May 2022	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2022/EXPORT_and_IMPORT_REPORT_-_2022_MAY.xls
lk_fisheries_monthly_export_import_reports	2022-04-01-export-and-import-of-fi-b7ad9791	export-and-import-of-fish-april-2022	2022-04-01	Export and Import of Fish - April 2022	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2022/EXPORT_and_IMPORT_REPORT_-_2022_APRIL.xls
lk_fisheries_monthly_export_import_reports	2022-03-01-export-and-import-of-fi-0ca73221	export-and-import-of-fish-march-2022	2022-03-01	Export and Import of Fish - March 2022	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2022/EXPORT_and_IMPORT_REPORT_-_2022_MARCH.xls
lk_fisheries_monthly_export_import_reports	2022-02-01-export-and-import-of-fi-872a7fe8	export-and-import-of-fish-february-2022	2022-02-01	Export and Import of Fish - February 2022	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2022/EXPORT_and_IMPORT_REPORT_-_2022_FEBRUARY_1.xls
lk_fisheries_monthly_export_import_reports	2022-01-01-export-and-import-of-fi-33d5f80c	export-and-import-of-fish-january-2022	2022-01-01	Export and Import of Fish - January 2022	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/2022/combinepdf.pdf
lk_fisheries_monthly_export_import_reports	2021-11-01-export-and-import-of-fi-462ba383	export-and-import-of-fish-november-2021	2021-11-01	Export and Import of Fish - November 2021	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/EXPORT_and_IMPORT_REPORT_-_2021_NOVEMBER.xls
lk_fisheries_monthly_export_import_reports	2021-10-01-export-and-import-of-fi-09f6c8fc	export-and-import-of-fish-october-2021	2021-10-01	Export and Import of Fish - October 2021	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/EXPORT_and_IMPORT_REPORT_-_2021_OCTOBER.xls
lk_fisheries_monthly_export_import_reports	2021-09-01-export-and-import-of-fi-7d372708	export-and-import-of-fish-september-2021	2021-09-01	Export and Import of Fish - September 2021	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/EXPORT_and_IMPORT_REPORT_-_2021_SEPTEMBER.xls
lk_fisheries_monthly_export_import_reports	2021-08-01-export-and-import-of-fi-b5667755	export-and-import-of-fish-august-2021	2021-08-01	Export and Import of Fish - August 2021	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/EXPORT_and_IMPORT_REPORT_-_2021_AUGUST.xls
lk_fisheries_monthly_export_import_reports	2021-07-01-export-and-import-of-fi-0d208fb6	export-and-import-of-fish-july-2021	2021-07-01	Export and Import of Fish - July 2021	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/EXPORT_and_IMPORT_REPORT_-_2021_JULY.xls
lk_fisheries_monthly_export_import_reports	2021-06-01-export-and-import-of-fi-24c44f8e	export-and-import-of-fish-june-2021	2021-06-01	Export and Import of Fish - June 2021	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/EXPORT_and_IMPORT_REPORT_-_2021_JUNE.xls
lk_fisheries_monthly_export_import_reports	2021-05-01-export-and-import-of-fi-efeae431	export-and-import-of-fish-may-2021	2021-05-01	Export and Import of Fish - May 2021	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/EXPORT_and_IMPORT_REPORT_-_2021_MAY.xls
lk_fisheries_monthly_export_import_reports	2021-04-01-export-and-import-of-fi-5078ed58	export-and-import-of-fish-april-2021	2021-04-01	Export and Import of Fish - April 2021	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/EXPORT_and_IMPORT_REPORT_-_2021_APRIL.xls
lk_fisheries_monthly_export_import_reports	2021-03-01-export-and-import-of-fi-4f3ebd50	export-and-import-of-fish-march-2021	2021-03-01	Export and Import of Fish - March 2021	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/EXPORT_IMPORT_REPORT_-_2021_MARCH_PRELIMINARY_3.xls
lk_fisheries_monthly_export_import_reports	2021-02-01-export-and-import-of-fi-c8d26e84	export-and-import-of-fish-february-2021	2021-02-01	Export and Import of Fish - February 2021	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/EXPORT_IMPORT_REPORT_-_2021_FEBRUARY_REVISED.xls
lk_fisheries_monthly_export_import_reports	2021-01-01-export-and-import-of-fi-69ecc829	export-and-import-of-fish-january-2021	2021-01-01	Export and Import of Fish - January 2021	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/EXPORT_IMPORT_REPORT_-_2021_JANUARY.xls
lk_fisheries_monthly_export_import_reports	2020-11-01-export-and-import-of-fi-082110b4	export-and-import-of-fish-november-2020	2020-11-01	Export and Import of Fish - November 2020	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/EXPORT_IMPORT_REPORT_-_2020_NOV.xls
lk_fisheries_monthly_export_import_reports	2020-10-01-export-and-import-of-fi-8d6a9d55	export-and-import-of-fish-october-2020	2020-10-01	Export and Import of Fish - October 2020	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/statistics/export/EXPORT_IMPORT_REPORT_-_2020_OCT.xls
lk_fisheries_monthly_export_import_reports	2020-09-01-export-and-import-of-fi-4f2a6c26	export-and-import-of-fish-september-2020	2020-09-01	Export and Import of Fish - September 2020	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/downloads/excel/2020/EXPORT_IMPORT_REPORT_-_2020_SEP_1.xls
lk_fisheries_monthly_export_import_reports	2020-07-01-export-and-import-of-fi-f9fd3002	export-and-import-of-fish-july-2020	2020-07-01	Export and Import of Fish - July 2020	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/downloads/excel/2020/July.xls
lk_fisheries_monthly_export_import_reports	2020-06-01-export-and-import-of-fi-9b3ac9a3	export-and-import-of-fish-june-2020	2020-06-01	Export and Import of Fish - June 2020	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/downloads/excel/2020/Export_June_-_Copy.xls
lk_fisheries_monthly_export_import_reports	2020-03-01-export-and-import-of-fi-b9ff715c	export-and-import-of-fish-march-2020	2020-03-01	Export and Import of Fish - March 2020	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/downloads/excel/2020/Export_March.xls
lk_fisheries_monthly_export_import_reports	2019-11-01-export-and-import-of-fi-2f0e0744	export-and-import-of-fish-november-2019	2019-11-01	Export and Import of Fish - November 2019	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/downloads/excel/EXPORT_IMPORT_REPORT_-_2019_NOVEMBER.xls
lk_fisheries_monthly_export_import_reports	2019-09-01-export-and-import-of-fi-83987d1e	export-and-import-of-fish-september-2019	2019-09-01	Export and Import of Fish - September 2019	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/downloads/excel/EXPORT_IMPORT_REPORT_-_2019_SEPTEMBER_1.xls
lk_fisheries_monthly_export_import_reports	2019-03-01-export-and-import-of-fi-1f49bcda	export-and-import-of-fish-march-2019	2019-03-01	Export and Import of Fish - March 2019	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/downloads/excel/1_Export_and_Import_of_Fish_-_2019_January.xlsx
lk_fisheries_monthly_export_import_reports	2019-01-01-export-and-import-of-fi-0dfa1ed7	export-and-import-of-fish-january-2019	2019-01-01	Export and Import of Fish - January 2019	https://www.fisheries.gov.lk/web/index.php/en/statistics/export-import	en	https://www.fisheries.gov.lk/web/images/downloads/excel/1_Export_and_Import_of_Fish_-_2019_January.xlsx
