Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Variety,,,2022,2023,,"% Change 4th  week of Jan. 2023, compared to:",, ,,,,,
Sinhala Name,,Common Name,4th week of  Jan.,3rd week of  Jan.,4th week of  Jan.,Last week ,Last Year,,,,,,
1,තෝරා,Seer (L),1183.33,2057.14,1720,-0.16388772762184387,0.4535252211978063,,,,,,
2,පරව් (ලොකු),Trevally (L),775,1071.43,1183.33,0.1044398607468522,0.5268774193548386,  ,, , ,,
3,ගල්මාළු (ලොකු),Rock fish (L),662.5,1064.29,1314.29,0.23489838295953172,, ,,,,,
4,ගල්මාළු (පොඩි),Rock fish (S),516.67,832.14,960,0.1536520297065398,,, ,,, , 
5,තලපත්,Sail fish,1150,1528.57,1492.86,-0.023361704076358975,0.2981391304347825,,,,,,
6,බලයා,Skipjack tuna,584.29,632.14,621.43,-0.016942449457398735,0.06356432593403959,,,,,,
7,කෙළවල්ලා,Yellowfin tuna,950,1033.33,1214.29,0.17512314555853412,0.27819999999999995, ,,,,,
8,සාලයා (මට්ට),Sardinella,172,383.33,392.86,0.024861085748571803,1.2840697674418606,,,,,,
9,මෝරා,Sharks,750,1007.14,1040,0.03262704291359693,0.38666666666666666,,,,,,
10,හුරුල්ලා,Herrings,448.33,735.71,804.17,0.0930529692405974,0.7937010684094306,,,,,,
11,කුම්බලා,Indian Mackerel,467.14,757.14,878.57,0.16037985049000195,0.8807423898617118,,,,,,
12,කාරල්ලා,Pony fish,196,380,342.86,-0.09773684210526312,,,,,,,
13,කටුවල්ලා,Katuwalla,366.67,412.5,475,0.15151515151515152,,,, ,,,
14,හාල්මැස්සා,Anchovy,270,480,464.29,-0.03272916666666662,0.7195925925925927,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",860.71,1471.43,1435.71,-0.024275704586694594,0.6680531189366917,,,,,,
16, කොප්පරා,Marlins,1292.86,1771.43,1721.43,-0.02822578368888412,0.33148987516049705,, ,,,,
17,අලගොඩුවා,Frigate tuna(L),450,637.5,745,0.16862745098039217,0.6555555555555556,,,,,,
18,ඇටවල්ලා,Kawakawa,525,778.57,945,0.21376369497925676,0.8,,, ,,,
19,ඇටිස්සා,Red Bream(L),785.71,1128.57,1314.29,0.16456223362308056,0.6727418513191888,,,,,,
20,බෝල්ලා,Big eye scade,412.86,735.71,960,0.3048619700697285,1.3252434239209416,,,,,,
21,ගින්නටි පරව්,Ginnati Paraw,576.47,910,1066.62,0.17210989010989,0.8502610716949709,, ,,, ,
22,හබරලි,Needle fish,591.67,835.71,964.29,0.15385719926768845,0.6297767336522049,,,,,,
23,හැඩැල්ලා,Indian Anchovies,985,1320,1442.86,0.0930757575757575,0.46483248730964455,, , ,,,
24,ජීලාවා,Barracuda(L),716.67,1050,1283.33,0.22221904761904754,0.7906846944897931,,, ,,,
25,ලින්නා,Indian Scad(L),505,750,747.14,-0.0038133333333333517,0.47948514851485147,,,,,,
26,ලින්නා,Indian Scad(S),416,640,650,0.015625,0.5625,,,,,,
27,ලේන පරව්,Rainbow Runner,504.17,735.71,715,-0.028149678541816797,0.4181724418350953,,,,,,
28,සුද්දා,Threadfin  Bream,575,983.33,1116.62,0.135549612032583,0.9419478260869564,,,,,,
29,සූඩයා,White Sardinella,118.33,250,305,0.22,1.5775373954195895,,,,,,
30,දැල්ලා,Squids /Cuttle fish,1190,1414.29,1454.14,0.02817668229288204,0.22196638655462192,,,,,,
31,කකුළුවා(L),Sea Crabs(L),1500,2150,2060,-0.04186046511627907,0.37333333333333335,,,, ,,
32,තිලාපියා,Tilapia (M),,400,450,0.125,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,
