Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 1st  week November 2019, compared to:",
Sinhala Name,,Common Name,1st week November,4th week October,1st week November,Last week ,Last Year
1,තෝරා,Seer (Nl),1096.43,1075,1190,0.10697674418604651,0.10697674418604651
2,පරව් (ලොකු),Trevally (L),435,437.5,400,-0.08571428571428572,-0.08571428571428572
3,ගල්මාළු (ලොකු),Rock fish (L),475,450,­,­,­
4,තලපත්,Sail fish,625,711.67,­,­,­
5,බලයා,Skipjack tuna,275,302.5,390,0.2892561983471074,0.2892561983471074
6,කෙළවල්ලා,Yellowfin tuna,462.86,454,620,0.3656387665198238,0.3656387665198238
7,සාලයා (මට්ට),Sardinella,104.29,162,160,-0.012345679012345678,-0.012345679012345678
8,මෝරා,Sharks,511.43,576.25,­,­,­
9,හුරුල්ලා,Herrings,197.14,331.67,397.5,0.1984804172822383,0.1984804172822383
10,කුම්බලා,Indian Mackerel,215,320,413.75,0.29296875,0.29296875
11,කාරල්ලා,Pony fish,102.86,150,133.33,-0.11113333333333325,-0.11113333333333325
12,කටුවල්ලා,Katuwalla,143.33,200,220,0.1,0.1
13,හාල්මැස්සා,Anchovy,240,268,247.5,-0.07649253731343283,-0.07649253731343283
14,ඉස්සා (M),"Prawns (M) 3""",731.43,1190,1100,-0.07563025210084033,-0.07563025210084033
15, කොප්පරා,Marlins,797.14,832,750,-0.0985576923076923,-0.0985576923076923
16,අලගොඩුවා,Frigate tuna,272.5,240,300,0.25,0.25
17,ඇටවල්ලා,Atawalla,300,315,350,0.1111111111111111,0.1111111111111111
18,ඇටිස්සා,Red Bream,554,565,437.5,-0.22566371681415928,-0.22566371681415928
19,බෝල්ලා,Big eye scade,255,306.25,282,-0.07918367346938776,-0.07918367346938776
20,ගින්නටි පරව්,Ginnati Paraw,381.43,470,423.75,-0.09840425531914894,-0.09840425531914894
21,හබරලි,Needle fish,277.86,366,422,0.15300546448087432,0.15300546448087432
22,හැඩැල්ලා,Indian Anchovies,563.33,850,­,­,­
23,ජීලාවා,Barracuda,516.67,500,520,0.04,0.04
24,ලින්නා,Indian Scad,209.29,252.5,286,0.13267326732673268,0.13267326732673268
25,ලේන පරව්,Rainbow Runner,234,305,350,0.14754098360655737,0.14754098360655737
26,සුද්දා,Threadfin  Bream,371.67,350,361,0.03142857142857143,0.03142857142857143
27,සූඩයා,White Sardinella,75,116,137,0.1810344827586207,0.1810344827586207
28,දැල්ලා,Squids /Cuttle fish,785.71,787.5,­,­,­
29,කකුළුවා,Sea Crabs,450,625,600,-0.04,-0.04
30,තිලාපියා,Tilapia (M),317.5,330,310,-0.06060606060606061,-0.06060606060606061
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,
