Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Variety,,,2025,2026,,% Change   compared to:1st week of Mar. 2026,, ,,
Sinhala Name,,Common Name,1st  week of Mar.,4th  week of Feb.,1st  week of Mar.,Last week ,Last Year,,, 
1,තෝරා,Seer,3100,4095,3816,-0.06813186813186813,0.23096774193548386,,,
2,පරව් (ලොකු),Trevally (L),2106.67,2612,2336,-0.10566615620214395,0.10885900496992881, ,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2280,2436,2340,-0.03940886699507389,0.02631578947368421,,,
4,තලපත්,Sail fish,2513.33,3170,3013.33,-0.049422712933753964,0.19893925588760727,,,
5,බලයා,Skipjack tuna,1180,1560,1570,0.00641025641025641,0.3305084745762712,,,
6,කෙළවල්ලා,Yellowfin tuna,2120,2345,2380,0.014925373134328358,0.12264150943396226,,,
7,සාලයා (මට්ට),Sardinella,653.33,790,780,-0.012658227848101266,0.19388364226348087,,,
8,මෝරා,Shark,2010,2110,2060,-0.023696682464454975,0.024875621890547265,,,
9,හුරුල්ලා,Herrings,1230,1260,1204,-0.044444444444444446,-0.02113821138211382,,,
10,කුම්බලා,Indian mackerel,1020,1430,1340,-0.06293706293706294,0.3137254901960784,,,
11,කාරල්ලා,Pony fish,420,,,,,,,
12,කටුවල්ලා,Katuwalla,720,740,766.67,0.03604054054054048,0.06481944444444439,,,
13,හාල්මැස්සා,Anchovies,566.67,640,,,,,,
14,ඉස්සා (M),Prawns (M),2275,2785,2916,0.04703770197486535,0.28175824175824177,,,
15, කොප්පරා,Marlins,2690,3540,3340,-0.05649717514124294,0.241635687732342,,,
16,අලගොඩුවා,Frigate tuna,970,1315,1250,-0.049429657794676805,0.28865979381443296,,,
17,ඇටවල්ලා,Kawakawa,1066.67,1320,1260,-0.045454545454545456,0.18124630860528554,,,
18,ඇටිස්සා,Red Bream(L),1720,1880,1790,-0.047872340425531915,0.040697674418604654,,,
19,බෝල්ලා,Big eye scade,1133.33,1420,1310,-0.07746478873239436,0.1558857526051548,,,
20,ගින්නටි පරව්,Ginnati paraw,1280,1680,1570,-0.06547619047619048,0.2265625,,,
21,හබරලි,Needle fish,1200,,1505,,0.25416666666666665,,,
22,හැඩැල්ලා,Indian Anchovy,2200,2160,2190,0.013888888888888888,-0.004545454545454545,,,
23,ජීලාවා,Barracuda(L),2170,2580,2490,-0.03488372093023256,0.14746543778801843,,,
24,ලින්නා,Indian Scade,920,1140,997.5,-0.125,0.08423913043478261,,,
25,ලේන පරව්,Rainbow runner,970,1360,1320,-0.029411764705882353,0.36082474226804123,,,
26,සුද්දා,Threadfin bream,1186.67,1520,1360,-0.10526315789473684,0.1460641964488863,,,
27,සූඩයා,White Sardinella,435,480,470,-0.020833333333333332,0.08045977011494253,,,
28,දැල්ලා,Cuttle fish,2160,2200,2210,0.004545454545454545,0.023148148148148147,,,
29,කකුළුවා,Sea Crabs(L),2670,3190,3190,0,0.1947565543071161,,,
30,තිලාපියා,Thilapia (M),960,1020,990,-0.029411764705882353,0.03125,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,
,,,,,,, ,,,
,,,,,,, , ,,
