Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 3rd week July 2019, compared to:",
Sinhala Name,,Common Name,3rd week July,2nd week July,3rd week July,Last week ,Last Year
1,තෝරා,Seer (Nl),1564,1364.29,1295,-0.05078832213092522,-0.17199488491048592
2,පරව් (ලොකු),Trevally (L),642,626,650,0.038338658146964855,0.012461059190031152
3,ගල්මාළු (ලොකු),Rock fish (L),­,425,575,0.35294117647058826,­
4,තලපත්,Sail fish,593,725,716,-0.012413793103448275,0.20741989881956155
5,බලයා,Skipjack tuna,416,352,354,0.005681818181818182,-0.14903846153846154
6,කෙළවල්ලා,Yellowfin tuna,667,687.14,646,-0.05987135081642749,-0.031484257871064465
7,සාලයා (මට්ට),Sardinella,239,221.43,218,-0.01549022264372491,-0.08786610878661087
8,මෝරා,Sharks,603,665,626.67,-0.05763909774436096,0.03925373134328351
9,හුරුල්ලා,Herrings,450,395,387,-0.020253164556962026,-0.14
10,කුම්බලා,Indian Mackerel,541,501.43,370,-0.26211036435793633,-0.31608133086876156
11,කාරල්ලා,Pony fish,177,180,­,­,­
12,කටුවල්ලා,Katuwalla,­,150,­,­,­
13,හාල්මැස්සා,Anchovy,­,­,­,­,­
14,ඉස්සා (M),"Prawns (M) 3""",1075,914.29,900,-0.01562961423618323,-0.16279069767441862
15, කොප්පරා,Marlins,776,887.5,884,-0.003943661971830986,0.13917525773195877
16,අලගොඩුවා,Frigate tuna,390,347.5,356.67,0.02638848920863314,-0.08546153846153842
17,ඇටවල්ලා,Atawalla,442,410,428,0.04390243902439024,-0.03167420814479638
18,ඇටිස්සා,Red Bream,790,712.5,700,-0.017543859649122806,-0.11392405063291139
19,බෝල්ලා,Big eye scade,513,424,350,-0.17452830188679244,-0.31773879142300193
20,ගින්නටි පරව්,Ginnati Paraw,661,680,750,0.10294117647058823,0.1346444780635401
21,හබරලි,Needle fish,547,540.71,529,-0.021656710621220314,-0.03290676416819013
22,හැඩැල්ලා,Indian Anchovies,743,783.33,750,-0.042549117230286135,0.009421265141318977
23,ජීලාවා,Barracuda,675,750,750,0,0.1111111111111111
24,ලින්නා,Indian Scad,363,280.71,296,0.05446902497239151,-0.18457300275482094
25,ලේන පරව්,Rainbow Runner,447,370,362.5,-0.02027027027027027,-0.1890380313199105
26,සුද්දා,Threadfin  Bream,487,590,595,0.00847457627118644,0.22176591375770022
27,සූඩයා,White Sardinella,202,160,140,-0.125,-0.3069306930693069
28,දැල්ලා,Squids /Cuttle fish,865,900.83,870,-0.03422399342828285,0.005780346820809248
29,කකුළුවා,Sea Crabs,492,550,556,0.01090909090909091,0.13008130081300814
30,තිලාපියා,Tilapia (M),350,339.29,322.5,-0.04948569070706481,-0.07857142857142857
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,
