Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2022,2023,2023,"% Change 4th week of March. 2023, compared to:",
Sinhala Name,,Common Name,Average of 4th week of March,Average of 3rd week of March,Average of 4th week of March,Last week ,Last Year
1,තෝරා,Seer,2310,3264,3152,-0.03431372549019608,0.3645021645021645
2,පරව් (ලොකු),Trevally (L),1625,2320,2290,-0.01293103448275862,0.40923076923076923
3,ගල්මාළු (ලොකු),Rock Fish (L),1370,2190,2125,-0.02968036529680365,0.551094890510949
4,තලපත්,Sail fish,1924,2406.67,2406.67,0,0.2508679833679834
5,බලයා,Skipjack tuna,1010,1417.5,1288,-0.09135802469135802,0.27524752475247527
6,කෙළවල්ලා,Yellowfin tuna,1610,2152,1980,-0.07992565055762081,0.22981366459627328
7,සාලයා (මට්ට),Sardinella,380,653,625,-0.042879019908116385,0.6447368421052632
8,මෝරා,Shark,1260,1950,1820,-0.06666666666666667,0.4444444444444444
9,හුරුල්ලා,Herrings,726.67,1010,932,-0.07722772277227723,0.28256292402328437
10,කුම්බලා,Indian mackerel,760,1050,980,-0.06666666666666667,0.2894736842105263
11,කාරල්ලා,Pony fish,,510,,,
12,කටුවල්ලා,Katuwalla,580,,880,,0.5172413793103449
13,හාල්මැස්සා,Anchovies,600,623,590,-0.052969502407704656,-0.016666666666666666
14,ඉස්සා (M),Prawns (M),1358,1928,1887,-0.021265560165975105,0.3895434462444772
15, කොප්පරා,Marlins,2280,2930,2930,0,0.2850877192982456
16,අලගොඩුවා,Frigate tuna,,990,980,-0.010101010101010102,
17,ඇටවල්ලා,Kawakawa,733.33,1040,1010,-0.028846153846153848,0.3772789876317619
18,ඇටිස්සා,Red Bream(L),,1740,1580,-0.09195402298850575,
19,බෝල්ලා,Big eye scade,720,993,965,-0.028197381671701913,0.3402777777777778
20,ගින්නටි පරව්,Ginnati paraw,970,1373,1367,-0.004369992716678805,0.4092783505154639
21,හබරලි,Needle fish,840,,,,
22,හැඩැල්ලා,Indian Anchovy,1330,1520,1530,0.006578947368421052,0.15037593984962405
23,ජීලාවා,Barracuda,1330,1990,2017,0.013567839195979899,0.5165413533834586
24,ලින්නා,Indian Scade,652,961.17,918.33,-0.04457067948437833,0.4084815950920246
25,ලේන පරව්,Rainbow runner,,1060,985,-0.07075471698113207,
26,සුද්දා,Threadfin bream,860,1325,1276,-0.0369811320754717,0.48372093023255813
27,සූඩයා,White Sardinella,,400,380,-0.05,
