Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Variety,,,2022,2023,,"% Change 4th week of Mar. 2023, compared to:",, ,,,,,
Sinhala Name,,Common Name,4th week of Mar.,3rd week of Mar.,4th week of Mar.,Last week ,Last Year,,,,,,
1,තෝරා,Seer (L),1275,1628.57,1514.29,-0.07017199137893979,0.187678431372549,,,,,,
2,පරව් (ලොකු),Trevally (L),759.17,1014.29,966.67,-0.04694909739818001,0.27332481525876945,  ,, , ,,
3,ගල්මාළු (ලොකු),Rock fish (L),795,1100,864.29,-0.2142818181818182,0.08715723270440247, ,, ,,,
4,ගල්මාළු (පොඩි),Rock fish (S),568.75,816.67,700,-0.14286064138513715,0.23076923076923078,, ,,, , 
5,තලපත්,Sail fish,1250,1328.57,1328.57,0,0.06285599999999995,,,,,,
6,බලයා,Skipjack tuna,532.14,689.29,636.43,-0.07668760608742331,0.19598226030743782,,,,,,
7,කෙළවල්ලා,Yellowfin tuna,1050,1135.71,957.14,-0.15723203986933287,-0.08843809523809525, ,,,,,
8,සාලයා (මට්ට),Sardinella,240,339.29,307.14,-0.09475669781013302,0.27974999999999994,,,,,,
9,මෝරා,Sharks,700,875,766.67,-0.12380571428571434,0.09524285714285709,,,,,,
10,හුරුල්ලා,Herrings,437.17,604.17,571.43,-0.05419004584802293,0.30711164993023293,,,,,,
11,කුම්බලා,Indian Mackerel,589.29,657.14,614.29,-0.06520680524697937,0.042423933886541434,,,,,,
12,කාරල්ලා,Pony fish,280,329.29,275,-0.1648698715418021,-0.017857142857142856,,,,,,
13,කටුවල්ලා,Katuwalla,350,600,350,-0.4166666666666667,0,,, ,,,
14,හාල්මැස්සා,Anchovy,310,408.33,395.83,-0.030612494795875887,0.2768709677419354,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",971.43,1342.86,1371.43,0.02127548664790087,0.4117641003469114,,,,,,
16, කොප්පරා,Marlins,1420,1642.86,1585.21,-0.035091243319576755,0.11634507042253524,, ,,,,
17,අලගොඩුවා,Frigate tuna(L),385,640,550,-0.140625,0.42857142857142855,,,,,,
18,ඇටවල්ලා,Kawakawa,479.17,700,595.83,-0.14881428571428565,0.24346265417284058,,, ,,,
19,ඇටිස්සා,Red Bream(L),760.71,1128.57,953.57,-0.15506348742213588,0.25352631094635275,,,,,,
20,බෝල්ලා,Big eye scade,500.83,621.43,607.14,-0.022995349435978252,0.212267635724697,,,,,,
21,ගින්නටි පරව්,Ginnati Paraw,706.25,950,850,-0.10526315789473684,0.20353982300884957,, ,,, ,
22,හබරලි,Needle fish,656.25,764.29,764.29,0,0.1646323809523809,,,,,,
23,හැඩැල්ලා,Indian Anchovies,916.67,1057.14,1057.14,0,0.15323944276566284,, , ,,,
24,ජීලාවා,Barracuda(L),550,1028.547,950,-0.07636695260401326,0.7272727272727273,,, ,,,
25,ලින්නා,Indian Scad(L),446.67,657.14,678.57,0.03261101135222337,0.5191752300355968,,,,,,
26,ලින්නා,Indian Scad(S),351.25,554.17,510.71,-0.07842358842954325,0.45397864768683266,,,,,,
27,ලේන පරව්,Rainbow Runner,415,678.57,660.71,-0.026320055410642987,0.5920722891566266,,,,,,
28,සුද්දා,Threadfin  Bream,650,821.43,735.71,-0.10435460112243274,0.13186153846153853,,, ,,,
29,සූඩයා,White Sardinella,142.5,250,208.33,-0.16667999999999994,0.46196491228070186,,,,,, 
30,දැල්ලා,Squids /Cuttle fish,1058.3,1500,1471.43,-0.019046666666666625,0.39037135027874903,,,,,,
31,කකුළුවා(L),Sea Crabs(L),1700,2016.67,1771.43,-0.12160641056791642,0.04201764705882357,,,, ,,
32,තිලාපියා,Tilapia (M),416.67,500,,,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,
