Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2021,2022,,"% Change 4th week of June 2022, compared to:",
Sinhala Name,,Common Name,June 4th week average,June 3rd week average,June 4th week average,Last week ,Last Year
1,තෝරා,Seer,2080,3393.33,3125,-0.07907571618439702,0.5024038461538461
2,පරව් (ලොකු),Trevally (L),1250,2604,2706.67,0.03942780337941631,1.1653360000000001
3,ගල්මාළු (ලොකු),Rock Fish (L),1050,2190,2220,0.0136986301369863,1.1142857142857143
4,තලපත්,Sail fish,1406.67,2695,2520,-0.06493506493506493,0.7914649491351915
5,බලයා,Skipjack tuna,700,1692.5,1560,-0.07828655834564253,1.2285714285714286
6,කෙළවල්ලා,Yellowfin tuna,1266.67,2570,2595,0.009727626459143969,1.048678819266265
7,සාලයා (මට්ට),Sardinella,400,875,880,0.005714285714285714,1.2
8,මෝරා,Shark,,,1805,,
9,හුරුල්ලා,Herrings,700,1210,1153.33,-0.046834710743801716,0.6476142857142856
10,කුම්බලා,Indian mackerel,740,1433.33,1333.33,-0.06976760411070723,0.8017972972972972
11,කාරල්ලා,Pony fish,,,680,,
12,කටුවල්ලා,Katuwalla,,,,,
13,හාල්මැස්සා,Anchovies,,840,,,
14,ඉස්සා (M),Prawns (M),1200,1410,1445,0.024822695035460994,0.20416666666666666
15, කොප්පරා,Marlins,1480,3060,2980,-0.026143790849673203,1.0135135135135136
16,අලගොඩුවා,Frigate tuna,,1020,1030,0.00980392156862745,
17,ඇටවල්ලා,Kawakawa,530,1110,1080,-0.02702702702702703,1.0377358490566038
18,ඇටිස්සා,Red Bream,,,,,
19,බෝල්ලා,Big eye scade,580,,1160,,
20,ගින්නටි පරව්,Ginnati paraw,780,1566.66,1466.66,-0.06383005885131426,0.8803333333333334
21,හබරලි,Needle fish,,1240,,,
22,හැඩැල්ලා,Indian Anchovy,1000,1650,,,
23,ජීලාවා,Barracuda,1000,2893.33,2780,-0.03916939996474648,1.78
24,ලින්නා,Indian Scade,560,1032,917.5,-0.11094961240310078,0.6383928571428571
25,ලේන පරව්,Rainbow runner,,1313.33,1240,-0.05583516709433267,
26,සුද්දා,Threadfin bream,750,1510,1440,-0.046357615894039736,0.92
27,සූඩයා,White Sardinella,,,,,
28,දැල්ලා,Cuttle fish,1080,1520,1610,0.05921052631578947,0.49074074074074076
29,කකුළුවා,Sea Crabs(L),1480,,3140,,1.1216216216216217
30,තිලාපියා,Thilapia (M),,853.33,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,
Maharagama and Dematagoda fish markets.,,,440,,,,
**Retail Price collection done by Telephone,,,,,,,
