Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2023,2024,,Compared to Average of 4th  week of  January 2024,,,,,,,,
Sinhala Name,,Common Name,Average of 4th  week of  January,Average of 3rd  week of  January,Average of 4th  week of  January,Last week ,Last Year,,, ,,,,
1,තෝරා,Seer,3205,3445,3365,-0.023222060957910014,0.0499219968798752,,,,,,, 
2,පරව් (ලොකු),Trevally (L),2453.33,2316,2210,-0.045768566493955096,-0.09918355867331338,, ,, ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2352,2076,2040,-0.017341040462427744,-0.1326530612244898,,,,,,,
4,තලපත්,Sail fish,2586,2692,2883,0.07095096582466567,0.1148491879350348,,,,,,,
5,බලයා,Skipjack tuna,1310,1240,1093,-0.11854838709677419,-0.16564885496183207,,,,,,,
6,කෙළවල්ලා,Yellowfin tuna,2315,1916,1913,-0.0015657620041753654,-0.17365010799136069,,,, ,,,
7,සාලයා (මට්ට),Sardinella,594,560,535,-0.044642857142857144,-0.09932659932659933,,,,,,,
8,මෝරා,Shark,1780,1827,1720,-0.05856595511767926,-0.033707865168539325,,,,,,,
9,හුරුල්ලා,Herrings,1086.67,890,875,-0.016853932584269662,-0.1947877460498588,,,,,,,
10,කුම්බලා,Indian mackerel,1110,1107,970,-0.12375790424570912,-0.12612612612612611,,,,,,,
11,කාරල්ලා,Pony fish,480,,,,,,,,,,,
12,කටුවල්ලා,Katuwalla,,,,,,,,,,,,
13,හාල්මැස්සා,Anchovies,760,,900,,,,,,,,,
14,ඉස්සා (M),Prawns (M),1895,1845,1883,0.020596205962059622,-0.0063324538258575196,,,,,,,
15, කොප්පරා,Marlins,3230,3430,3480,0.014577259475218658,0.07739938080495357,,,,,,,
16,අලගොඩුවා,Frigate tuna,1020,970,933,-0.03814432989690722,-0.08529411764705883,,,,,,,
17,ඇටවල්ලා,Kawakawa,1253,1090,1030,-0.05504587155963303,-0.1779728651237031,,,,,,,
18,ඇටිස්සා,Red Bream(L),1760,1730,1713,-0.009826589595375723,-0.026704545454545453,,,,,,,
19,බෝල්ලා,Big eye scade,1167,940,935,-0.005319148936170213,-0.19880034275921166,,,,,,,
20,ගින්නටි පරව්,Ginnati paraw,,1230,1190,-0.032520325203252036,,,,,,,,
21,හබරලි,Needle fish,,1520,1390,-0.08552631578947369,,,,,,,,
22,හැඩැල්ලා,Indian Anchovy,1853,1733,1620,-0.06520484708597807,-0.12574203993524016,,,,,,,
23,ජීලාවා,Barracuda,2267,1930,2060,0.06735751295336788,-0.09131010145566829,,,,,,,
24,ලින්නා,Indian Scade,1017,876,793,-0.09474885844748858,-0.22025565388397247,,,,,,,
25,ලේන පරව්,Rainbow runner,1140,1090,990,-0.09174311926605505,-0.13157894736842105,,,,,,,
26,සුද්දා,Threadfin bream,1445,1210,1160,-0.04132231404958678,-0.1972318339100346,,,,,,,
27,සූඩයා,White Sardinella,405,403,387,-0.03970223325062035,-0.044444444444444446,,,,,,,
28,දැල්ලා,Cuttle fish,2090,1943,1810,-0.06845084920226453,-0.1339712918660287,,,,,,,
29,කකුළුවා,Sea Crabs(L),2630,2610,2593,-0.006513409961685823,-0.014068441064638783,,,,,,,
30,තිලාපියා,Thilapia (M),1115,,880,,-0.21076233183856502,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
