Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2024,2025,,% Change   compared to:3rd week of Nov. 2025,, ,,,, ,,
Sinhala Name,,Common Name,3rd  week of Nov.,2nd  week of Nov.,3rd  week of Nov.,Last week ,Last Year,, , ,, ,,
1,තෝරා,Seer,3590,3570,3420,-0.04201680672268908,-0.04735376044568245,,, , , ,,
2,පරව් (ලොකු),Trevally (L),2426.67,2336,2590,0.10873287671232877,0.0673062262277112, , , , ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2240,2340,2340,0,0.044642857142857144,, ,, ,,,
4,තලපත්,Sail fish,2910,2963.33,3030,0.022498338018378,0.041237113402061855,,, , , ,,
5,බලයා,Skipjack tuna,1166.67,1700,1726.67,0.01568823529411769,0.4799986285753469,,,, ,,,
6,කෙළවල්ලා,Yellowfin tuna,2426,2576,2646,0.02717391304347826,0.09068425391591096,,, , , ,, 
7,සාලයා (මට්ට),Sardinella,592.5,585,693.33,0.18517948717948726,0.1701772151898735,,, , ,, ,
8,මෝරා,Shark,1870,2090,2140,0.023923444976076555,0.1443850267379679,,,,,,,
9,හුරුල්ලා,Herrings,1113.33,904,1112,0.23008849557522124,-0.0011946143551327345,, ,,,,,
10,කුම්බලා,Indian mackerel,1085,,906.67,,-0.16435944700460833,,,,,,, 
11,කාරල්ලා,Pony fish,490,,,,,,, ,, ,,
12,කටුවල්ලා,Katuwalla,680,590,,,,, ,,,,,
13,හාල්මැස්සා,Anchovies,580,,,,,,,, , ,,
14,ඉස්සා (M),Prawns (M),1980,2148,2108,-0.0186219739292365,0.06464646464646465,, , ,,,,
15, කොප්පරා,Marlins,3593.33,3530,3640,0.031161473087818695,0.012987952678991374,,,,,, ,
16,අලගොඩුවා,Frigate tuna,1010,1130,1150,0.017699115044247787,0.13861386138613863,,, , ,,,
17,ඇටවල්ලා,Kawakawa,1020,1195,1286.67,0.07671129707112977,0.2614411764705883,,, , ,,,
18,ඇටිස්සා,Red Bream(L),1860,1950,1990,0.020512820512820513,0.06989247311827956,,,,, ,,
19,බෝල්ලා,Big eye scade,980,913.33,895,-0.02006941631173841,-0.08673469387755102,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,1073.33,1340,1220,-0.08955223880597014,0.13664949270028798,,, ,,, ,
21,හබරලි,Needle fish,1040,1040,1193.33,0.14743269230769224,-0.13942307692307693,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,1755,1700,,,,,                                                                                                                                                                                                                                                                                                                                     ,,,,,
23,ජීලාවා,Barracuda(L),1915,2490,2465,-0.010040160642570281,0.28720626631853785,,,,,,,
24,ලින්නා,Indian Scade,820,925,926.67,0.0018054054054053611,0.13008536585365849,,, ,,,,
25,ලේන පරව්,Rainbow runner,895,908,945,0.040748898678414094,0.055865921787709494,,,,,,,
26,සුද්දා,Threadfin bream,946.66,953.33,1060,0.11189199962237625,0.1197261952548962,,,,,,,
27,සූඩයා,White Sardinella,340,335,346.67,0.03483582089552244,0.019617647058823576,,,,, ,,
28,දැල්ලා,Cuttle fish,1966.67,2300,2240,-0.02608695652173913,0.13898112037098237,,,,,,,
29,කකුළුවා,Sea Crabs(L),2486.67,3090,3110,0.006472491909385114,0.25066856478744665,,,,,,,
30,තිලාපියා,Thilapia (M),960,980,960,-0.02040816326530612,0,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,, , ,,,, ,,
