Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2024,2025,,% Change   compared to:4thweek of Aug. 2025,, ,,,, ,,
Sinhala Name,,Common Name,4th  week of Aug,3rd  week of Aug,4th  week of Aug,Last week ,Last Year,, , ,,,,
1,තෝරා,Seer,3896,4280,4426.67,0.034268691588785066,0.13620893223819303,, , ,, ,,
2,පරව් (ලොකු),Trevally (L),2516,2695,2340,-0.13172541743970315,-0.06995230524642289, , , , ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2165,2380,2390,0.004201680672268907,0.10392609699769054,, ,, ,,,
4,තලපත්,Sail fish,3096.67,3056,3035,-0.0068717277486911,-0.01991494088811532,,, ,, ,,
5,බලයා,Skipjack tuna,1398,2133.33,1860,-0.12812363769318386,0.33047210300429186,,,, ,,,
6,කෙළවල්ලා,Yellowfin tuna,2390,2798.33,2736,-0.02227399913519847,0.14476987447698744,,, ,, ,, 
7,සාලයා (මට්ට),Sardinella,613.33,693.33,628,-0.09422641455007001,0.023918608253305655,,, , ,, ,
8,මෝරා,Shark,1720,2040,1990,-0.024509803921568627,0.1569767441860465,,,,,,,
9,හුරුල්ලා,Herrings,1015,1196,1240,0.03678929765886288,0.22167487684729065,, ,,,,,
10,කුම්බලා,Indian mackerel,1128,1533.33,1446.67,-0.05651751416850897,0.282508865248227,,,,,,, 
11,කාරල්ලා,Pony fish,,,420,,,,, ,, ,,
12,කටුවල්ලා,Katuwalla,,,,,,, ,,,,,
13,හාල්මැස්සා,Anchovies,,960,,,,,,, ,,,
14,ඉස්සා (M),Prawns (M),2046.67,2260,2182.5,-0.034292035398230086,0.06636634142289667,, , ,,,,
15, කොප්පරා,Marlins,3640,3580,3410,-0.04748603351955307,-0.06318681318681318,,,,,,,
16,අලගොඩුවා,Frigate tuna,910,1170,1190,0.017094017094017096,0.3076923076923077,,, , ,,,
17,ඇටවල්ලා,Kawakawa,1035,1265,1280,0.011857707509881422,0.23671497584541062,,, , ,,,
18,ඇටිස්සා,Red Bream(L),1895,1820,1920,0.054945054945054944,0.013192612137203167,,,,, ,,
19,බෝල්ලා,Big eye scade,1150,1360,1380,0.014705882352941176,0.2,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,1593.33,1760,1660,-0.056818181818181816,0.041843183772351036,,, ,,, ,
21,හබරලි,Needle fish,1290,1410,1385,-0.01773049645390071,0.07364341085271318,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,1465,1600,1606.67,0.004168750000000046,0.09670307167235499,,                                                                                                                                                                                                                                                                                                                                     ,,,,,
23,ජීලාවා,Barracuda(L),2320,2660,2640,-0.007518796992481203,0.13793103448275862,,,,,,,
24,ලින්නා,Indian Scade,746.67,923.33,928.75,0.005870057292625561,0.24385605421404374,,, ,,,,
25,ලේන පරව්,Rainbow runner,1050,1010,1050,0.039603960396039604,0,,,,,,,
26,සුද්දා,Threadfin bream,1192,1310,1344,0.025954198473282442,0.12751677852348994,,,,,,,
27,සූඩයා,White Sardinella,390,440,420,-0.045454545454545456,0.07692307692307693,,,,, ,,
28,දැල්ලා,Cuttle fish,1990,2130,2050,-0.03755868544600939,0.03015075376884422,,,,,,,
29,කකුළුවා,Sea Crabs(L),2740,2940,3096.67,0.05328911564625853,0.13017153284671534,,,,,,,
30,තිලාපියා,Thilapia (M),973.33,960,920,-0.041666666666666664,-0.05479128353179296,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,,, ,,,, ,,
