Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2024,2025,,% Change   compared to:3rdweek of Aug. 2025,, ,,,, ,,
Sinhala Name,,Common Name,3rd  week of Aug,2nd  week of Aug,3rd  week of Aug,Last week ,Last Year,, , ,,,,
1,තෝරා,Seer,3826.67,3893.33,4280,0.09931600968836447,0.11846592468125025,, , ,, ,,
2,පරව් (ලොකු),Trevally (L),2495,2666.67,2695,0.010623736720329072,0.08016032064128256, , , , ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2090,2510,2380,-0.05179282868525897,0.13875598086124402,, ,, ,,,
4,තලපත්,Sail fish,2846.67,3013.33,3056,0.014160413894263181,0.0735350426990132,,, ,, ,,
5,බලයා,Skipjack tuna,1213.33,2030,2133.33,0.05090147783251228,0.7582438413292345,,,, ,,,
6,කෙළවල්ලා,Yellowfin tuna,2388.33,2680,2798.33,0.04415298507462684,0.1716680693204038,,, ,, ,, 
7,සාලයා (මට්ට),Sardinella,655,793.33,693.33,-0.12605094979390669,0.05851908396946571,,, , ,, ,
8,මෝරා,Shark,1840,1920,2040,0.0625,0.10869565217391304,,,,,,,
9,හුරුල්ලා,Herrings,910,1150,1196,0.04,0.3142857142857143,, ,,,,,
10,කුම්බලා,Indian mackerel,1093.33,1545,1533.33,-0.007553398058252474,0.4024402513422297,,,,,,, 
11,කාරල්ලා,Pony fish,,,,,,,, ,, ,,
12,කටුවල්ලා,Katuwalla,,,,,,, ,,,,,
13,හාල්මැස්සා,Anchovies,820,,960,,,,,, ,,,
14,ඉස්සා (M),Prawns (M),2036,2220,2260,0.018018018018018018,0.1100196463654224,, , ,,,,
15, කොප්පරා,Marlins,3390,3530,3580,0.014164305949008499,0.05604719764011799,,,,,,,
16,අලගොඩුවා,Frigate tuna,820,1240,1170,-0.056451612903225805,0.4268292682926829,,, , ,,,
17,ඇටවල්ලා,Kawakawa,980,1363.33,1265,-0.07212487072095526,0.29081632653061223,,, , ,,,
18,ඇටිස්සා,Red Bream(L),1826.67,1810,1820,0.0055248618784530384,-0.0036514531907788886,,,,, ,,
19,බෝල්ලා,Big eye scade,1140,,1360,,0.19298245614035087,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,1593.33,1653.33,1760,0.06451827523845818,0.10460482134899869,,, ,,, ,
21,හබරලි,Needle fish,1270,1420,1410,-0.007042253521126761,0.11023622047244094,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,1552,1693.33,1600,-0.055116250228838995,0.030927835051546393,,                                                                                                                                                                                                                                                                                                                                     ,,,,,
23,ජීලාවා,Barracuda(L),2290,2650,2660,0.0037735849056603774,0.1615720524017467,,,,,,,
24,ලින්නා,Indian Scade,831.67,1022,923.33,-0.09654598825831699,0.11021198311830424,,, ,,,,
25,ලේන පරව්,Rainbow runner,1006.67,1026.67,1010,-0.016236960269609583,0.003307936066436907,,,,,,,
26,සුද්දා,Threadfin bream,1186.67,1270,1310,0.031496062992125984,0.10392948334414784,,,,,,,
27,සූඩයා,White Sardinella,410,495,440,-0.1111111111111111,0.07317073170731707,,,,, ,,
28,දැල්ලා,Cuttle fish,2005,2270,2130,-0.06167400881057269,0.06234413965087282,,,,,,,
29,කකුළුවා,Sea Crabs(L),2720,2890,2940,0.01730103806228374,0.08088235294117647,,,,,,,
30,තිලාපියා,Thilapia (M),1000,1010,960,-0.04950495049504951,-0.04,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,,, ,,,, ,,
