Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Variety,,,2019,2020,2021,,"% Change 4th  week of December 2021, compared to:",,
Sinhala Name,,Common Name,December 4th  week average,December 4th  week average,December 3rd  week average,December 4th  week average,Last week ,Last Year,2019.0
1,තෝරා,Seer,1660,1480,2342.5,2291,-0.02198505869797225,0.547972972972973,0.38012048192771086
2,පරව් (ලොකු),Trevally (L),1073.33,1253.3333333333333,1690,1620,-0.04142011834319527,0.29255319148936176,0.5093214575200545
3,ගල්මාළු (ලොකු),Rock Fish (L),777.5,1073,1390,1335,-0.039568345323741004,0.24417520969245107,0.7170418006430869
4,තලපත්,Sail fish,1230,1192,2100,2036,-0.030476190476190476,0.7080536912751678,0.6552845528455284
5,බලයා,Skipjack tuna,520,605,980,976.66,-0.0034081632653061547,0.6143140495867768,0.8781923076923076
6,කෙළවල්ලා,Yellowfin tuna,964,1018,1463.33,1511,0.032576384000874765,0.48428290766208254,0.5674273858921162
7,සාලයා (මට්ට),Sardinella,280,250,350,323.33,-0.07620000000000005,0.2933199999999999,0.15474999999999994
8,මෝරා,Shark,900,,1210,1190,-0.01652892561983471,,0.32222222222222224
9,හුරුල්ලා,Herrings,640,440,606.67,613.33,0.010977961659551456,0.39393181818181827,-0.041671874999999935
10,කුම්බලා,Indian mackerel,560,,,713.75,,,
11,කාරල්ලා,Pony fish,160, ,,,,,
12,කටුවල්ලා,Katuwalla,300,300,,,,,
13,හාල්මැස්සා,Anchovies,560,290,530,520,-0.018867924528301886,0.7931034482758621,
14,ඉස්සා (M),Prawns (M),1220.56,1087,1273.75,1271,-0.0021589793915603533,0.16927322907083717,0.04132529330798982
15, කොප්පරා,Marlins,895,980,2180,2095,-0.0389908256880734,1.1377551020408163,1.3407821229050279
16,අලගොඩුවා,Frigate tuna,480,,,,,,
17,ඇටවල්ලා,Kawakawa,540,480,,695,,0.4479166666666667,0.28703703703703703
18,ඇටිස්සා,Red Bream,840,,990,,,,
19,බෝල්ලා,Big eye scade,476,480,660,635,-0.03787878787878788,0.3229166666666667,0.33403361344537813
20,ගින්නටි පරව්,Ginnati paraw,960,,865,825,-0.046242774566473986,,-0.140625
21,හබරලි,Needle fish,620,,700,670,-0.04285714285714286,,
22,හැඩැල්ලා,Indian Anchovy,1300,,1295,1191.67,-0.07979150579150573,,-0.08333076923076918
23,ජීලාවා,Barracuda,880,800,1290,1103.75,-0.14437984496124032,0.3796875,0.25426136363636365
24,ලින්නා,Indian Scade,438,392,610,591.67,-0.03004918032786892,0.5093622448979591,0.3508447488584474
25,ලේන පරව්,Rainbow runner,760,,650,690,0.06153846153846154,,-0.09210526315789473
26,සුද්දා,Threadfin bream,706.67,600,740,767,0.03648648648648649,0.2783333333333333,0.08537223881019436
27,සූඩයා,White Sardinella,217,150,220,240,0.09090909090909091,0.6,0.10599078341013825
28,දැල්ලා,Cuttle fish,960,960,1315,1288.75,-0.019961977186311788,0.3424479166666667,0.3424479166666667
29,කකුළුවා,Sea Crabs(L),1300,,,1768.33,,,0.3602538461538461
30,තිලාපියා,Thilapia (M),465,,600,695,0.15833333333333333,,0.4946236559139785
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,440,,,,,
(price collection was done by over the phone due to prevailling covid pandemic ),,,,,,,,,
