Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2024,2025,,% Change   compared to:4th week of Nov. 2025,, ,,,, ,,
Sinhala Name,,Common Name,4th  week of Nov.,3rd  week of Nov.,4th  week of Nov.,Last week ,Last Year,, , ,, ,,
1,තෝරා,Seer,3675,3420,3490,0.02046783625730994,-0.050340136054421766,,, , , ,,
2,පරව් (ලොකු),Trevally (L),2645,2590,2660,0.02702702702702703,0.005671077504725898, , , , ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2330,2340,2340,0,0.004291845493562232,, ,, ,,,
4,තලපත්,Sail fish,2903.33,3030,3126.67,0.03190429042904293,0.07692546145288347,,, , , ,,
5,බලයා,Skipjack tuna,1288,1726.67,1800,0.04246902998256756,0.39751552795031053,,,, ,,,
6,කෙළවල්ලා,Yellowfin tuna,2463.33,2646,2860,0.08087679516250945,0.16102998786195924,,, , , ,, 
7,සාලයා (මට්ට),Sardinella,696,693.33,720,0.03846653108909171,0.034482758620689655,,, , ,, ,
8,මෝරා,Shark,1870,2140,2090,-0.02336448598130841,0.11764705882352941,,,,,,,
9,හුරුල්ලා,Herrings,1040,1112,1133.33,0.019181654676258927,0.08974038461538454,, ,,,,,
10,කුම්බලා,Indian mackerel,1090,906.67,980,0.08087837912360621,-0.10091743119266056,,,,,,, 
11,කාරල්ලා,Pony fish,495,,,,,,, ,, ,,
12,කටුවල්ලා,Katuwalla,700,,540,,-0.22857142857142856,, ,,,,,
13,හාල්මැස්සා,Anchovies,640,,580,,-0.09375,,,, , ,,
14,ඉස්සා (M),Prawns (M),1990,2108,2073.333,-0.016445445920303566,0.041875879396984964,, , ,,,,
15, කොප්පරා,Marlins,3580,3640,3690,0.013736263736263736,0.030726256983240222,,,,,, ,
16,අලගොඩුවා,Frigate tuna,1060,1150,1180,0.02608695652173913,0.11320754716981132,,, , ,,,
17,ඇටවල්ලා,Kawakawa,1150,1286.67,1310,0.018132077378037823,0.1391304347826087,,, , ,,,
18,ඇටිස්සා,Red Bream(L),1960,1990,2000,0.005025125628140704,0.02040816326530612,,,,, ,,
19,බෝල්ලා,Big eye scade,1150,895,904,0.01005586592178771,-0.21391304347826087,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,,1220,1406.67,0.15300819672131152,,,, ,,, ,
21,හබරලි,Needle fish,1070,1193.33,1260,0.05586887114209823,-0.15514018691588785,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,2006.67,,2300,,0.14617749804402314,,                                                                                                                                                                                                                                                                                                                                     ,,,,,
23,ජීලාවා,Barracuda(L),2033.33,2465,2470,0.002028397565922921,0.21475608976408161,,,, ,,,
24,ලින්නා,Indian Scade,990,926.67,963.33,0.03956100877334982,-0.0269393939393939,,, ,,,,
25,ලේන පරව්,Rainbow runner,905,945,1005,0.06349206349206349,0.11049723756906077,,,,,,,
26,සුද්දා,Threadfin bream,952,1060,1105,0.04245283018867924,0.16071428571428573,,,,,,,
27,සූඩයා,White Sardinella,383.33,346.67,380,0.09614330631436231,-0.008687032061148316,,,,, ,,
28,දැල්ලා,Cuttle fish,2120,2240,2280,0.017857142857142856,0.07547169811320754,,,,,,,
29,කකුළුවා,Sea Crabs(L),2495,3110,3100,-0.003215434083601286,0.24248496993987975,,,,,,,
30,තිලාපියා,Thilapia (M),1040,960,1010,0.052083333333333336,-0.028846153846153848,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,, , ,,,, ,,
